RequestId,69bd9827620f00a58b1a07d1
X,HFCT
30000,16.42807579
30135,24.3801899
30270,24.58954239
30405,33.9671669
30540,32.07513428
30675,37.3400116
30810,35.02468872
30945,38.8425827
31080,24.72179031
31215,32.133564
31350,30.43310165
31485,27.1188736
31620,23.22128868
31755,24.52834892
31890,28.7780838
32025,33.68580246
32160,29.41082382
32295,21.0213356
32430,22.49586296
32565,28.29888916
32700,32.87147903
32835,35.38123703
32970,30.73922729
33105,25.41775513
33240,20.96241951
33375,25.36928749
33510,25.53988647
33645,21.39974403
33780,23.95328712
33915,21.4583149
34050,30.83103371
34185,35.14776611
34320,24.76894379
34455,32.6141243
34590,26.37756348
34725,22.13444519
34860,27.07844353
34995,28.76006889
35130,33.59370041
35265,26.09914017
35400,32.45191193
35535,33.80696106
35670,36.02384186
35805,36.93507767
35940,35.52189255
36075,24.95530891
36210,27.99398232
36345,35.04199219
36480,31.44083405
36615,24.97519302
36750,31.70819092
36885,25.60635567
37020,28.00979805
37155,35.61651611
37290,36.56325912
37425,32.73436356
37560,28.25647926
37695,36.2348938
37830,30.97500992
37965,29.53928185
38100,29.87844658
38235,31.95280266
38370,32.55970764
38505,35.34344864
38640,34.47449112
38775,39.05094528
38910,35.49964523
39045,37.77043152
39180,40.96227646
39315,41.45087051
39450,39.80195236
39585,40.65475464
39720,44.78457642
39855,42.20487213
39990,39.42100906
40125,39.35861206
40260,43.87074661
40395,42.79040146
40530,41.96142578
40665,42.31278992
40800,45.78713608
40935,48.93780518
41070,44.41300583
41205,46.9619751
41340,44.20972824
41475,48.26847458
41610,50.83430099
41745,51.64006424
41880,47.12796783
42015,51.39635086
42150,52.32617569
42285,47.33766174
42420,48.66780472
42555,51.23321533
42690,49.45195007
42825,51.9863472
42960,53.34503174
43095,51.86051941
43230,55.57625198
43365,55.45685196
43500,57.30234909
43635,55.63828659
43770,56.65250397
43905,53.42578125
44040,55.51971817
44175,54.30796432
44310,61.41088867
44445,60.04537582
44580,57.37281036
44715,58.25140762
44850,58.44291306
44985,60.72375107
45120,56.96489334
45255,61.06882477
45390,60.54656982
45525,57.18894577
45660,60.68807983
45795,57.65310669
45930,62.77521133
46065,62.5196228
46200,62.1126976
46335,60.34178162
46470,61.74894714
46605,62.79333115
46740,61.50806808
46875,60.62977219
47010,62.82047272
47145,62.66010666
47280,59.6100502
47415,61.19155121
47550,59.40195084
47685,59.96986008
47820,60.05584335
47955,61.14245987
48090,58.81824875
48225,62.1112175
48360,63.04765701
48495,60.47679138
48630,60.42908859
48765,59.34531403
48900,60.56142807
49035,60.93911743
49170,60.47307968
49305,59.9742775
49440,61.31575775
49575,63.3078537
49710,63.88175964
49845,60.88815689
49980,61.12252045
50115,63.80886078
50250,63.0107193
50385,65.06521606
50520,61.94381332
50655,62.28115845
50790,61.98854065
50925,65.38379669
51060,64.75249481
51195,64.24466705
51330,66.24998474
51465,66.9675293
51600,65.89719391
51735,64.33605957
51870,67.16640472
52005,65.34467316
52140,67.25513458
52275,65.90084076
52410,66.69639587
52545,69.23442078
52680,69.00100708
52815,69.73564148
52950,67.63591003
53085,69.85040283
53220,70.55271149
53355,70.84299469
53490,69.64044952
53625,70.76107788
53760,70.83448029
53895,72.75596619
54030,73.95380402
54165,73.32785797
54300,73.4796524
54435,74.45809937
54570,75.14396667
54705,75.38243103
54840,78.85784912
54975,79.90544128
55110,78.66957855
55245,79.36510468
55380,79.90673828
55515,82.83555603
55650,81.70371246
55785,82.91016388
55920,85.25563049
56055,85.66641998
56190,87.32152557
56325,87.53314209
56460,89.16164398
56595,89.74017334
56730,90.51457977
56865,92.12165833
57000,98.18425751
57135,93.78905487
57270,95.26448059
57405,94.84182739
57540,97.47813416
57675,99.26125336
57810,98.08106995
57945,99.91928101
58080,101.5625305
58215,101.0082397
58350,103.1908493
58485,103.5956802
58620,105.9745255
58755,105.3939514
58890,106.6255493
59025,106.7739105
59160,108.722168
59295,108.5674973
59430,109.862236
59565,111.1926346
59700,110.1862335
59835,111.7932281
59970,112.0706863
60105,112.2878647
60240,112.3412247
60375,113.8095169
60510,113.4538574
60645,115.1815948
60780,114.2583542
60915,115.0208664
61050,116.7990494
61185,115.2975616
61320,114.9625092
61455,115.8570557
61590,117.0662537
61725,117.2918015
61860,118.4206848
61995,118.8900528
62130,119.7875366
62265,119.6025543
62400,119.9503632
62535,120.8808365
62670,122.2293243
62805,120.8026733
62940,122.6108856
63075,123.57901
63210,125.5665512
63345,125.5694504
63480,126.1100616
63615,126.4745636
63750,128.4641571
63885,129.3911285
64020,130.9266357
64155,132.3392487
64290,133.6932068
64425,134.4118958
64560,139.2228546
64695,136.6847992
64830,137.7878265
64965,138.8874969
65100,140.5840302
65235,142.7350159
65370,144.1155701
65505,145.9134827
65640,147.4111633
65775,148.6758423
65910,152.8284302
66045,153.4067535
66180,155.499588
66315,156.5878754
66450,159.0128784
66585,161.6881409
66720,163.1867981
66855,165.8849487
66990,167.6841583
67125,170.1938171
67260,172.019577
67395,174.8230133
67530,177.298996
67665,179.5992126
67800,183.2337646
67935,186.4250183
68070,187.5723114
68205,189.9947205
68340,191.0756378
68475,194.0043182
68610,197.1447601
68745,200.2462921
68880,201.9810486
69015,206.5866547
69150,209.5890808
69285,210.0247192
69420,212.7165375
69555,215.4116211
69690,219.5413361
69825,220.6879578
69960,222.1381836
70095,226.601593
70230,232.4833221
70365,232.7438202
70500,234.2198029
70635,238.5506287
70770,238.922226
70905,241.9007263
71040,246.727417
71175,248.6217346
71310,250.5238342
71445,254.8707275
71580,257.773407
71715,258.2203674
71850,261.2575073
71985,262.9665833
72120,265.484375
72255,267.8786011
72390,270.4248962
72525,272.4678345
72660,274.1392822
72795,276.2570496
72930,278.4062805
73065,280.7513733
73200,283.2693481
73335,286.4493408
73470,286.8538513
73605,288.1730347
73740,288.8535461
73875,293.3195496
74010,291.6801453
74145,293.8889771
74280,294.1912231
74415,295.2955627
74550,294.5275269
74685,296.4790344
74820,297.8380737
74955,298.7151489
75090,300.8166504
75225,302.0539551
75360,302.0378418
75495,302.1870422
75630,302.9597168
75765,305.3392334
75900,303.2677612
76035,304.7770081
76170,304.2046204
76305,305.9408569
76440,303.3575439
76575,304.3488159
76710,304.1178284
76845,303.4891357
76980,303.9824524
77115,303.9968262
77250,303.2455444
77385,303.8141785
77520,303.0083008
77655,300.64151
77790,300.5899048
77925,300.4089355
78060,299.4099731
78195,300.127533
78330,299.0619507
78465,296.8447266
78600,295.7631226
78735,295.6749878
78870,294.9551392
79005,293.0475159
79140,292.5589905
79275,291.6785889
79410,291.1928406
79545,289.1861877
79680,288.5852966
79815,288.9514465
79950,286.648468
80085,285.6251831
80220,285.6638794
80355,286.6613464
80490,286.1027222
80625,285.0381775
80760,286.1863403
80895,287.1439514
81030,286.1253662
81165,286.9936829
81300,287.3913574
81435,289.0392456
81570,289.7233887
81705,289.212677
81840,289.1435242
81975,290.8696289
82110,291.7841187
82245,291.6898804
82380,291.0372925
82515,294.3013306
82650,295.3547974
82785,294.9291382
82920,296.5426025
83055,296.8468018
83190,297.5671387
83325,299.6505127
83460,299.7203064
83595,299.2324219
83730,300.3243713
83865,302.9520264
84000,301.2416687
84135,303.9685974
84270,304.9511414
84405,309.160614
84540,308.1768494
84675,309.5465393
84810,308.1460876
84945,253.1138458
85080,217.6129608
85215,215.4833984
85350,216.1356049
85485,217.7669678
85620,218.4353638
85755,219.6171722
85890,219.7106781
86025,219.7277222
86160,223.1519928
86295,222.6160431
86430,223.4479523
86565,223.8483734
86700,227.1369171
86835,229.3927307
86970,229.046051
87105,229.0392914
87240,230.7740326
87375,231.3905182
87510,234.2051697
87645,234.9304047
87780,236.9229279
87915,235.8936768
88050,238.2724915
88185,240.4329834
88320,239.6632385
88455,239.5080872
88590,240.3410339
88725,243.0699158
88860,241.9663696
88995,242.2996521
89130,244.6107635
89265,246.3749084
89400,249.4411469
89535,249.2138824
89670,250.9078522
89805,249.7570953
89940,251.75354
90075,253.0061493
90210,255.0368042
90345,256.978363
90480,256.4629822
90615,256.6903687
90750,257.5081177
90885,256.8658447
91020,258.6117859
91155,258.7215576
91290,262.3215027
91425,260.9001465
91560,261.9671936
91695,262.7032471
91830,265.7755127
91965,265.3362427
92100,265.2548523
92235,264.7136536
92370,265.8613281
92505,267.2419128
92640,271.2805786
92775,269.4179993
92910,270.6605835
93045,269.5776062
93180,271.5448303
93315,269.5714417
93450,269.5290527
93585,269.8753052
93720,271.7792969
93855,274.1384583
93990,273.0283203
94125,275.7164612
94260,274.0861206
94395,274.315979
94530,272.0818176
94665,275.3545227
94800,275.2315674
94935,277.9323425
95070,277.1733704
95205,279.0563354
95340,278.2864075
95475,277.0334778
95610,277.1152344
95745,275.2494507
95880,273.7880554
96015,278.2264099
96150,277.3659363
96285,280.0166931
96420,278.2677307
96555,281.1137085
96690,280.256134
96825,278.5909729
96960,276.7058411
97095,275.9811707
97230,280.2003479
97365,279.3848572
97500,281.295166
97635,280.0536804
97770,280.0031128
97905,278.8397827
98040,277.2816772
98175,275.3737793
98310,274.4555664
98445,274.6992798
98580,278.868866
98715,280.1644287
98850,280.9324646
98985,276.20224
99120,275.6938782
