RequestId,69bd9827620f00a58b1a07d2
X,HFCT
91020,7.754920006
91155,8.360944748
91290,13.43766785
91425,15.16119957
91560,10.48096466
91695,11.4533453
91830,6.566449642
91965,9.759939194
92100,13.54468918
92235,15.65789509
92370,16.75624847
92505,12.92269611
92640,9.483579636
92775,13.02160263
92910,8.879940033
93045,7.791014194
93180,13.05364895
93315,13.54121017
93450,9.775759697
93585,13.99673653
93720,16.11432266
93855,10.28212929
93990,5.86035347
94125,4.299209118
94260,3.323649168
94395,3.711723328
94530,5.841380596
94665,3.729610682
94800,3.254448175
94935,3.442857265
95070,8.523712158
95205,13.47395229
95340,9.95630455
95475,14.06975937
95610,10.66823292
95745,8.174456596
95880,12.54863453
96015,8.886642456
96150,11.94648647
96285,14.9750042
96420,12.91692352
96555,13.14515018
96690,10.16447735
96825,7.812329292
96960,12.47572231
97095,14.9124136
97230,16.03487206
97365,9.8635149
97500,8.998806953
97635,9.349019051
97770,12.43451405
97905,15.18340588
98040,10.28645992
98175,10.11976624
98310,12.7558794
98445,14.15288639
98580,9.427033424
98715,5.505701065
98850,5.545826435
98985,10.19449997
99120,13.84873772
99255,10.65286732
99390,7.626614571
99525,10.48805618
99660,14.17279148
99795,15.65695763
99930,16.23037338
100065,14.0888319
100200,8.55983448
100335,8.474812508
100470,7.299030304
100605,9.829529762
100740,13.55282974
100875,13.78486061
101010,8.789313316
101145,5.686910152
101280,8.10731411
101415,10.18270493
101550,11.78146553
101685,11.62683964
101820,14.12991905
101955,12.4655323
102090,13.8528223
102225,8.330158234
102360,10.96822071
102495,10.49954128
102630,5.986282825
102765,8.979052544
102900,11.15478325
103035,11.53513241
103170,8.772867203
103305,11.29030132
103440,12.64600849
103575,9.934875488
103710,6.218040466
103845,4.979391098
103980,7.779499054
104115,10.0928421
104250,10.00977325
104385,9.664449692
104520,8.350547791
104655,6.121127129
104790,4.135028839
104925,3.823642969
105060,9.891448021
105195,13.11291218
105330,11.59431171
105465,13.42584038
105600,13.40903091
105735,12.99958229
105870,12.07520676
106005,13.28829002
106140,8.64521122
106275,11.74465752
106410,14.15248394
106545,15.62948418
106680,16.08969688
106815,16.31671906
106950,16.61698532
107085,16.49783707
107220,15.00108719
107355,15.622118
107490,15.99752426
107625,12.25367546
107760,10.86579609
107895,10.32698536
108030,6.926781178
108165,9.762141228
108300,11.32190418
108435,13.75408077
108570,7.945901394
108705,9.63689518
108840,12.27641392
108975,14.10811806
109110,15.23292828
109245,13.94170094
109380,12.77545357
109515,11.15190697
109650,11.01186275
109785,10.49098969
109920,13.22474957
110055,14.2877512
110190,13.55683136
110325,14.30679798
110460,15.16285801
110595,15.71430969
110730,14.55627632
110865,11.39965916
111000,11.69964123
111135,13.91934872
111270,11.56609821
111405,12.91906738
111540,12.75218201
111675,14.66166019
111810,9.633887291
111945,12.20016384
112080,13.37138081
112215,10.13104916
112350,10.24973774
112485,5.917838573
112620,5.408619881
112755,10.29712486
112890,11.82732105
113025,10.06704998
113160,10.18622875
113295,8.918738365
113430,8.231492043
113565,11.92061043
113700,8.819418907
113835,10.81773567
113970,7.154877663
114105,6.763576031
114240,4.172220707
114375,6.112289906
114510,7.768712044
114645,11.53588486
114780,13.27533436
114915,11.60584545
115050,13.97291279
115185,9.226392746
115320,12.57778263
115455,14.48124409
115590,14.96194839
115725,13.08309269
115860,7.922525883
115995,12.08161163
116130,6.890696049
116265,11.3156662
116400,8.672164917
116535,5.029432297
116670,8.122549057
116805,6.763228893
116940,8.298965454
117075,5.559587002
117210,5.771267414
117345,3.306629658
117480,9.146195412
117615,12.27397633
117750,12.27171993
117885,9.627950668
118020,8.752937317
118155,12.12401676
118290,6.914488792
118425,6.692493439
118560,5.479643345
118695,9.650312424
118830,12.76058769
118965,14.13789177
119100,13.05895138
119235,13.36761475
119370,12.40516472
119505,12.42596054
119640,13.21059513
119775,11.2474432
119910,13.39279747
120045,7.637313843
120180,6.650545597
120315,4.96731329
120450,3.839459181
120585,7.242968559
120720,5.007781029
120855,8.385781288
120990,10.04219627
121125,9.408678055
121260,5.72652483
121395,3.27154398
121530,6.2808671
121665,8.642309189
121800,5.962538719
121935,10.66265774
122070,12.9370985
