site,spectrum id,org,running state,label source,B2 mean,B2 power,B2 log,B2 std,B2 max,mean power,std power,total power,log total,max power,B1 mean,B1 power,B1 log,B1 std,spectral slope,B1 max,B4 B2 ratio,B3 power,B3 log,B3 mean,B3 std,B3 max,B4 frac,B4 B1 ratio,log B4 B1,band gradient,spectral spread,peak to mean,crest factor,log hi lo,hi lo ratio,spectral kurtosis,spectral skew,B3 B2 ratio,spectral flatness,band range,spectral centroid,B4 mean,B4 power,B4 log,spectral entropy,B4 std,B2 B1 ratio,log B2 B1,spectral slope norm,lr B2 B4,clr B2,clr B4,ilr 3,alr B4,lr B1 B4,band gradient proper,lr B3 B4,ssn_B1,rolloff_norm_B3,curvature_B2,flat_fraction,vote_ssn_B1,wvote_ssn_B1,vote_lr_B2_B4,wvote_lr_B2_B4,vote_spectral_spread,wvote_spectral_spread,vote_rolloff_norm_B3,wvote_rolloff_norm_B3,vote_curvature_B2,wvote_curvature_B2,total_votes,weighted_score,weighted_score_norm,prediction,flat_override
WBN2,20251022_1733,WBN,ON,cluster,59.38,29691.24,10.3,48.57,354.46,42014.21,252273.4,84028428.0,18.25,3909502.0,1295.59,647796.2,13.38,5447.03,0.0,56606.83,2774.67,967445.6,13.78,1934.89,3858.02,24004.32,0.98,127.18,4.85,1.62,166.83,93.05,9.65,4.82,123.03,95.96,9.05,32.58,0.01,7.93,1687.73,164767.0,82383495.0,18.23,0.6,484179.8,0.05,0.04,0.0028,-7.93,-3.62,4.3,-4.97,0.02,-4.85,1.62,-4.44,-0.1563064868997632,0.922,1.5904835176432628,0.0,0.0,0.0,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,2.0,1.53,0.3775913129318855,ON,0
WBN2,20251102_0839,WBN,ON,cluster,34.49,17243.73,9.76,45.1,500.76,10739.07,43457.04,21478134.0,16.88,710063.8,9928.62,4964309.0,15.42,23499.15,0.0,143874.7,938.79,308279.3,12.64,616.56,902.67,6305.57,0.75,3.26,1.45,0.39,698.25,66.12,8.13,1.46,3.31,96.83,8.54,17.88,0.05,6.84,1310.62,32376.6,16188301.0,16.6,0.72,79467.84,0.0,0.0,0.0009,-6.84,-3.85,3.0,-3.46,0.28,-1.18,0.39,-3.96,-0.2174276589195403,0.902,1.858700849712756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.719,1.0,0.719,0.1774432379072063,OFF,0
Decatur,20241116_1140,Dec,ON,cluster,49.08,98156.31,11.49,55.86,474.2,2104.52,7531.54,16836182.0,16.64,103384.9,60.98,121954.8,11.71,94.79,0.0,739.52,136.55,3212471.0,14.98,1606.24,2870.26,21127.21,0.8,109.91,4.71,1.57,1028.23,49.13,7.01,4.34,75.49,76.63,7.87,32.73,0.08,4.92,6385.14,6701.8,13403600.0,16.41,0.8,13742.69,0.8,0.59,0.0007,-4.92,-2.16,2.76,-3.19,0.23,-4.7,1.57,-1.43,-0.1461166370793091,0.6235,1.1900558282415017,0.101625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
Decatur,20241112_1127,Dec,ON,cluster,43.51,87016.92,11.37,52.15,514.93,1884.05,6955.9,15070487.0,16.53,93343.0,62.31,124612.3,11.73,103.24,0.0,908.33,137.84,2864860.0,14.87,1433.15,2369.94,14757.05,0.8,96.25,4.58,1.52,1043.29,49.54,7.04,4.27,70.21,82.59,8.28,32.92,0.08,4.93,6371.33,5997.0,11993998.0,16.3,0.79,12808.62,0.7,0.53,0.0007,-4.93,-2.19,2.73,-3.15,0.23,-4.57,1.52,-1.43,-0.1610314320041751,0.6235,1.0700223624688705,0.1087635954494311,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
Decatur,20241102_1259,Dec,ON,cluster,34.44,68879.32,11.14,44.21,490.95,1867.72,7337.63,14939918.0,16.52,110540.4,64.16,128325.3,11.76,105.42,0.0,857.8,182.53,2170137.0,14.59,1085.61,1564.02,13115.07,0.84,97.97,4.59,1.53,1001.08,59.18,7.69,4.33,74.76,97.86,8.94,31.51,0.08,5.21,6454.28,6286.29,12572576.0,16.35,0.79,13642.93,0.54,0.43,0.0007,-5.21,-2.32,2.89,-3.33,0.17,-4.58,1.53,-1.76,-0.1454376143416458,0.6535,1.0670532193101918,0.1127640955119389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
Decatur,20241130_0741,Dec,ON,cluster,249.08,498161.9,13.12,520.19,4550.8,5829.06,40316.38,46626672.0,17.66,951994.7,57.09,114180.8,11.65,95.96,0.0,731.24,21.33,35389485.0,17.38,17703.59,78608.56,951994.7,0.23,93.05,4.54,1.51,1154.09,163.32,12.78,4.33,75.14,229.29,13.9,71.04,0.03,5.74,4769.58,5312.42,10624845.0,16.18,0.68,10894.05,4.36,1.68,0.0007,-3.06,-1.46,1.6,-1.84,1.48,-4.53,1.51,1.2,-0.1528647845185105,0.106,2.187611283857801,0.0791348918614826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
Decatur,20241031_1752,Dec,ON,cluster,38.68,77365.6,11.26,49.04,455.77,1720.63,7053.58,13763292.0,16.44,102279.6,61.75,123509.8,11.72,100.06,0.0,888.75,145.27,2323628.0,14.66,1162.4,2085.77,20023.68,0.82,91.0,4.52,1.5,1058.13,59.44,7.71,4.23,67.52,95.74,8.94,30.03,0.08,4.98,6366.91,5619.39,11238788.0,16.23,0.78,13173.22,0.63,0.49,0.0006,-4.98,-2.21,2.77,-3.19,0.2,-4.51,1.5,-1.58,-0.155799362143507,0.6385,1.1565130445620853,0.0882610326290786,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
Decatur,20241031_1852,Dec,ON,cluster,63.29,126571.9,11.75,89.12,529.84,1695.01,6769.7,13560070.0,16.42,87633.31,62.77,125540.3,11.74,106.24,0.0,853.65,91.43,1735460.0,14.37,867.73,1307.88,13632.36,0.85,92.18,4.53,1.51,1021.7,51.7,7.19,3.99,52.79,73.84,7.95,13.71,0.08,4.52,6461.38,5786.25,11572497.0,16.26,0.78,12603.01,1.01,0.7,0.0006,-4.52,-1.78,2.73,-3.16,0.16,-4.52,1.51,-1.9,-0.1660994694048534,0.6635,0.5217534727531541,0.117375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
Decatur,20241101_0053,Dec,ON,cluster,71.35,142690.5,11.87,113.28,658.55,1660.56,6616.45,13282825.0,16.4,92171.28,64.04,128083.5,11.76,103.74,0.0,825.76,77.61,1937669.0,14.48,969.32,1496.63,15008.2,0.83,86.46,4.47,1.49,1063.92,55.51,7.45,3.89,48.06,86.08,8.5,13.58,0.09,4.46,6409.71,5537.19,11074382.0,16.22,0.78,12338.76,1.11,0.75,0.0006,-4.35,-1.71,2.64,-3.05,0.18,-4.46,1.49,-1.74,-0.1641334459109378,0.6495,0.6655414042309987,0.076884610576322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
Decatur,20241117_0142,Dec,ON,cluster,46.73,93466.72,11.45,56.44,508.98,1480.17,6387.61,11841339.0,16.29,90693.97,62.79,125572.1,11.74,103.32,0.0,782.32,105.6,1752153.0,14.38,876.08,1608.92,17835.89,0.83,78.6,4.38,1.45,1060.97,61.27,7.83,3.99,53.06,95.22,9.0,18.75,0.09,4.66,6408.56,4935.07,9870148.0,16.11,0.77,12009.95,0.74,0.56,0.0006,-4.66,-1.97,2.69,-3.1,0.18,-4.36,1.45,-1.73,-0.1547836737761909,0.6505,0.9248577435456776,0.109625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
Decatur,20241113_1831,Dec,ON,cluster,43.14,86284.48,11.37,55.91,450.95,1290.82,5530.55,10326524.0,16.15,79454.39,61.51,123027.1,11.72,103.11,0.0,992.87,98.41,1626264.0,14.3,813.13,1536.67,18628.84,0.82,69.02,4.25,1.41,1104.76,61.55,7.85,3.9,48.34,94.77,8.98,18.85,0.09,4.59,6370.66,4245.47,8490948.0,15.95,0.77,10389.74,0.7,0.53,0.0006,-4.59,-1.97,2.62,-3.02,0.2,-4.23,1.41,-1.65,-0.1782166711247759,0.6565,0.6987363732685704,0.0825,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
WBN2,20251023_1601,WBN,ON,cluster,97.67,48836.33,10.8,166.08,2199.99,44520.27,233877.6,89040532.0,18.3,3439956.0,24175.97,12087987.0,16.31,44066.96,0.0,448699.7,1560.56,691572.3,13.45,1383.15,2770.02,21931.23,0.86,6.3,1.99,0.61,547.41,77.27,8.79,1.99,6.34,94.0,8.94,14.16,0.03,7.35,1489.46,152424.3,76212136.0,18.15,0.66,448278.9,0.0,0.0,0.0004,-7.35,-3.88,3.47,-4.01,0.16,-1.84,0.61,-4.7,-0.1050669377595692,0.922,2.097171285754069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.719,1.0,0.719,0.1774432379072063,OFF,0
Towantic_GT2,20250103_0833 GT2,Tow,ON,cluster,53137.69,106000000.0,18.48,7888.15,74641.67,1157351.0,1642668.0,9260000000.0,22.95,4354778.0,583254.1,1170000000.0,20.88,622158.4,0.0,2362535.0,73.82,139000000.0,18.75,69683.12,3197.68,78427.48,0.85,6.73,2.04,0.64,2198.72,3.76,1.94,1.98,6.27,-0.83,1.02,1.31,0.21,4.3,6137.26,3922787.0,7850000000.0,22.78,0.9,161227.9,0.09,0.09,0.0004,-4.3,-1.74,2.56,-2.96,0.17,-1.91,0.64,-4.03,-0.0826733505249702,0.846,0.2484092506102884,0.8756094511813977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.719,1.0,0.719,0.1774432379072063,ON,1
EMSA_GT2_NG,20250103_0833 NG,EMS,ON,cluster,53137.69,106000000.0,18.48,7888.15,74641.67,1157351.0,1642668.0,9260000000.0,22.95,4354778.0,583254.1,1170000000.0,20.88,622158.4,0.0,2362535.0,73.82,139000000.0,18.75,69683.12,3197.68,78427.48,0.85,6.73,2.04,0.64,2198.72,3.76,1.94,1.98,6.27,-0.83,1.02,1.31,0.21,4.3,6137.26,3922787.0,7850000000.0,22.78,0.9,161227.9,0.09,0.09,0.0004,-4.3,-1.74,2.56,-2.96,0.17,-1.91,0.64,-4.03,-0.0826733505249702,0.846,0.2484092506102884,0.8756094511813977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.719,1.0,0.719,0.1774432379072063,ON,1
SQN2,SQN NG Unit 2 20250528_1504,SQN,OFF,cluster,8.31,4155.46,8.33,12.0,82.42,91.24,258.26,182481.7,12.11,2631.84,125.47,62735.62,11.05,225.12,0.0,1813.72,14.99,53300.26,10.88,106.6,271.64,2265.6,0.34,0.99,0.69,0.0,688.64,28.84,5.37,1.0,1.73,32.41,5.15,12.83,0.13,2.71,996.92,124.58,62290.39,11.04,0.79,364.39,0.07,0.06,0.0001,-2.71,-1.99,0.71,-0.82,1.07,0.01,0.0,-0.16,-0.3453936850327456,0.766,-0.1812963112068149,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.719,1.0,0.719,0.1774432379072063,OFF,0
Harq_ST3,HARQST-3 EMI Gen_20250425_1147,Har,OFF,cluster,38.05,76101.63,11.24,218.25,2794.56,188.16,720.58,1505265.0,14.22,12276.49,170.0,340004.5,12.74,296.95,0.0,2593.82,14.06,19215.81,9.86,9.61,14.36,101.84,0.71,3.15,1.42,0.38,2634.82,65.25,8.08,1.29,2.62,110.65,9.26,0.25,0.08,4.02,4890.44,534.97,1069943.0,13.88,0.79,1328.87,0.22,0.2,0.0001,-2.64,-0.69,1.95,-2.25,0.34,-1.15,0.38,-4.02,-0.2851509633803815,0.9785,-0.8532684762828477,0.0205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Harq_ST3,HARQST-3 EMI Gen_20251118_1432 ,Har,OFF,cluster,15.47,30938.33,10.34,73.65,1044.82,148.25,646.6,1186009.0,13.99,13024.46,163.1,326207.3,12.7,275.8,0.0,2282.13,26.32,14655.69,9.59,7.33,11.76,80.36,0.69,2.5,1.25,0.3,2731.57,87.85,9.37,1.2,2.32,189.86,12.3,0.47,0.08,4.02,4599.1,407.1,814207.6,13.61,0.78,1219.03,0.09,0.09,0.0001,-3.27,-1.22,2.05,-2.37,0.38,-0.91,0.3,-4.02,-0.3049801252812156,0.981,-0.5964858137776823,0.041875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Harq_ST3,HARQST-3 EMI Gen_20250404_1915,Har,OFF,cluster,36.65,73293.43,11.2,211.94,2832.84,114.45,290.47,915623.0,13.73,2832.84,182.29,364588.6,12.81,335.22,0.0,2446.52,6.31,15440.54,9.64,7.72,10.46,85.2,0.5,1.27,0.82,0.08,3015.54,24.75,4.98,0.74,1.09,21.19,4.23,0.21,0.12,3.4,3758.1,231.15,462300.4,13.04,0.83,380.03,0.2,0.18,0.0,-1.84,-0.47,1.37,-1.58,0.68,-0.24,0.08,-3.4,-0.2994296485013374,0.932,-0.8748049072006437,0.05025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Harq_ST3,HARQST-3 EMI Gen_20250530_1544,Har,ON,manual,28.83,57661.53,10.96,90.69,1230.46,308.61,1045.39,2468845.0,14.72,29047.06,483.22,966445.1,13.78,1660.01,0.0,29047.06,24.57,27772.46,10.23,13.89,15.96,104.41,0.57,1.47,0.9,0.13,3205.06,94.12,9.7,0.88,1.41,208.09,11.1,0.48,0.11,3.93,4173.96,708.48,1416966.0,14.16,0.81,1118.82,0.06,0.06,0.0,-3.2,-1.32,1.88,-2.17,0.56,-0.38,0.13,-3.93,-0.2136233908355131,0.97,-0.6720505738001169,0.013125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Harq_ST3,HARQST-3 EMI Gen_20251019_1117 – HARQST-3 EMI - GEN HFCT,Har,ON,manual,37.56,75118.86,11.23,98.12,895.59,281.21,783.51,2249706.0,14.63,10048.68,380.67,761342.7,13.54,888.33,0.0,10048.68,16.99,137078.3,11.83,68.54,213.04,2148.84,0.57,1.68,0.98,0.17,3061.35,35.73,5.98,0.99,1.69,52.59,6.33,1.82,0.15,2.83,4389.91,638.08,1276166.0,14.06,0.83,1170.28,0.1,0.09,0.0,-2.83,-1.44,1.4,-1.61,0.57,-0.52,0.17,-2.23,-0.2012466207269757,0.265,-0.0640332999525684,0.01175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
Harq_ST3,HARQST-3 EMI Gen_20250927_1547,Har,ON,manual,38.96,77912.71,11.26,99.46,874.01,294.33,1007.98,2354635.0,14.67,19157.35,362.91,725816.5,13.5,1012.81,0.0,19157.35,17.81,162898.2,12.0,81.45,279.22,2612.17,0.59,1.91,1.07,0.22,3050.13,65.09,8.07,1.07,1.93,106.39,9.04,2.09,0.14,2.88,4594.02,694.0,1388008.0,14.14,0.81,1635.7,0.11,0.1,0.0,-2.88,-1.46,1.42,-1.64,0.53,-0.65,0.22,-2.14,-0.2034346939529051,0.2685,-0.2024202587199622,0.00425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
HARQST3,HARQST3_off_2025-06-21,HAR,OFF,cluster,15.33,30667.52,10.33,75.14,1004.84,111.31,296.51,890467.0,13.7,2881.86,171.17,342337.1,12.74,276.92,0.0,2218.17,16.43,13474.5,9.51,6.74,9.8,93.6,0.57,1.47,0.91,0.13,2992.95,25.89,5.09,0.87,1.39,25.59,4.67,0.44,0.12,3.62,3996.29,251.99,503987.9,13.13,0.83,475.09,0.09,0.09,0.0,-2.8,-1.1,1.7,-1.97,0.57,-0.39,0.13,-3.62,-0.2343434303774236,0.944,-0.2846664357066298,0.04475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.719,1.0,0.719,0.1774432379072063,OFF,0
Harq_ST3,HARQST-3 EMI Gen_20250713_1931,Har,ON,cluster,26.61,53227.73,10.88,70.48,800.1,611.63,4258.09,4893067.0,15.4,159378.9,1641.59,3283185.0,15.0,8333.1,0.0,159378.9,27.53,91197.19,11.42,45.6,120.97,1140.72,0.3,0.45,0.37,-0.27,3041.38,260.58,16.14,0.38,0.47,496.92,19.85,1.71,0.08,4.12,2322.22,732.73,1465457.0,14.2,0.72,1151.94,0.02,0.02,0.0,-3.32,-1.99,1.32,-1.53,1.21,0.81,-0.27,-2.78,-0.2213410898430007,0.656,-0.1697023509607461,0.018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
HARQST3,HARQST3_on_2025-06-17,HAR,ON,cluster,25.12,50244.12,10.82,71.59,893.13,492.2,2598.39,3937622.0,15.19,92321.78,1136.63,2273268.0,14.64,4645.88,0.0,92321.78,30.43,85020.54,11.35,42.51,91.62,838.72,0.39,0.67,0.51,-0.13,3284.7,187.57,13.7,0.53,0.69,343.19,15.04,1.69,0.08,3.81,3029.41,764.54,1529090.0,14.24,0.75,2121.09,0.02,0.02,-0.0001,-3.42,-1.94,1.48,-1.71,0.95,0.4,-0.13,-2.89,-0.2059366652487866,0.2935,-0.1174635092148398,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,2.0,1.457,0.3595755182625864,ON,0
Harq_ST3,HARQST-3 EMI Gen_20250616_1111,Har,ON,manual,25.83,51665.36,10.85,74.53,939.52,349.63,1744.02,2797070.0,14.84,62423.52,863.52,1727047.0,14.36,3304.27,0.0,62423.52,18.43,65984.41,11.1,32.99,66.94,517.23,0.34,0.55,0.44,-0.2,3118.45,178.54,13.36,0.45,0.57,438.92,17.39,1.28,0.1,3.51,2693.38,476.19,952373.5,13.77,0.77,867.78,0.03,0.03,-0.0001,-2.91,-1.67,1.25,-1.44,1.08,0.6,-0.2,-2.67,-0.2083208042759068,0.493,-0.2936662259000219,0.0135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,0.0,0.0,1.0,0.738,0.18213228035538,OFF,0
Harq_ST3,HARQST-3 EMI Gen_20250402_1158,Har,OFF,cluster,34.88,69760.6,11.15,203.52,2798.17,79.33,244.84,634651.4,13.36,3466.96,167.96,335925.5,12.72,286.44,0.0,1902.55,3.09,13194.02,9.49,6.6,10.03,121.5,0.34,0.64,0.5,-0.15,2805.05,43.7,6.61,0.45,0.56,58.35,6.56,0.19,0.13,3.24,2754.52,107.89,215771.2,12.28,0.81,316.67,0.21,0.19,-0.0001,-1.13,-0.26,0.87,-1.0,1.08,0.44,-0.15,-2.79,-0.3036716844459324,0.8995,-0.845495946985596,0.06875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Van_GT4,20250815_1248,Van,OFF,cluster,32.58,65163.98,11.08,51.94,336.9,658.56,2543.48,5268475.0,15.48,34203.88,531.73,1063465.0,13.88,391.35,0.0,3356.68,63.3,14910.98,9.61,7.46,13.53,71.07,0.78,3.88,1.58,0.45,2389.93,51.94,7.21,1.54,3.67,96.67,9.17,0.23,0.06,5.62,5297.53,2062.47,4124935.0,15.23,0.8,4787.31,0.06,0.06,-0.0001,-4.15,-1.37,2.78,-3.21,0.24,-1.36,0.45,-5.62,-0.0671482022409038,0.798,-1.797393251870226,0.093625,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF,0
Van_GT4,20250731_1620,Van,OFF,cluster,34.88,69768.2,11.15,56.57,408.12,632.23,2073.49,5057865.0,15.44,21281.38,562.31,1124623.0,13.93,396.28,0.0,3145.36,54.85,36690.81,10.51,18.35,30.17,202.82,0.76,3.4,1.48,0.41,2476.88,33.66,5.8,1.44,3.23,36.69,5.79,0.53,0.07,4.65,5270.54,1913.39,3826783.0,15.16,0.81,3828.36,0.06,0.06,-0.0001,-4.0,-1.54,2.47,-2.85,0.28,-1.22,0.41,-4.65,-0.0530630039702123,0.7915,-1.643523111567657,0.090875,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF,0
Decatur,20241028_1110,Dec,OFF,cluster,8.73,17464.19,9.77,17.54,235.94,23.68,64.8,189444.9,12.15,931.1,57.78,115554.5,11.66,97.43,0.0,744.24,0.95,39884.46,10.59,19.95,73.19,931.1,0.09,0.14,0.13,-0.65,2254.47,39.31,6.27,0.35,0.42,41.11,5.63,2.28,0.23,1.94,1963.36,8.27,16541.74,9.71,0.84,1.83,0.15,0.14,-0.0002,0.05,-0.67,-0.72,0.83,2.44,1.94,-0.65,0.88,-0.3031406308490731,0.1235,-0.8458709409456763,0.266158269783723,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,0.0,0.0,1.0,0.738,0.18213228035538,OFF,0
Van_GT4,20251021_2227,Van,OFF,cluster,40.52,81043.2,11.3,61.23,358.93,755.47,2701.85,6043773.0,15.61,29413.47,769.68,1539353.0,14.25,466.8,0.0,3253.77,54.14,35675.18,10.48,17.84,30.0,165.03,0.73,2.85,1.35,0.35,2552.74,38.93,6.24,1.32,2.73,58.57,7.19,0.44,0.07,4.81,5040.71,2193.85,4387702.0,15.29,0.8,5084.59,0.05,0.05,-0.0002,-3.99,-1.53,2.46,-2.84,0.32,-1.05,0.35,-4.81,-0.0442978143142537,0.8075,-1.6855642895461576,0.114125,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF,0
Van_GT4,20250619_1227,Van,OFF,cluster,31.02,62046.82,11.04,49.34,277.1,581.85,1688.48,4654182.0,15.35,18268.85,648.58,1297161.0,14.08,558.39,0.0,15586.34,52.84,16241.99,9.7,8.13,12.35,72.67,0.7,2.53,1.26,0.31,2617.89,31.4,5.6,1.23,2.42,43.46,6.11,0.26,0.07,5.31,4857.24,1639.37,3278732.0,15.0,0.83,3054.97,0.05,0.05,-0.0002,-3.97,-1.42,2.55,-2.95,0.35,-0.93,0.31,-5.31,-0.0539074508247289,0.8005,-1.5631038013339291,0.0995124390548818,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF,0
Van_GT4,20250616_1212,Van,OFF,cluster,33.75,67493.47,11.12,57.57,325.81,487.81,1087.68,3902011.0,15.18,14233.46,788.56,1577129.0,14.27,521.32,0.0,3396.2,33.33,7815.77,8.96,3.91,6.07,57.34,0.58,1.43,0.89,0.12,2840.75,29.18,5.4,0.86,1.37,40.44,5.37,0.12,0.08,5.66,4175.78,1124.79,2249573.0,14.63,0.86,1876.18,0.04,0.04,-0.0002,-3.51,-1.13,2.38,-2.75,0.55,-0.36,0.12,-5.66,-0.0373941849393124,0.8005,-1.5663197839949423,0.1390173771721465,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF,0
Van_GT4,20250815_1649,Van,OFF,cluster,33.3,66592.12,11.11,53.63,383.88,521.99,1883.43,4175924.0,15.24,20956.03,556.39,1112772.0,13.92,404.97,0.0,3098.44,44.46,35839.84,10.49,17.92,34.73,243.75,0.71,2.66,1.3,0.33,2599.81,40.15,6.34,1.26,2.54,59.68,7.24,0.54,0.07,4.41,4935.56,1480.36,2960720.0,14.9,0.8,3550.86,0.06,0.06,-0.0002,-3.79,-1.5,2.3,-2.65,0.34,-0.98,0.33,-4.41,-0.0591985255670115,0.784,-1.8099912740927344,0.075375,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF,0
HARQST2,HARQST2_on_2025-06-29,HAR,ON,cluster,84.56,169114.5,12.04,176.76,3950.36,910.18,5619.31,7281418.0,15.8,267354.0,2734.91,5469814.0,15.51,10984.29,0.0,267354.0,7.14,434697.6,12.98,217.35,571.97,4698.24,0.17,0.22,0.2,-0.5,2370.45,293.74,17.14,0.26,0.29,905.72,25.58,2.57,0.14,3.48,1768.28,603.9,1207792.0,14.0,0.77,841.78,0.03,0.03,-0.0003,-1.97,-1.6,0.37,-0.43,1.8,1.51,-0.5,-1.02,-0.131251723345285,0.1985,-0.3658831449776242,0.039375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,0.0,0.0,1.0,0.738,0.18213228035538,OFF,0
Van_GT4,20250726_1621,Van,OFF,cluster,35.14,70285.47,11.16,56.86,404.26,612.78,2471.78,4902272.0,15.41,35300.65,578.0,1155995.0,13.96,371.59,0.0,2807.11,51.98,22751.78,10.03,11.38,18.5,120.31,0.75,3.16,1.43,0.38,2457.88,57.61,7.59,1.39,3.0,73.94,7.99,0.32,0.05,5.08,5116.68,1826.62,3653240.0,15.11,0.78,4703.95,0.06,0.06,-0.0003,-3.95,-1.41,2.55,-2.94,0.29,-1.15,0.38,-5.08,-0.0421548775476767,0.8135,-1.7186129485165038,0.08275,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF,0
HARQST2,HARQST2_off_2025-04-21,HAR,OFF,cluster,22.44,44874.34,10.71,88.49,1584.24,129.38,258.67,1035023.0,13.85,2766.54,312.01,624019.7,13.34,312.13,0.0,2103.32,7.81,15437.54,9.64,7.72,15.8,201.66,0.34,0.56,0.45,-0.19,2761.9,21.38,4.62,0.44,0.55,19.18,3.68,0.34,0.16,3.7,2752.3,175.35,350691.8,12.77,0.87,316.91,0.07,0.07,-0.0003,-2.06,-0.91,1.15,-1.33,1.08,0.58,-0.19,-3.12,-0.1351901106476059,0.823,-1.4911321279955654,0.059125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
AEP_Turk,AEP_Turk_S2,AEP,OFF,cluster,4.7,9394.18,9.15,5.36,34.87,25.93,86.54,207406.4,12.24,1127.46,93.58,187151.4,12.14,154.32,0.0,1127.46,1.02,1283.73,7.16,0.64,1.65,24.9,0.05,0.05,0.05,-0.99,1555.82,43.49,6.59,0.05,0.06,41.56,5.78,0.14,0.12,4.98,789.9,4.79,9577.06,9.17,0.79,0.43,0.05,0.05,-0.0003,-0.02,-0.26,-0.24,0.27,3.08,2.97,-0.99,-2.01,-0.3432093730992053,0.656,-0.6569071062331399,0.283875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.738,0.0,0.0,1.0,0.738,0.18213228035538,OFF,0
