site,spectrum id,org,running state,label source,B2 mean,B2 power,B2 log,B2 std,B2 max,mean power,std power,total power,log total,max power,B1 mean,B1 power,B1 log,B1 std,spectral slope,B1 max,B4 B2 ratio,B3 power,B3 log,B3 mean,B3 std,B3 max,B4 frac,B4 B1 ratio,log B4 B1,band gradient,spectral spread,peak to mean,crest factor,log hi lo,hi lo ratio,spectral kurtosis,spectral skew,B3 B2 ratio,spectral flatness,band range,spectral centroid,B4 mean,B4 power,B4 log,spectral entropy,B4 std,B2 B1 ratio,log B2 B1,spectral slope norm,lr B2 B4,clr B2,clr B4,ilr 3,alr B4,lr B1 B4,band gradient proper,lr B3 B4,ssn_B1,rolloff_norm_B3,curvature_B2,flat_fraction,vote_ssn_B1,wvote_ssn_B1,vote_lr_B2_B4,wvote_lr_B2_B4,vote_spectral_spread,wvote_spectral_spread,vote_rolloff_norm_B3,wvote_rolloff_norm_B3,vote_curvature_B2,wvote_curvature_B2,total_votes,weighted_score,weighted_score_norm,prediction,flat_override
EMSA_GT1_ng,20250105_0031 ng,EMS,OFF,cluster,355.13,710266.7,13.47,1130.79,15418.93,3715.66,28331.12,29721549.0,17.21,568365.3,14472.64,28945284.0,17.18,55267.97,0.0,568365.3,0.03,47461.56,10.77,23.74,112.74,1810.28,0.0,0.0,0.0,-2.45,399.48,152.96,12.37,0.0,0.0,141.06,11.07,0.07,0.01,7.35,424.52,9.27,18536.68,9.83,0.61,22.36,0.02,0.02,-0.0009,3.65,0.66,-2.98,3.45,7.38,7.35,-2.45,0.94,-0.2398751100227503,0.1305,-2.7972454123162733,0.2301537692211526,0.0,0.0,1.0,0.839,1.0,0.811,1.0,0.738,0.0,0.0,3.0,2.388,0.5893385982230998,ON,0
AEP_Turk,AEP_Turk_S1,AEP,ON,cluster,261.15,522295.2,13.17,606.64,4067.29,6860.06,16527.41,54880463.0,17.82,95819.06,26926.68,53853367.0,17.8,23558.42,0.0,95819.06,0.89,38838.66,10.57,19.42,33.39,310.59,0.01,0.01,0.01,-1.58,735.45,13.97,3.74,0.01,0.01,9.94,3.13,0.07,0.02,7.23,893.11,232.98,465962.1,13.05,0.82,570.71,0.01,0.01,-0.0009,0.11,-0.48,-0.59,0.69,4.77,4.75,-1.58,-2.48,0.0187046053275862,0.978,4.196800981939532,0.1845,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.719,2.0,1.664,0.4106614017769003,ON,0
Van_GT1,20250729_0834,Van,OFF,cluster,341.74,683483.7,13.43,1053.89,7911.02,1135.94,5865.93,9086402.0,16.02,72226.96,4195.54,8391088.0,15.94,11133.29,0.0,72226.96,0.02,1147.24,7.05,0.57,1.56,40.04,0.0,0.0,0.0,-2.22,570.82,63.58,7.97,0.0,0.0,87.25,8.91,0.0,0.01,8.9,634.08,5.34,10682.81,9.28,0.71,2.32,0.08,0.08,-0.001,4.16,2.01,-2.15,2.48,6.75,6.67,-2.22,-2.23,-0.2016061655823464,0.73,0.412845039290367,0.2662832854106763,0.0,0.0,1.0,0.839,0.0,0.0,0.0,0.0,1.0,0.719,2.0,1.5579999999999998,0.3845014807502467,ON,0
Van_GT1,20250728_0823,Van,OFF,cluster,377.65,755300.6,13.53,1131.29,9014.73,1297.52,7219.69,10378846.0,16.16,88091.95,4805.94,9611882.0,16.08,13808.82,0.0,88091.95,0.01,1219.48,7.11,0.61,1.79,31.78,0.0,0.0,0.0,-2.27,548.09,67.89,8.24,0.0,0.0,92.43,9.25,0.0,0.01,8.97,637.21,5.22,10444.15,9.25,0.7,1.49,0.08,0.08,-0.001,4.28,2.04,-2.24,2.59,6.9,6.82,-2.27,-2.15,-0.1931792166607106,0.727,0.612224513151392,0.2681585198149768,0.0,0.0,1.0,0.839,0.0,0.0,0.0,0.0,1.0,0.719,2.0,1.5579999999999998,0.3845014807502467,ON,0
Towantic_GT2,20250112_0855 GT2,Tow,OFF,cluster,887.22,1774445.0,14.39,1440.04,18204.81,2543.79,14963.67,20347736.0,16.83,300062.3,9247.07,18494135.0,16.73,28862.2,0.0,300062.3,0.01,64686.18,11.08,32.36,129.25,2131.34,0.0,0.0,0.0,-2.38,729.81,117.96,10.86,0.0,0.0,144.13,10.96,0.04,0.02,7.15,655.29,7.23,14469.51,9.58,0.69,2.36,0.1,0.09,-0.001,4.81,1.44,-3.36,3.89,7.25,7.15,-2.38,1.5,-0.1858668512588611,0.1115,-2.3640118650734667,0.2402800350043755,0.0,0.0,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,2.0,1.577,0.3891905231984205,ON,0
EMSA_GT2_NG,20250112_0855 NG,EMS,OFF,cluster,887.22,1774445.0,14.39,1440.04,18204.81,2543.79,14963.67,20347736.0,16.83,300062.3,9247.07,18494135.0,16.73,28862.2,0.0,300062.3,0.01,64686.18,11.08,32.36,129.25,2131.34,0.0,0.0,0.0,-2.38,729.81,117.96,10.86,0.0,0.0,144.13,10.96,0.04,0.02,7.15,655.29,7.23,14469.51,9.58,0.69,2.36,0.1,0.09,-0.001,4.81,1.44,-3.36,3.89,7.25,7.15,-2.38,1.5,-0.1858668512588611,0.1115,-2.3640118650734667,0.2402800350043755,0.0,0.0,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,2.0,1.577,0.3891905231984205,ON,0
Middletown_GT,20231027_1917,Mid,OFF,cluster,5043.23,10086453.0,16.13,57658.61,1102579.0,4389.27,34652.9,35109799.0,17.37,1102579.0,12504.22,25008439.0,17.03,37059.96,0.0,338499.8,0.0,2530.17,7.84,1.27,3.76,58.82,0.0,0.0,0.0,-2.54,559.9,251.2,15.85,0.0,0.0,461.6,19.01,0.0,0.01,9.2,1510.97,6.19,12377.29,9.42,0.65,0.37,0.4,0.34,-0.0011,6.7,3.52,-3.18,3.67,7.95,7.61,-2.54,-1.59,0.0545361671616112,0.4665,-1.722134061794607,0.248906113264158,1.0,0.945,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,3.0,2.522,0.6224086870681145,ON,0
HARQCT2,HARQCT2_on_2025-04-12,HAR,ON,cluster,39804.15,79608307.0,18.19,103605.7,461168.9,83794.32,206402.3,670000000.0,20.32,1022796.0,294034.9,588000000.0,20.19,315772.4,0.0,1022796.0,0.03,230357.2,12.35,115.18,229.41,2214.82,0.0,0.0,0.0,-1.83,715.84,12.21,3.49,0.0,0.0,8.85,3.06,0.0,0.01,7.84,913.86,1223.08,2446159.0,14.71,0.81,2193.51,0.14,0.13,-0.0011,3.48,1.83,-1.65,1.91,5.61,5.48,-1.83,-2.36,-0.0248317729182565,0.3525,-0.9208031312303296,0.149375,1.0,0.945,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,3.0,2.522,0.6224086870681145,ON,0
Millenium_ST1,ST1 GEN 4/13/2025 4:03:30 PM,Mil,ON,cluster,1724.61,3449222.0,15.05,3372.41,35137.27,1497.99,6339.91,11982385.0,16.3,138154.7,4259.67,8519334.0,15.96,11714.96,0.0,138154.7,0.0,753.72,6.63,0.38,0.07,1.27,0.0,0.0,0.0,-2.16,651.56,92.23,9.6,0.0,0.0,118.03,9.75,0.0,0.02,9.33,1511.73,6.54,13075.67,9.48,0.77,0.29,0.4,0.34,-0.0011,5.58,3.27,-2.3,2.66,6.82,6.48,-2.16,-2.85,0.0090377436409873,0.8395,-2.960674931814894,0.2497812226528316,1.0,0.945,1.0,0.839,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON,0
Millenium_ST1,ST1 GEN 4/13/2025 8:53:48 AM,Mil,ON,manual,1814.1,3628192.0,15.1,3577.71,43519.06,1454.07,5727.33,11631121.0,16.27,97711.82,3994.5,7988991.0,15.89,10373.15,0.0,97711.82,0.0,764.81,6.64,0.38,0.1,1.77,0.0,0.0,0.0,-2.14,674.69,67.2,8.2,0.0,0.0,105.59,9.27,0.0,0.02,9.25,1544.29,6.59,13172.23,9.49,0.78,0.29,0.45,0.37,-0.0011,5.62,3.32,-2.29,2.65,6.78,6.41,-2.14,-2.85,0.0164693570231197,0.837,-2.647717162067544,0.2494061757719715,1.0,0.945,1.0,0.839,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON,0
Har_CT1,20241122_1450,Har,ON,cluster,44305.16,88610321.0,18.3,104953.8,543800.9,165046.4,426751.3,1320000000.0,21.0,2274977.0,614027.2,1230000000.0,20.93,668810.1,0.0,2274977.0,0.03,735064.0,13.51,367.72,834.68,7743.94,0.0,0.0,0.0,-2.03,602.0,13.78,3.71,0.0,0.0,8.5,3.05,0.01,0.01,7.42,808.52,1403.42,2806841.0,14.85,0.8,2447.83,0.07,0.07,-0.0011,3.45,1.4,-2.05,2.37,6.15,6.08,-2.03,-1.34,-0.0289309717804001,0.378,-1.1817579395280595,0.1550193774221777,1.0,0.945,0.0,0.0,0.0,0.0,1.0,0.738,0.0,0.0,2.0,1.6829999999999998,0.415350444225074,ON,0
Prairie_State_2,Neutral_Ground 2/12/24 1305,Pra,ON,manual,3598.84,7197684.0,15.79,8867.15,51749.38,12602.32,28755.47,101000000.0,18.43,157066.8,46523.52,93047036.0,18.35,41066.81,0.0,157066.8,0.01,510299.6,13.14,255.15,460.15,2821.59,0.0,0.0,0.0,-2.43,688.92,12.46,3.53,0.01,0.01,6.47,2.68,0.07,0.02,7.29,1007.31,31.76,63520.23,11.06,0.82,71.63,0.08,0.07,-0.0012,4.73,1.2,-3.53,4.07,7.37,7.29,-2.43,2.08,0.0545540787389819,0.663,-0.4415473973668983,0.206375,1.0,0.945,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,3.0,2.522,0.6224086870681145,ON,0
HARQCT3,HARQCT3_on_2025-07-04,HAR,ON,cluster,33836.34,67672688.0,18.03,103511.4,662210.7,183319.5,522016.7,1470000000.0,21.11,2843129.0,698230.6,1400000000.0,21.06,851494.3,0.0,2843129.0,0.02,1097535.0,13.91,548.77,749.04,4785.94,0.0,0.0,0.0,-2.32,470.56,15.51,3.94,0.0,0.0,11.64,3.49,0.02,0.01,7.15,764.32,662.13,1324267.0,14.1,0.79,766.41,0.05,0.05,-0.0012,3.93,1.26,-2.68,3.09,7.01,6.96,-2.32,-0.19,-0.0602481083828606,0.375,0.9976307014544054,0.146125,1.0,0.945,1.0,0.839,1.0,0.811,1.0,0.738,1.0,0.719,5.0,4.052,1.0,ON,0
Van_GT3,20250718_1616,Van,OFF,cluster,698.45,1396910.0,14.15,1968.17,22799.71,31784.48,109773.1,254000000.0,19.35,1021396.0,126070.2,252000000.0,19.35,190638.4,0.0,1021396.0,0.52,10169.03,9.23,5.08,7.93,45.47,0.0,0.0,0.0,-1.95,546.86,32.14,5.67,0.0,0.0,35.62,5.63,0.01,0.0,10.12,846.15,364.24,728471.1,13.5,0.77,600.05,0.01,0.01,-0.0012,0.65,0.09,-0.56,0.64,5.86,5.85,-1.95,-4.27,-0.0779988644900729,0.975,-0.3864186137185978,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF,0
Van_GT3,20250919_1653,Van,OFF,cluster,910.18,1820366.0,14.41,2675.25,30500.0,25385.67,86514.4,203000000.0,19.13,897455.6,100296.6,201000000.0,19.12,149829.6,0.0,897455.6,0.36,11086.63,9.31,5.54,10.33,96.4,0.0,0.0,0.0,-1.91,583.77,35.35,5.95,0.0,0.0,49.29,6.42,0.01,0.01,9.8,950.46,330.35,660697.2,13.4,0.78,538.13,0.01,0.01,-0.0012,1.01,0.35,-0.66,0.76,5.73,5.72,-1.91,-4.09,-0.0436276840158157,0.9775,0.6198347276755493,0.01775,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.719,2.0,1.664,0.4106614017769003,ON,0
Prairie_State_2,Neutral_Ground 2/11 1404,Pra,ON,cluster,5575.0,11150001.0,16.23,11992.45,62581.16,14239.43,30735.04,114000000.0,18.55,257259.0,50821.02,102000000.0,18.44,42785.2,0.0,257259.0,0.02,853021.5,13.66,426.51,948.95,7957.81,0.0,0.0,0.0,-1.98,778.79,18.07,4.25,0.01,0.01,6.06,2.55,0.08,0.03,5.93,1095.93,135.17,270339.1,12.51,0.83,515.56,0.11,0.1,-0.0012,3.72,1.02,-2.7,3.12,6.04,5.93,-1.98,1.15,0.0585839494483157,0.3565,-1.0787292875019892,0.200375,1.0,0.945,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,3.0,2.522,0.6224086870681145,ON,0
Towantic_STG,20241225_1644 STG,Tow,ON,manual,1533.54,3067082.0,14.94,5474.61,38819.76,3032.19,5948.39,24257479.0,17.0,38819.76,10581.96,21163914.0,16.87,5831.68,0.0,26041.55,0.01,2129.84,7.66,1.06,1.59,21.3,0.0,0.0,0.0,-2.26,581.84,12.8,3.58,0.0,0.0,6.17,2.38,0.0,0.01,9.2,1335.96,12.18,24353.44,10.1,0.84,17.8,0.14,0.14,-0.0012,4.84,2.54,-2.29,2.65,6.9,6.77,-2.26,-2.44,0.07294790445322,0.7985,-0.5612678955710804,0.38075,1.0,0.945,1.0,0.839,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON,0
SQN2,SQN NG Unit 2 20250525_0833,SQN,OFF,cluster,13.51,6752.95,8.82,13.51,92.59,41.46,124.48,82915.77,11.33,1490.97,132.19,66094.0,11.1,223.11,0.0,1490.97,1.31,1250.35,7.13,2.5,4.2,27.76,0.11,0.13,0.13,-0.67,519.33,35.96,6.0,0.13,0.14,49.91,6.28,0.19,0.19,3.97,324.11,17.64,8818.47,9.08,0.79,30.06,0.1,0.1,-0.0012,-0.27,-0.22,0.05,-0.06,2.24,2.01,-0.67,-1.95,-0.2811151179388141,0.722,-0.7939465556111891,0.115,0.0,0.0,0.0,0.0,1.0,0.811,1.0,0.738,0.0,0.0,2.0,1.549,0.3822803553800593,ON,0
Van_GT3,20250711_1633,Van,OFF,cluster,956.77,1913538.0,14.46,3005.11,49418.02,33427.03,109117.0,267000000.0,19.4,1172415.0,132356.3,265000000.0,19.39,185904.2,0.0,1172415.0,0.39,11289.03,9.33,5.65,10.41,58.69,0.0,0.0,0.0,-1.96,552.87,35.07,5.92,0.0,0.0,36.95,5.65,0.01,0.0,10.06,859.47,372.67,745333.4,13.52,0.78,618.33,0.01,0.01,-0.0012,0.94,0.29,-0.66,0.76,5.88,5.87,-1.96,-4.19,-0.0632009953751997,0.9795,-0.0473022073253391,0.0273784223027878,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.719,2.0,1.664,0.4106614017769003,ON,0
Har_CT1,20241207_1844,Har,ON,cluster,38155.8,76311601.0,18.15,74919.15,397457.3,182246.4,519405.5,1460000000.0,21.1,2877664.0,688868.0,1380000000.0,21.04,854523.7,0.0,2877664.0,0.02,2311052.0,14.65,1156.1,3210.21,28349.77,0.0,0.0,0.0,-2.29,519.65,15.79,3.97,0.0,0.0,12.24,3.56,0.03,0.02,6.87,778.19,714.98,1429950.0,14.17,0.79,900.9,0.06,0.05,-0.0012,3.98,1.15,-2.83,3.27,6.93,6.87,-2.29,0.48,-0.0548305547743942,0.215,-0.2156195328991208,0.1202650331291411,1.0,0.945,1.0,0.839,1.0,0.811,1.0,0.738,1.0,0.719,5.0,4.052,1.0,ON,0
HARQCT1,HARQCT1_on_2025-01-11,HAR,ON,cluster,48355.64,96711283.0,18.39,105546.2,500176.4,213021.3,601394.3,1700000000.0,21.26,3452086.0,800963.7,1600000000.0,21.19,986489.4,0.0,3452086.0,0.02,3970708.0,15.19,1985.35,4979.96,43972.71,0.0,0.0,0.0,-2.31,539.93,16.21,4.03,0.0,0.0,13.01,3.64,0.04,0.02,6.93,806.28,780.41,1560811.0,14.26,0.8,910.57,0.06,0.06,-0.0012,4.13,1.13,-3.0,3.46,7.0,6.93,-2.31,0.93,-0.0503090051521462,0.198,1.7790488503875117,0.11025,1.0,0.945,1.0,0.839,1.0,0.811,1.0,0.738,1.0,0.719,5.0,4.052,1.0,ON,0
Towantic_STG,20250121_1828 STG,Tow,ON,manual,2239.94,4479875.0,15.32,7709.2,51921.74,3486.5,7157.44,27891957.0,17.14,51921.74,11693.69,23387371.0,16.97,7235.1,0.0,29919.25,0.0,2486.29,7.82,1.24,2.01,20.77,0.0,0.0,0.0,-2.32,567.38,14.89,3.86,0.0,0.0,8.72,2.71,0.0,0.01,9.15,1416.25,11.11,22224.42,10.01,0.84,16.44,0.19,0.18,-0.0012,5.31,2.79,-2.52,2.91,7.13,6.96,-2.32,-2.19,0.0860013472666406,0.839,-1.4283309918402507,0.398625,1.0,0.945,1.0,0.839,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON,0
Millenium_GT1,GT1 Gen 4/13/2025 8:10:02 AM,Mil,ON,manual,2165.16,4330326.0,15.28,9100.83,223697.2,2945.71,8740.76,23562703.0,16.98,223697.2,9605.88,19211763.0,16.77,12668.22,0.0,58260.1,0.0,5372.86,8.59,2.69,6.14,154.61,0.0,0.0,0.0,-2.38,825.62,75.94,8.71,0.0,0.0,91.3,6.97,0.0,0.02,8.18,994.8,7.62,15241.03,9.63,0.81,4.61,0.23,0.2,-0.0012,5.65,2.71,-2.94,3.39,7.34,7.14,-2.38,-1.04,-0.0672151588289873,0.6375,-2.0202110307258385,0.2621577697212151,1.0,0.945,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,3.0,2.522,0.6224086870681145,ON,0
Har_CT1,20250115_1947,Har,ON,cluster,42773.56,85547128.0,18.26,99565.29,512867.5,205694.7,584952.4,1650000000.0,21.22,3300591.0,778670.4,1560000000.0,21.17,958985.3,0.0,3300591.0,0.02,1165574.0,13.97,583.08,1251.67,10004.14,0.0,0.0,0.0,-2.36,495.96,16.05,4.01,0.0,0.0,12.72,3.61,0.01,0.01,7.2,782.19,649.38,1298764.0,14.08,0.79,812.11,0.05,0.05,-0.0013,4.19,1.4,-2.79,3.22,7.14,7.09,-2.36,-0.11,-0.0537180600748279,0.2625,1.0868015096352222,0.1426428303537942,1.0,0.945,1.0,0.839,1.0,0.811,1.0,0.738,1.0,0.719,5.0,4.052,1.0,ON,0
Van_GT2,20250617_1226,Van,ON,manual,691.0,1381995.0,14.14,2536.8,19768.81,27941.99,94719.37,224000000.0,19.22,1112260.0,110942.6,222000000.0,19.22,163370.6,0.0,1112260.0,0.17,981.96,6.89,0.49,0.37,3.32,0.0,0.0,0.0,-2.28,487.23,39.81,6.31,0.0,0.0,39.77,5.84,0.0,0.0,12.33,897.12,119.88,239764.8,12.39,0.77,177.15,0.01,0.01,-0.0013,1.75,0.98,-0.77,0.89,6.84,6.83,-2.28,-5.5,-0.0683888174682707,0.9225,1.7875671861911944,0.0473809226153269,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,3.0,2.475,0.6108094768015796,ON,0
Van_GT3,20250803_1606,Van,OFF,cluster,1194.9,2389794.0,14.69,2600.07,16898.18,28857.21,94766.77,231000000.0,19.26,990959.2,113959.4,228000000.0,19.24,162045.4,0.0,990959.2,0.23,11010.69,9.31,5.51,10.34,83.66,0.0,0.0,0.0,-2.02,543.27,34.34,5.86,0.0,0.0,48.26,6.29,0.0,0.01,9.94,912.27,269.04,538081.6,13.2,0.78,458.63,0.01,0.01,-0.0013,1.49,0.58,-0.91,1.05,6.06,6.05,-2.02,-3.89,-0.0649277231237822,0.9795,0.0327701742051661,0.03425,1.0,0.945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.719,2.0,1.664,0.4106614017769003,ON,0
Van_GT3,20250923_1622,Van,OFF,cluster,779.58,1559161.0,14.26,2733.16,42487.59,33232.7,107296.4,266000000.0,19.4,1330951.0,131900.3,264000000.0,19.39,181828.9,0.0,1330951.0,0.32,7721.43,8.95,3.86,6.75,40.23,0.0,0.0,0.0,-2.09,520.94,40.05,6.33,0.0,0.0,35.75,5.54,0.0,0.0,10.44,851.39,247.06,494124.1,13.11,0.78,418.73,0.01,0.01,-0.0013,1.15,0.33,-0.82,0.94,6.29,6.28,-2.09,-4.16,-0.0616124073628797,0.9805,-0.2567359831063701,0.0175,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,3.0,2.475,0.6108094768015796,ON,0
Van_GT2,20250617_1629,Van,ON,manual,458.66,917326.2,13.73,1604.95,11653.87,30093.14,92636.36,241000000.0,19.3,925586.3,119758.7,240000000.0,19.29,153618.4,0.0,925586.3,0.3,1053.84,6.96,0.53,0.59,14.02,0.0,0.0,0.0,-2.25,493.35,30.76,5.55,0.0,0.0,33.42,5.25,0.0,0.0,12.33,863.58,139.57,279147.2,12.54,0.79,214.8,0.0,0.0,-0.0013,1.19,0.6,-0.59,0.68,6.76,6.75,-2.25,-5.58,-0.0723742362918818,0.9155,1.3297989408827635,0.0493811726465808,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,3.0,2.475,0.6108094768015796,ON,0
Van_GT2,20250718_1648,Van,ON,manual,635.07,1270136.0,14.05,2045.7,16307.67,28369.6,85561.19,227000000.0,19.24,839628.7,112715.6,225000000.0,19.23,140686.7,0.0,839628.7,0.2,1175.93,7.07,0.59,0.66,4.17,0.0,0.0,0.0,-2.26,504.33,29.6,5.44,0.0,0.0,34.75,5.33,0.0,0.0,12.16,875.06,127.13,254251.5,12.45,0.79,207.4,0.01,0.01,-0.0013,1.61,0.85,-0.75,0.87,6.79,6.79,-2.26,-5.38,-0.066867721701292,0.9335,1.1511560047371423,0.018,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,3.0,2.475,0.6108094768015796,ON,0
Har_CT1,20250116_1516,Har,ON,cluster,53871.46,108000000.0,18.5,117377.2,541144.5,232302.8,647074.3,1860000000.0,21.34,3657512.0,874112.1,1750000000.0,21.28,1053530.0,0.0,3657512.0,0.01,1035882.0,13.85,517.94,1030.66,8580.22,0.0,0.0,0.0,-2.37,510.71,15.74,3.97,0.0,0.0,12.92,3.62,0.01,0.01,7.43,809.61,709.92,1419835.0,14.17,0.8,954.76,0.06,0.06,-0.0013,4.33,1.55,-2.78,3.21,7.18,7.12,-2.37,-0.32,-0.0447388728445675,0.2725,0.6836016988249196,0.117375,1.0,0.945,1.0,0.839,1.0,0.811,1.0,0.738,1.0,0.719,5.0,4.052,1.0,ON,0
Har_CT1,20241124_1450,Har,ON,cluster,57844.22,116000000.0,18.57,105348.9,476501.7,244277.9,681721.7,1950000000.0,21.39,3807684.0,917929.3,1840000000.0,21.33,1113715.0,0.0,3807684.0,0.01,922652.8,13.74,461.56,805.79,6667.37,0.0,0.0,0.0,-2.37,516.34,15.59,3.95,0.0,0.0,13.0,3.64,0.01,0.01,7.6,808.85,754.59,1509173.0,14.23,0.8,879.66,0.06,0.06,-0.0013,4.34,1.6,-2.74,3.16,7.17,7.1,-2.37,-0.49,-0.0486406612561267,0.298,-2.146151754378573,0.1457682210276284,1.0,0.945,1.0,0.839,1.0,0.811,1.0,0.738,0.0,0.0,4.0,3.333,0.8225567620927937,ON,0
Towantic_STG,20240620_0516 STG,Tow,ON,manual,3238.62,6477233.0,15.68,12147.58,83711.01,4550.1,9514.7,36396206.0,17.41,83711.01,14951.14,29902270.0,17.21,7955.3,0.0,32764.21,0.0,1494.57,7.31,0.75,0.6,5.13,0.0,0.0,0.0,-2.53,566.18,18.4,4.29,0.0,0.0,17.05,3.34,0.0,0.01,9.9,1408.19,7.6,15208.82,9.63,0.84,1.23,0.22,0.2,-0.0013,6.05,3.22,-2.83,3.27,7.78,7.58,-2.53,-2.32,0.0903178206327063,0.7565,-1.146737398136175,0.4471808976122015,1.0,0.945,1.0,0.839,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON,1
Van_GT3,20250730_1613,Van,OFF,cluster,1348.15,2696291.0,14.81,3106.67,36742.59,32205.96,106416.5,258000000.0,19.37,981916.8,127269.6,255000000.0,19.35,182311.9,0.0,981916.8,0.15,9087.77,9.11,4.54,7.97,54.12,0.0,0.0,0.0,-2.15,518.88,30.49,5.52,0.0,0.0,37.71,5.72,0.0,0.0,10.24,876.14,201.56,403111.1,12.91,0.78,322.81,0.01,0.01,-0.0013,1.9,0.76,-1.14,1.32,6.46,6.45,-2.15,-3.79,-0.0596064467591547,0.977,0.1144986819546206,0.03,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,3.0,2.475,0.6108094768015796,ON,0
Van_GT3,20250814_1247,Van,OFF,cluster,1133.87,2267741.0,14.63,3001.01,56305.36,28196.38,92680.24,226000000.0,19.23,974508.9,111475.7,223000000.0,19.22,158434.2,0.0,974508.9,0.15,14156.23,9.56,7.08,11.38,76.76,0.0,0.0,0.0,-2.16,507.6,34.56,5.88,0.0,0.0,48.45,6.3,0.01,0.01,9.66,918.65,168.84,337675.4,12.73,0.78,306.94,0.01,0.01,-0.0013,1.9,0.6,-1.31,1.51,6.5,6.49,-2.16,-3.17,-0.0581493703444104,0.9625,-0.0318928079972329,0.043375,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,3.0,2.475,0.6108094768015796,ON,0
GAPAC_TG4,TG4_20250914_0136,GAP,ON,manual,3413.16,6826324.0,15.74,5483.68,39264.22,17813.84,57428.26,143000000.0,18.77,364388.9,67722.93,135000000.0,18.72,99162.38,0.0,364388.9,0.01,172003.3,12.06,86.0,213.8,1645.43,0.0,0.0,0.0,-2.54,593.0,20.46,4.52,0.0,0.0,13.81,3.73,0.03,0.01,7.62,493.67,33.28,66557.8,11.11,0.76,64.17,0.05,0.05,-0.0013,4.63,1.33,-3.3,3.81,7.67,7.62,-2.54,0.95,-0.2310778510869471,0.209,-3.2228919767457613,0.345375,0.0,0.0,1.0,0.839,0.0,0.0,1.0,0.738,0.0,0.0,2.0,1.577,0.3891905231984205,ON,0
OPPD_NC1,20251025_0505,OPP,ON,cluster,19532.79,9766393.0,16.09,78731.01,515881.8,14593.1,52809.82,29186193.0,17.19,1162693.0,24639.04,12319520.0,16.33,26324.94,0.0,111705.1,0.47,2465258.0,14.72,4930.52,62341.13,1162693.0,0.16,0.38,0.32,-0.33,555.1,79.67,8.93,0.28,0.32,163.06,10.88,0.25,0.15,1.61,615.44,9270.05,4635023.0,15.35,0.79,11423.42,0.79,0.58,-0.0013,0.75,0.47,-0.27,0.32,1.84,0.98,-0.33,-0.63,-0.0560650855281927,0.144,2.739433109897479,0.0,1.0,0.945,0.0,0.0,0.0,0.0,1.0,0.738,1.0,0.719,3.0,2.402,0.5927936821322803,ON,0
Van_GT2,20250728_1654,Van,ON,manual,931.44,1862887.0,14.44,2481.92,17864.03,26700.07,86693.56,214000000.0,19.18,1483356.0,105784.3,212000000.0,19.17,147367.9,0.0,1483356.0,0.09,1225.58,7.11,0.61,0.62,6.08,0.0,0.0,0.0,-2.38,499.03,55.56,7.45,0.0,0.0,49.12,6.05,0.0,0.0,12.06,828.98,83.9,167799.5,12.03,0.78,134.33,0.01,0.01,-0.0013,2.41,1.25,-1.16,1.34,7.15,7.14,-2.38,-4.92,-0.0638883195510018,0.9305,0.5029671146959037,0.02275,1.0,0.945,0.0,0.0,1.0,0.811,0.0,0.0,1.0,0.719,3.0,2.475,0.6108094768015796,ON,0
