site,spectrum_id,org,true_label,label_source,cv_fold,total_power,mean_power,max_power,std_power,B1_power,B1_mean,B1_max,B1_std,B2_power,B2_mean,B2_max,B2_std,B3_power,B3_mean,B3_max,B3_std,B4_power,B4_mean,B4_max,B4_std,B1_frac,B2_frac,B3_frac,B4_frac,log_total,B1_log,B2_log,B3_log,B4_log,B2_B1_ratio,B3_B1_ratio,B4_B1_ratio,B4_B2_ratio,B3_B2_ratio,hi_lo_ratio,log_B2_B1,log_B4_B1,log_hi_lo,spectral_centroid,spectral_spread,spectral_skew,spectral_kurtosis,spectral_entropy,spectral_flatness,peak_freq_mhz,peak_to_mean,spectral_slope,rolloff_freq_mhz,crest_factor,amplitude_cv,band_gradient,band_range,LogReg_L1__all__pred,LogReg_L1__all__correct,LogReg_L1__all__prob_ON,LogReg_L2__all__pred,LogReg_L2__all__correct,LogReg_L2__all__prob_ON,LogReg_EN__all__pred,LogReg_EN__all__correct,LogReg_EN__all__prob_ON,LinearSVM__all__pred,LinearSVM__all__correct,LinearSVM__all__prob_ON,RBF_SVM__all__pred,RBF_SVM__all__correct,RBF_SVM__all__prob_ON,Ridge__all__pred,Ridge__all__correct,Ridge__all__decision,LogReg_L1__rfecv__pred,LogReg_L1__rfecv__correct,LogReg_L1__rfecv__prob_ON,LogReg_L2__rfecv__pred,LogReg_L2__rfecv__correct,LogReg_L2__rfecv__prob_ON,LogReg_EN__rfecv__pred,LogReg_EN__rfecv__correct,LogReg_EN__rfecv__prob_ON,LinearSVM__rfecv__pred,LinearSVM__rfecv__correct,LinearSVM__rfecv__prob_ON,RBF_SVM__rfecv__pred,RBF_SVM__rfecv__correct,RBF_SVM__rfecv__prob_ON,Ridge__rfecv__pred,Ridge__rfecv__correct,Ridge__rfecv__decision,LogReg_L1__si__pred,LogReg_L1__si__correct,LogReg_L1__si__prob_ON,LogReg_L2__si__pred,LogReg_L2__si__correct,LogReg_L2__si__prob_ON,LogReg_EN__si__pred,LogReg_EN__si__correct,LogReg_EN__si__prob_ON,LinearSVM__si__pred,LinearSVM__si__correct,LinearSVM__si__prob_ON,RBF_SVM__si__pred,RBF_SVM__si__correct,RBF_SVM__si__prob_ON,Ridge__si__pred,Ridge__si__correct,Ridge__si__decision,log_lr_B1_B2,log_lr_B1_B3,log_lr_B1_B4,log_lr_B2_B3,log_lr_B2_B4,log_lr_B3_B4,log_alr_B1,log_alr_B2,log_alr_B3,log_alr_B4,log_clr_B1,log_clr_B2,log_clr_B3,log_clr_B4,log_band_gradient_proper,log_band_range_proper,log_spectral_slope_norm,log_ilr_1,log_ilr_2,log_ilr_3
Van_GT1,20250728_1224,Van,ON,cluster,2,4939068650.486419,617460.7639062906,7377027.332798004,1240212.274913864,4888626900.284242,2444313.450142121,7377027.332798004,1299540.3285903456,50315411.02958252,25157.70551479126,930990.8325939776,111674.48604629638,2108.479196407814,1.0547669816947545,274.1010647598923,9.082234230085174,124230.69339770133,62.11534669885066,1160.2120665507537,148.32872634127455,0.9897871939485576,0.010187226497576,4.2689813517780577e-07,2.5152655731048927e-05,22.320442618284066,22.310177303718863,17.733821990316986,7.654196369656469,11.729903596264313,0.0102923401715637,4.313029485406668e-07,2.541218545241775e-05,0.0024690386276415,4.190523645266675e-05,2.55802081965402e-05,0.0102397346862581,2.541186256830313e-05,2.5579881028593847e-05,747.7069738634705,556.4633663544048,2.186314847836891,4.299073697547893,0.83432049943827,0.0003238520226245,0.05322,11.947362106262643,-0.0019553608390685,0.226155,3.4564956395545483,1.7336201109591374,-3.526757902484852,14.6559809340624,ON,1,0.9877,ON,1,0.9787,ON,1,0.5247,ON,1,0.6768,ON,1,0.6665,ON,1,1.1801,ON,1,0.9927,ON,1,0.9967,ON,1,0.8934,ON,1,0.8836,ON,1,0.6207,ON,1,0.8001,ON,1,0.9613,ON,1,0.9978,ON,1,0.5005,ON,1,0.6599,ON,1,0.6828,ON,1,0.5076,4.576355333071952,14.656455096912813,10.58028175675812,10.080099763840861,6.003926423686169,-4.076173340154693,0.010265314567284634,4.586620647639236,14.666720411480098,10.590547071325405,7.453273046685721,2.8769177136137696,-7.203182050227092,-3.127008710072399,-3.52676058558604,14.656455096912813,-0.0019841644587189544,3.2359718891343987,10.09865623386825,3.610758641037209
Van_GT1,20250728_1625,Van,ON,cluster,2,3576941907.084403,447173.6350899366,5735104.692678988,1011092.671772947,3550595985.497916,1775297.9927489578,5735104.692678988,1316448.413604309,25788022.225590777,12894.011112795388,509451.52183521166,59944.0124114553,3007.550387612598,1.504527457535067,18.73214181134267,2.172628436281084,554891.8105084131,277.44590525420654,4744.427746033529,679.0692493491177,0.9926345123094376,0.0072095166473113,8.408161121252537e-07,0.0001551302271388,21.997774056690076,21.99038130986341,17.06542072604784,8.009213642937171,13.22653023985668,0.0072630122748179,8.470550859339282e-07,0.0001562813152425,0.0215174240837183,0.0001166258645701,0.0001559953740121,0.0072367636207352,0.0001562691045899,0.000155983207999,638.2889879456336,512.1742650109237,2.6119921754598603,6.122026628008179,0.8192880692986161,0.0005653839948579,0.05997,12.825229938982268,-0.0017329715162943,0.199155,3.5812330193633635,1.8129335033425031,-2.921283690002244,13.98116766692624,ON,1,0.9701,ON,1,0.9913,ON,1,0.5183,ON,1,0.6768,ON,1,0.6665,ON,1,0.9456,ON,1,0.976,ON,1,0.9873,ON,1,0.8215,ON,1,0.8396,ON,1,0.6215,ON,1,0.6615,ON,1,0.9199,ON,1,0.9929,ON,1,0.5004,ON,1,0.6507,ON,1,0.6828,ON,1,0.3473,4.924960622311623,13.98150010788735,8.763852871876573,9.056539485575726,3.8388922495649496,-5.217647236010777,0.007392746828735142,4.932353369140358,13.988892854716084,8.771245618705308,6.917578400518886,1.9926177782072632,-7.063921707368463,-1.8462744713576864,-2.921284290625524,13.98150010788735,-0.0017589709352539408,3.482473053113268,9.40524027967009,2.1318941260725883
Van_GT1,20250729_0834,Van,OFF,cluster,2,9086401.942158276,1135.942235549228,72226.95617729425,5865.9315313979005,8391088.212597784,4195.544106298892,72226.95617729425,11133.289224528851,683483.6810427719,341.74184052138594,7911.022964834759,1053.8865042142588,1147.234744596998,0.5739043244607294,40.03786403447975,1.5552653768824685,10682.81377312526,5.341406886562631,44.63803239151298,2.3202923321415527,0.9234775509616808,0.0752204982119055,0.000126258419108,0.0011756924073059,16.022289671903266,15.942680892734408,13.434959522375255,7.045981037332319,9.276485143632906,0.0814535211316878,0.0001367206154351,0.0012731142257669,0.0156299470922424,0.0016785108063516,0.0013036481121507,0.0783059891875962,0.0012723045030245,0.0013027991007452,634.0770068854433,570.8228526862898,8.91024319095863,87.24640591848063,0.7121611772618945,0.0114207574229992,0.10749,63.58330020396341,-0.0009114588522588,0.120855,7.973913731887981,2.1825661188346013,-2.2220652497005,8.896699855402087,OFF,1,0.1553,OFF,1,0.2098,OFF,1,0.4983,OFF,1,0.6765,ON,0,0.6665,OFF,1,-0.4473,OFF,1,0.2113,OFF,1,0.07,OFF,1,0.392,OFF,1,0.3573,ON,0,0.6239,OFF,1,-0.1594,OFF,1,0.4539,ON,0,0.6102,OFF,1,0.5,OFF,1,0.6193,ON,0,0.6828,OFF,1,-0.1404,2.5077227142767526,8.897571017739615,6.666289233843042,6.389848303462863,4.158566519566289,-2.2312817838965735,0.0796087882883505,2.587331502565103,8.977179806027966,6.745898022131392,4.517895741464853,2.0101730271881006,-4.379675276274762,-2.1483934923781884,-2.2220964112810138,8.897571017739615,-0.0009975543670240825,1.7732277366006268,6.241062803485141,2.4807511222995746
Van_GT1,20250729_1236,Van,ON,cluster,2,3916026222.9496455,489564.47342788416,6455555.713584483,1121131.6611784166,3863983980.076288,1931991.990038144,6455555.713584483,1496379.689228477,52030893.17666786,26015.446588333933,911943.5143934228,115186.67098388208,1182.677060409343,0.5916343473783607,22.10346051167312,1.2523466051546657,10167.01962967977,5.083509814839885,13.618762720001598,1.2487907026073568,0.9867104457655654,0.0132866559656173,3.020094843794285e-07,2.5962593330189e-06,22.088343258208607,22.0749646076039,17.767348218909085,7.076381025207428,9.227002743402416,0.0134656078919976,3.060771127694977e-07,2.631227169186927e-06,0.00019540351912,2.273028557079752e-05,2.898277217384811e-06,0.0133757523351308,2.6312237075147915e-06,2.898273017387512e-06,661.0221036343211,486.7308661243603,2.4740806688443837,5.217149958146276,0.8144890415890378,0.0002363589970902,0.106005,13.18632389393636,-0.0020063245275576,0.17931,3.631297825011409,1.8690945338858629,-4.282653954733828,14.99858358239647,ON,1,0.9879,ON,1,0.9995,ON,1,0.5206,ON,1,0.6769,ON,1,0.6665,ON,1,1.1581,ON,1,0.9868,ON,1,0.9924,ON,1,0.8452,ON,1,0.8579,ON,1,0.6213,ON,1,0.7791,ON,1,0.9674,ON,1,0.9985,ON,1,0.5002,ON,1,0.6651,ON,1,0.6828,ON,1,0.5961,4.307616407655363,14.999428764226547,12.84806021634692,10.691812356571184,8.540443808691556,-2.1513685478796276,0.013378650608149911,4.320995058263513,15.012807414834697,12.86143886695507,8.038776347057208,3.731159939401845,-6.960652417169339,-4.809283869289711,-4.282686738782306,14.999428764226547,-0.002049570851379148,3.045944772603543,10.488405267460573,5.553282673087479
Van_GT1,20250729_1637,Van,ON,cluster,2,3991380567.106236,498984.9440062803,6924112.548173964,1215236.0616847628,3969902056.63214,1984951.0283160696,6924112.548173964,1720362.3789971226,21032931.93507497,10516.465967537484,446324.62969614565,49871.93581086455,4135.095690746228,2.0685821364413344,34.20893769190661,3.4031526200503697,441443.4433304663,220.72172166523316,6339.0666272128,769.9822256150509,0.9946187766079976,0.005269588199234,1.0360063695314791e-06,0.0001105991863989,22.10740301504572,22.10200726071956,16.861600002294864,8.32750755198113,12.997807454937032,0.0052980984505492,1.0416115137747828e-06,0.0001111975653386,0.0209882029140352,0.0001966010113811,0.0001116476565761,0.0052841129030768,0.0001111913833476,0.0001116414244403,573.5614362249131,472.3247335924849,2.8320036556768016,7.228851993277619,0.8080333294547563,0.0004547919496249,0.05133,13.8763957336693,-0.0017684912930189,0.175935,3.725103452746698,1.8952211113108224,-3.034733268594175,13.774499708738428,ON,1,0.9693,ON,1,0.9926,ON,1,0.5205,ON,1,0.6767,ON,1,0.6665,ON,1,0.9857,ON,1,0.9764,ON,1,0.9875,ON,1,0.8446,ON,1,0.8287,ON,1,0.6213,ON,1,0.6002,ON,1,0.9179,ON,1,0.992,ON,1,0.5005,ON,1,0.6512,ON,1,0.6828,ON,1,0.329,5.240407305717287,13.774741511621933,9.104202070823913,8.534334205904646,3.8637947651066256,-4.67053944079802,0.005395754327519597,5.245803060044807,13.780137265949453,9.109597825151432,7.029837722040783,1.789430416323496,-6.74490378958115,-2.0743643487831296,-3.034734023607971,13.774741511621933,-0.0017926418224264822,3.705527542052219,9.107642023509102,2.3952696303346057
Van_GT1,20251001_1626,Van,ON,cluster,2,3977494971.241574,497249.0275336384,8093274.870896339,1222547.713508977,3956587777.570298,1978293.8887851492,8093274.870896339,1746574.511056621,20689359.229803685,10344.679614901845,474502.26433807984,48690.931871613946,7461.189488422437,3.732460974698568,51.3704112341884,6.962507847310334,210373.2519828502,105.1866259914251,957.0726128749412,159.8633997104913,0.994743627880754,0.0052016053771013,1.8758513945005516e-06,5.289089075005977e-05,22.10391805412553,22.09864781868181,16.845130127532848,8.917604147243521,12.25664337584971,0.0052290914274897,1.8857636700794436e-06,5.3170374021636966e-05,0.010168185957146,0.0003606293170101,5.476974170488159e-05,0.0052154672031489,5.316896052740396e-05,5.476824189734084e-05,574.3850477189812,475.49539440425286,2.9577807906054385,8.337171308002299,0.8074535117315916,0.00053899389184,0.049035,16.276099947422896,-0.0017628458826923,0.17715,4.0343648753451,1.8960433646834505,-3.2806681476107005,13.18104367143829,ON,1,0.9679,ON,1,0.9805,ON,1,0.52,ON,1,0.6767,ON,1,0.6665,ON,1,0.9817,ON,1,0.9764,ON,1,0.9881,ON,1,0.8448,ON,1,0.8305,ON,1,0.6213,ON,1,0.597,ON,1,0.9031,ON,1,0.9873,ON,1,0.5005,ON,1,0.6503,ON,1,0.6828,ON,1,0.3456,5.253517739230244,13.181177689091673,9.842009196024074,7.927659949861429,4.588491456793831,-3.339168493067598,0.005270235445046012,5.25878797467529,13.186447924536719,9.84727943146912,7.069176156086497,1.8156584168562535,-6.112001533005175,-2.772833039937577,-3.280669732008025,13.181177689091673,-0.0017850412553358779,3.714798018493526,8.617646879781852,3.2017918040516973
Van_GT1,20251001_1726,Van,ON,cluster,2,4021407800.251708,502675.9750314634,8484429.725254118,1224255.363458258,3999038690.4588704,1999519.3452294352,8484429.725254118,1733462.7731523411,22224226.69318121,11112.113346590604,497020.4388532378,53320.07607850712,2639.696471269047,1.3198482356345234,57.62501967134108,4.155231408223495,142243.40318467232,71.12170159233617,615.9538023057539,103.99745593157527,0.994437492812483,0.0055264792324195,6.564110387172928e-07,3.537154405871721e-05,22.114897877588216,22.109319842047825,16.916693589297303,7.878797976221976,11.865302006291328,0.0055573922668477,6.600827537795474e-07,3.5569399096849086e-05,0.0064003758217742,0.0001187756275037,3.602925315774945e-05,0.0055420069376632,3.556876652077322e-05,3.602860411979742e-05,578.467451904882,478.2401847927061,2.913728904665008,8.048910679775778,0.808757547376102,0.0004285717483767,0.05511,16.878526419972747,-0.0018194759707295,0.180525,4.108348381036835,1.8909998140427169,-3.414672611918833,14.23052186582585,ON,1,0.9734,ON,1,0.9933,ON,1,0.5202,ON,1,0.6767,ON,1,0.6665,ON,1,0.9776,ON,1,0.9775,ON,1,0.9879,ON,1,0.8462,ON,1,0.8304,ON,1,0.6212,ON,1,0.6116,ON,1,0.9168,ON,1,0.9922,ON,1,0.5005,ON,1,0.6505,ON,1,0.6828,ON,1,0.3669,5.192626297496403,14.230900625271419,10.244024865684727,9.038274327775015,5.051398568188324,-3.9868757595866917,0.005578035541780935,5.198204333038184,14.2364786608132,10.249602901226508,7.416887947113137,2.224261649616734,-6.8140126781582815,-2.8271369185715898,-3.4146749552282425,14.230900625271419,-0.0018486844627720834,3.671741267127302,9.499600895085747,3.2644965219464717
Van_GT1,20251001_1826,Van,ON,cluster,2,4061093740.413675,507636.7175517093,7933093.080288172,1235090.7398861416,4037873800.0340095,2018936.9000170047,7933093.080288172,1747399.5659250226,22694702.28264346,11347.35114132173,527818.5679972172,54186.971921208205,12927.813566147788,6.463906783073894,60.77040447378954,11.87774220954154,512310.2834558977,256.15514172794883,3319.282703970108,430.91671778071657,0.9942823431656862,0.0055883226867675,3.1833329621273218e-06,0.0001261508145841,22.124718168716758,22.11898410350916,16.937642119658285,9.46721370933063,13.146687694779216,0.0056204585399504,3.201638834289199e-06,0.0001268762494388,0.0225740032662901,0.0005696401479579,0.0001293508770317,0.0056047226970855,0.0001268682013282,0.0001293425119283,579.7797454409099,484.1490852431294,2.9304292025888774,8.250221067871799,0.8091855955476288,0.0006342530639355,0.05484,15.627500545171031,-0.0016491542126682,0.1812,3.953163359281608,1.8774398568360795,-2.990765469576647,12.651770394178524,ON,1,0.9666,ON,1,0.9668,ON,1,0.5209,ON,1,0.6767,ON,1,0.6665,ON,1,0.9876,ON,1,0.9796,ON,1,0.9907,ON,1,0.8516,ON,1,0.8415,ON,1,0.6212,ON,1,0.6187,ON,1,0.8752,ON,1,0.9797,ON,1,0.5005,ON,1,0.6474,ON,1,0.6828,ON,1,0.3033,5.181342027666361,12.65184774353995,8.972298360422458,7.470505715873589,3.790956332756098,-3.6795493831174912,0.005734065209011874,5.1870760928753725,12.657581808748962,8.97803242563147,6.701372032907193,1.520030005240832,-5.950475710632757,-2.270926327515266,-2.9907661201408193,12.65184774353995,-0.0016673906277759449,3.66376208340974,8.214916399915177,2.6222398530014943
Van_GT1,20251001_1926,Van,ON,cluster,2,4060571303.994557,507571.4129993196,8047470.531134665,1226275.480485323,4037175082.0990376,2018587.5410495189,8047470.531134665,1722709.3117162534,23008002.193213675,11504.001096606838,464478.6883367449,54457.99538392245,10645.054203039988,5.322527101519994,47.952860523965,9.356017721581212,377574.64810228994,188.78732405114496,2010.8821984084932,297.86125477299635,0.9942381945435848,0.0056661982934715,2.621565638452894e-06,9.298559730520031e-05,22.124589516176453,22.118811047482687,16.951352678290004,9.272944605119328,12.841526219919304,0.0056990350245724,2.636758125809429e-06,9.352446708998772e-05,0.0164105794554227,0.0004626674716755,9.56163045472621e-05,0.0056828569615953,9.35200939496771e-05,9.561173359978354e-05,585.5425070097996,487.2134509190121,2.90926230442875,8.093080189617961,0.8102764318539804,0.0005946368233768,0.05052,15.854853770390436,-0.0016989870122681,0.184035,3.981815386276213,1.8727919870218608,-3.092428275854461,12.84586644236336,ON,1,0.9685,ON,1,0.9657,ON,1,0.5206,ON,1,0.6767,ON,1,0.6665,ON,1,0.9813,ON,1,0.9796,ON,1,0.9904,ON,1,0.851,ON,1,0.8408,ON,1,0.6212,ON,1,0.6224,ON,1,0.889,ON,1,0.9835,ON,1,0.5005,ON,1,0.6486,ON,1,0.6828,ON,1,0.323,5.1674584124081235,12.845960378042486,9.27728747579508,7.6785019656343625,4.109829063386956,-3.568672902247407,0.00577846869519405,5.173236881103318,12.85173884673768,9.283065944490273,6.822676566561423,1.6552181541532995,-6.023283811481063,-2.454610909233656,-3.09242915859836,12.845960378042486,-0.0017185824617477405,3.6539448849132556,8.379076664496004,2.834340538403687
Van_GT1,20251001_2027,Van,ON,cluster,2,4066960371.1639714,508370.0463954964,7603892.422119141,1218532.965333606,4042085912.969949,2021042.9564849744,7603892.422119141,1698515.8515997531,24472355.896958686,12236.177948479342,531383.7814474441,57707.72682686799,8644.820961942667,4.3224104809713335,34.45361266881832,7.304562678157217,393457.4761016984,196.7287380508492,1974.1883159673307,303.40364507027675,0.993883771681084,0.0060173578455485,2.1256221288107865e-06,9.6744851238639e-05,22.12616172007285,22.120026711013665,17.013054748596637,9.064831357396084,12.8827308167523,0.0060543878640564,2.138702924201536e-06,9.734020616414928e-05,0.0160776297042402,0.0003532484162269,9.888024970454474e-05,0.0060361336993275,9.733546891369536e-05,9.887536137489078e-05,591.2215478890222,490.2800964549545,2.8774864461191445,7.886862894583064,0.8114499999599855,0.0006224278706484,0.049845,14.957396636629417,-0.0017102557330317,0.18552,3.867479364731662,1.8626788319145209,-3.079098631420455,13.05519535361758,ON,1,0.9704,ON,1,0.977,ON,1,0.5206,ON,1,0.6767,ON,1,0.6665,ON,1,1.0061,ON,1,0.9804,ON,1,0.9906,ON,1,0.8511,ON,1,0.8427,ON,1,0.6212,ON,1,0.6366,ON,1,0.9001,ON,1,0.9871,ON,1,0.5005,ON,1,0.6499,ON,1,0.6828,ON,1,0.3353,5.1069720030320624,13.055311022875737,9.237298435581456,7.948339019843674,4.130326432549394,-3.8180125872942803,0.0061350090606993035,5.113107012092762,13.061446031936436,9.243433444642156,6.849895365372314,1.7429233623402514,-6.205415657503423,-2.3874030702091424,-3.079099478527152,13.055311022875737,-0.0017300238149981087,3.6111745346738173,8.574704223441444,2.7567356104987764
Van_GT1,20251001_2127,Van,ON,cluster,2,3950883458.471478,493860.4323089348,7016968.1796655655,1140592.764980923,3924106560.501896,1962053.280250948,7016968.1796655655,1525092.425673437,26447517.941482343,13223.758970741172,523982.3796995916,60539.24069261644,9343.646760394282,4.671823380197141,53.2111684346828,8.078385958475343,320036.3813386689,160.01819066933447,2010.3413369279008,232.2949031592576,0.9932225543347358,0.0066940769626534,2.364951246628055e-06,8.10037513641278e-05,22.097205051476823,22.09040453462685,17.0906729100346,9.142558919324433,12.676193084636711,0.0067397552879144,2.3810889475945373e-06,8.155649608499316e-05,0.0121008096883332,0.0003532901189846,8.337565353082002e-05,0.0067171446737263,8.155317053477858e-05,8.337217797420237e-05,621.320881758887,502.87413883961307,2.7088121013066804,6.7524502639811725,0.8165285439936792,0.000649975432289,0.05376,14.208403266605684,-0.0017344108463186,0.19416,3.769403569081141,1.8298144940176253,-3.1380704833300457,12.947845615302418,ON,1,0.9712,ON,1,0.9695,ON,1,0.5198,ON,1,0.6767,ON,1,0.6665,ON,1,1.0081,ON,1,0.9808,ON,1,0.991,ON,1,0.8456,ON,1,0.8482,ON,1,0.6213,ON,1,0.6601,ON,1,0.91,ON,1,0.9885,ON,1,0.5005,ON,1,0.6516,ON,1,0.6828,ON,1,0.3656,4.999731662148147,12.947952633914742,9.414214574375176,7.948220971766595,4.4144829122270295,-3.5337380595395658,0.00680051685169758,5.006532178999844,12.95475315076644,9.421015091226874,6.840474717609515,1.8407430554613686,-6.107477916305227,-2.573739856765661,-3.1380715247917252,12.947952633914742,-0.0017552701527229668,3.5353441624180433,8.530827151755505,2.971898798255446
Van_GT1,20251001_2227,Van,ON,cluster,2,4849130247.570982,606141.2809463728,5062122.077365875,1177774.9890293796,4807476700.647573,2403738.350323787,5062122.077365875,1109817.0150001307,41585586.82945155,20792.793414725777,732473.7480790764,90335.46008127854,1644.5219875469234,0.8222609937734616,22.09210940628168,1.306975751626103,66315.57196916941,33.157785984584706,856.0501736153528,93.23535484940246,0.9914100993793116,0.0085758857168834,3.391375161289377e-07,1.3675766288684055e-05,22.30206519562267,22.293438189164316,17.543264218797656,7.405812930522576,11.1021950992267,0.0086501899892411,3.420759142369642e-07,1.379425759052282e-05,0.0015946768345758,3.954547988684888e-05,1.401510022509446e-05,0.0086129914581326,1.3794162450626504e-05,1.401500201449492e-05,766.2322479069517,518.5972712072543,1.8092500614711704,1.9143780388383729,0.8358610075789258,0.0002614443344805,0.10317,8.351389744421212,-0.0019522683820417,0.220215,2.8898771157990555,1.738415008028299,-3.7304143633125375,14.887625258641735,ON,1,0.9843,ON,1,0.9614,ON,1,0.5218,ON,1,0.6768,ON,1,0.6665,ON,1,1.194,ON,1,0.9913,ON,1,0.996,ON,1,0.8889,ON,1,0.8771,ON,1,0.6207,ON,1,0.7633,ON,1,0.9686,ON,1,0.9985,ON,1,0.5002,ON,1,0.6645,ON,1,0.6828,ON,1,0.5826,4.750173994205436,14.88823315306265,11.191258169030442,10.138059158857214,6.441084174825006,-3.6969749840322086,0.008627006460148579,4.758801000665585,14.896860159522799,11.199885175490591,7.707416329074633,2.9572423348691963,-7.180816823988018,-3.4838418399558098,-3.7304193896768134,14.88823315306265,-0.0019794821682063302,3.3588802431186524,10.216941052990201,4.022794048225135
Van_GT1,20251001_2327,Van,ON,cluster,2,4848154848.230328,606019.3560287909,5231138.434057295,1179856.2315552486,4806475613.713406,2403237.806856703,5231138.434057295,1119367.5796428756,41567061.81691527,20783.53090845764,927957.4496418572,91175.80731581784,2222.4965548759624,1.1112482774379813,40.19155706501465,1.9232032940903252,109950.2034515171,54.97510172575855,1421.5230458986623,165.5304759064511,0.9914030727520728,0.0085737900537743,4.584211157544231e-07,2.267877303705576e-05,22.301864026051167,22.29322993205946,17.542818652415857,7.706836260534647,11.607791941366544,0.0086481374623684,4.623963031321607e-07,2.287543145705702e-05,0.0026451281049355,5.346773280885318e-05,2.313772949494976e-05,0.0086109565316721,2.2875169818364903e-05,2.313746182181556e-05,764.2266768605313,518.8270230988936,1.8220979015867045,1.979478467529522,0.8356767604664463,0.0003050030926358,0.074145,8.63196592982877,-0.0019294526040639,0.219675,2.938020750407756,1.7373111350841253,-3.561812663564305,14.586393671524814,ON,1,0.9836,ON,1,0.9603,ON,1,0.5224,ON,1,0.6768,ON,1,0.6665,ON,1,1.2114,ON,1,0.9913,ON,1,0.996,ON,1,0.889,ON,1,0.8775,ON,1,0.6207,ON,1,0.7634,ON,1,0.9646,ON,1,0.998,ON,1,0.5004,ON,1,0.6627,ON,1,0.6828,ON,1,0.5475,4.75041130349306,14.586843514576557,10.685447085469873,9.836432211083498,5.935035781976813,-3.9013964291066836,0.00863409399349635,4.759045397486556,14.595477608570054,10.69408117946337,7.505675475884873,2.755264172391813,-7.0811680386916835,-3.179771609585,-3.561815695156625,14.586843514576557,-0.001954543464941022,3.359048046125169,9.97076056252828,3.6716839895108584
Van_GT1,20251002_0028,Van,ON,cluster,2,4842453200.035642,605306.6500044552,5272478.156341612,1180721.9286282929,4801128374.197935,2400564.1870989674,5272478.156341612,1127310.77303311,41171359.661235936,20585.679830617966,815813.3718982339,89665.07280852024,2363.969372369628,1.181984686184814,23.546519867441248,1.7687360349524806,151102.20709824457,75.55110354912229,1994.2866232164813,237.794765501545,0.9914661383124151,0.0085021698631868,4.881759874008134e-07,3.120364841050656e-05,22.30068728898306,22.29211680539995,17.533253443023515,7.7685203504699265,11.925718373040512,0.0085753507201552,4.923778720589922e-07,3.147222805169989e-05,0.0036700805691512,5.741781160060445e-05,3.1692828801472426e-05,0.0085387912582939,3.147173281152147e-05,3.169232659438459e-05,764.2030494034516,517.0723176795155,1.8353022762453828,2.050215914173041,0.8355007159880873,0.0002912915969858,0.10857,8.710424966094134,-0.0019024661574752,0.21927,2.9513429089300853,1.7384899962001754,-3.455466144119812,14.523596454930022,ON,1,0.9829,ON,1,0.945,ON,1,0.522,ON,1,0.6768,ON,1,0.6665,ON,1,1.1775,ON,1,0.9912,ON,1,0.996,ON,1,0.8887,ON,1,0.8772,ON,1,0.6207,ON,1,0.7614,ON,1,0.9608,ON,1,0.9976,ON,1,0.5001,ON,1,0.6611,ON,1,0.6828,ON,1,0.5254,4.758863386456881,14.524019382599972,10.366405050166271,9.765155996143092,5.607541663709391,-4.157614332433701,0.008570483584890098,4.767433870041771,14.532589866184862,10.374975533751162,7.41232195480578,2.653458568348899,-7.1116974277941924,-2.9540830953604917,-3.455468350055424,14.524019382599972,-0.0019262910893890872,3.3650245713040383,9.916014325148808,3.4110813406298046
Van_GT1,20251002_0128,Van,ON,cluster,2,4887802390.147531,610975.2987684413,5369580.805993617,1191167.737311266,4844074737.838793,2422037.3689193963,5369580.805993617,1136950.859285314,43563022.88976381,21781.511444881904,897410.3394180574,96378.41201760166,2641.3300496695388,1.320665024834769,28.83862977294848,2.0404488276685044,161988.08892406998,80.99404446203499,2153.681307963576,253.93760215436595,0.991053719275378,0.0089125990399233,5.403921514899489e-07,3.314129254705418e-05,22.31000863065552,22.3010220916757,17.589719272576577,7.879416401454589,11.995284259625697,0.0089930534203936,5.452702925983302e-07,3.344046029239047e-05,0.0037184767763701,6.063238669991661e-05,3.368281919263993e-05,0.0089528567297288,3.3439901172662964e-05,3.368225193922331e-05,764.4756425016726,518.6300419151555,1.835341121109356,2.0497098945874983,0.8356083847442753,0.000313088166687,0.086295,8.7885399243099,-0.0019040620483741,0.21981,2.9645471701944044,1.7368994025152524,-3.435245944016669,14.421605690221114,ON,1,0.9836,ON,1,0.9487,ON,1,0.5228,ON,1,0.6768,ON,1,0.6665,ON,1,1.1956,ON,1,0.9918,ON,1,0.9963,ON,1,0.8909,ON,1,0.8795,ON,1,0.6207,ON,1,0.7722,ON,1,0.9609,ON,1,0.9976,ON,1,0.5003,ON,1,0.6612,ON,1,0.6828,ON,1,0.5229,4.711302841847935,14.42198421550384,10.30574400511791,9.710681373655905,5.594441163269975,-4.1162402103859295,0.00898653898166657,4.720289380829602,14.430970754485507,10.314730544099577,7.359757765617422,2.6484549237694868,-7.062226449886418,-2.9459862395004883,-3.4352480017059706,14.42198421550384,-0.001927437551877399,3.3313941876941278,9.852119471110559,3.4017318968090793
