site,spectrum_id,running_state,label_source,ssn_B1,lr_B2_B4,spectral_spread,rolloff_norm_B3,curvature_B2,flat_fraction,flat_override,vote_ssn_B1,vote_lr_B2_B4,vote_spectral_spread,vote_rolloff_norm_B3,vote_curvature_B2,total_votes,weighted_score,weighted_score_norm,prediction
Van_GT4,20251021_2227,OFF,cluster,-0.0442978143142537,-3.99,2552.74,0.8075,-1.6855642895461576,0.114125,0,1.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF
Van_GT4,20250619_1227,OFF,cluster,-0.0539074508247289,-3.97,2617.89,0.8005,-1.5631038013339291,0.0995124390548818,0,1.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF
Van_GT4,20250616_1212,OFF,cluster,-0.0373941849393124,-3.51,2840.75,0.8005,-1.5663197839949423,0.1390173771721465,0,1.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF
Van_GT4,20250815_1649,OFF,cluster,-0.0591985255670115,-3.79,2599.81,0.784,-1.8099912740927344,0.075375,0,1.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF
HARQST2,HARQST2_on_2025-06-29,ON,cluster,-0.131251723345285,-1.97,2370.45,0.1985,-0.3658831449776242,0.039375,0,0.0,0.0,0.0,1.0,0.0,1.0,0.738,0.18213228035538,OFF
Van_GT4,20250726_1621,OFF,cluster,-0.0421548775476767,-3.95,2457.88,0.8135,-1.7186129485165038,0.08275,0,1.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF
HARQST2,HARQST2_off_2025-04-21,OFF,cluster,-0.1351901106476059,-2.06,2761.9,0.823,-1.4911321279955654,0.059125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
AEP_Turk,AEP_Turk_S2,OFF,cluster,-0.3432093730992053,-0.02,1555.82,0.656,-0.6569071062331399,0.283875,0,0.0,0.0,0.0,1.0,0.0,1.0,0.738,0.18213228035538,OFF
HARQST1,HARQST1_on_2025-07-04,ON,cluster,-0.08887569433691,-1.3,2463.61,0.5715,0.6089577449555814,0.004125,0,0.0,0.0,0.0,1.0,1.0,2.0,1.457,0.3595755182625864,ON
HARQST1,HARQST1_off_2025-04-21,OFF,cluster,-0.1348718506938644,-3.92,2020.52,0.9575,-0.5531347857744213,0.03225,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
Harq_ST1,20250525_1140,OFF,cluster,-0.1787127026547172,-3.52,2043.41,0.9635,-0.8086031938576924,0.0405050631328916,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
Harq_ST1,20251118_1033,OFF,cluster,-0.1704343354984987,-3.3,1980.96,0.9115,-0.9450212588611172,0.032625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
Harq_ST1,20250220_1443,OFF,cluster,-0.1432496038934055,-3.77,1858.51,0.9415,-0.3674899659086356,0.049131141392674,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
Van_GT4,20250804_1627,OFF,cluster,-0.0605287922429174,-2.93,3119.14,0.7925,-1.752706401519838,0.085,0,1.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF
Harq_ST1,20250817_1151,ON,cluster,-0.0871829959968997,-0.36,2241.53,0.6355,-0.6186818801386111,0.0082510313789223,0,0.0,0.0,0.0,1.0,0.0,1.0,0.738,0.18213228035538,OFF
Van_GT4,20250726_1219,OFF,cluster,-0.2749589619912058,-1.04,2440.44,0.801,-2.351915761531473,0.0317539692461557,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
Harq_ST1,20250629_1937,ON,cluster,-0.1025540176391017,-0.74,1999.53,0.544,0.4575552865405415,0.0125015626953369,0,0.0,0.0,0.0,1.0,1.0,2.0,1.457,0.3595755182625864,ON
Harq_ST1,20251011_19121,ON,cluster,-0.0770562761016099,0.17,2178.23,0.6615,-1.4526549852172266,0.021125,0,0.0,0.0,0.0,1.0,0.0,1.0,0.738,0.18213228035538,OFF
HARQCT1,HARQCT1_off_2025-01-30,OFF,cluster,0.0472836407546867,0.88,1836.54,0.8305,-0.880311781456323,0.021625,0,1.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF
HARQCT2,HARQCT2_off_2025-01-30,OFF,cluster,-0.0570451442285713,0.6,2193.62,0.8405,-2.5079685174625133,0.006375,0,1.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF
Har_CT1,20241220_1026,OFF,cluster,0.0469020627750865,0.71,1970.09,0.8035,-0.9030952788313134,0.0306288286035754,0,1.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF
Harq_ST1,20250511_1129,ON,cluster,-0.0947796673971331,-0.39,2066.97,0.6575,-1.2481023707219436,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.738,0.18213228035538,OFF
Harq_ST1,20250307_1027,ON,cluster,-0.0925228920238976,-0.25,2082.24,0.5645,-0.242360471916833,0.0038754844355544,0,0.0,0.0,0.0,1.0,1.0,2.0,1.457,0.3595755182625864,ON
Middletown_ST,20231118_1908,OFF,cluster,-0.3273783556236622,4.79,991.52,0.2375,-5.341078679847705,0.3170396299537442,0,0.0,1.0,0.0,1.0,0.0,2.0,1.577,0.3891905231984205,ON
Harq_ST1,20251020_1923,ON,cluster,-0.1058403773735052,0.15,2024.88,0.576,-0.3434565361624185,0.005,0,0.0,0.0,0.0,1.0,0.0,1.0,0.738,0.18213228035538,OFF
Harq_ST1,20250927_1933,ON,cluster,-0.0630978426769383,0.27,2046.36,0.7255,-0.6973416760565302,0.0075009376172021,0,1.0,0.0,0.0,1.0,0.0,2.0,1.6829999999999998,0.415350444225074,ON
Van_GT4,20250731_0815,OFF,cluster,-0.2803819589310031,-0.34,2010.55,0.8055,-2.395714779656011,0.04325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
Van_GT4,20250616_0812,OFF,cluster,-0.3007164587354261,-0.12,1678.63,0.8025,-2.1803775612963068,0.0425053131641455,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
HARQCT3,HARQCT3_off_2025-04-30,OFF,cluster,-0.1376579257623464,0.39,1929.98,0.801,0.6875974856950018,0.009375,0,0.0,0.0,0.0,0.0,1.0,1.0,0.719,0.1774432379072063,OFF
OPPD_NC1,20251022_0829,OFF,cluster,-0.491935677685206,-2.72,482.74,0.848,0.0212665854447107,0.3025,0,0.0,0.0,1.0,0.0,1.0,2.0,1.53,0.3775913129318855,ON
Van_GT4,20251021_1825,OFF,cluster,-0.0583403993944572,-2.48,2818.55,0.846,-1.7047234104290951,0.1155,0,1.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF
Van_GT4,20250619_0826,OFF,cluster,-0.3151370315130695,0.46,1367.54,0.808,-2.2932034696331205,0.0418802350293786,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
Van_GT4,20250815_0847,OFF,cluster,-0.3034525577554706,0.95,1247.21,0.823,-2.4955124771058643,0.0665,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
Van_GT4,20250903_0814,OFF,cluster,-0.2994396842225826,0.63,1404.55,0.8255,-2.4487701117030087,0.086125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
Van_GT4,20250804_0825,OFF,cluster,-0.2936535306967308,0.97,1329.93,0.8275,-2.209351792236932,0.087125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
SQN2,SQN NG Unit 2 20250528_1705,OFF,cluster,-0.4000157334843287,-1.17,595.38,0.748,-0.3125450430346751,0.141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
VAN1,VAN1_off_2025-09-20,OFF,cluster,-0.3455908305761748,-0.62,620.39,0.821,-1.416465711613653,0.105875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
VAN1,VAN1_off_2025-09-15,OFF,cluster,-0.3605907105675467,-0.17,509.01,0.8105,-1.264106766701184,0.132625,0,0.0,0.0,1.0,0.0,0.0,1.0,0.811,0.2001480750246792,OFF
Van_GT4,20250619_1628,OFF,cluster,-0.0369547378639107,0.37,1147.44,0.7955,-1.4638812494843887,0.1063882985373171,0,1.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF
VAN1,VAN1_off_2025-09-23,OFF,cluster,-0.3521646689660554,-0.6,544.1,0.7505,-0.881620635952836,0.09775,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
Van_GT4,20250804_1226,OFF,cluster,-0.0774682463225509,1.35,1072.13,0.8235,-1.771531496363966,0.112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
VAN1,VAN1_off_2025-09-26,OFF,cluster,-0.3629108957384195,0.67,355.05,0.766,-0.7401875511335267,0.156625,0,0.0,0.0,1.0,0.0,0.0,1.0,0.811,0.2001480750246792,OFF
Van_GT4,20250616_1613,OFF,cluster,-0.0168603691712992,0.8,969.15,0.807,-1.5290898327937672,0.1447680960120015,0,1.0,0.0,0.0,0.0,0.0,1.0,0.945,0.233218163869694,OFF
VAN1,VAN1_off_2025-09-17,OFF,cluster,-0.3693078221181416,1.48,340.13,0.7305,-0.7730515473774283,0.22575,0,0.0,0.0,1.0,0.0,0.0,1.0,0.811,0.2001480750246792,OFF
Middletown_GT,20250731_1622,OFF,cluster,-0.0096004630297793,7.05,558.14,0.03,-1.060747087463011,0.2487810976372046,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
Towantic_GT1,20250105_0031 GT1,OFF,cluster,-0.2398751100227503,3.65,399.48,0.1305,-2.7972454123162733,0.2301537692211526,0,0.0,1.0,1.0,1.0,0.0,3.0,2.388,0.5893385982230998,ON
EMSA_GT1_ng,20250105_0031 ng,OFF,cluster,-0.2398751100227503,3.65,399.48,0.1305,-2.7972454123162733,0.2301537692211526,0,0.0,1.0,1.0,1.0,0.0,3.0,2.388,0.5893385982230998,ON
AEP_Turk,AEP_Turk_S1,ON,cluster,0.0187046053275862,0.11,735.45,0.978,4.196800981939532,0.1845,0,1.0,0.0,0.0,0.0,1.0,2.0,1.664,0.4106614017769003,ON
Van_GT1,20250729_0834,OFF,cluster,-0.2016061655823464,4.16,570.82,0.73,0.412845039290367,0.2662832854106763,0,0.0,1.0,0.0,0.0,1.0,2.0,1.5579999999999998,0.3845014807502467,ON
Van_GT1,20250728_0823,OFF,cluster,-0.1931792166607106,4.28,548.09,0.727,0.612224513151392,0.2681585198149768,0,0.0,1.0,0.0,0.0,1.0,2.0,1.5579999999999998,0.3845014807502467,ON
Towantic_GT2,20250112_0855 GT2,OFF,cluster,-0.1858668512588611,4.81,729.81,0.1115,-2.3640118650734667,0.2402800350043755,0,0.0,1.0,0.0,1.0,0.0,2.0,1.577,0.3891905231984205,ON
EMSA_GT2_NG,20250112_0855 NG,OFF,cluster,-0.1858668512588611,4.81,729.81,0.1115,-2.3640118650734667,0.2402800350043755,0,0.0,1.0,0.0,1.0,0.0,2.0,1.577,0.3891905231984205,ON
Middletown_GT,20231027_1917,OFF,cluster,0.0545361671616112,6.7,559.9,0.4665,-1.722134061794607,0.248906113264158,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
HARQCT2,HARQCT2_on_2025-04-12,ON,cluster,-0.0248317729182565,3.48,715.84,0.3525,-0.9208031312303296,0.149375,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
Millenium_ST1,ST1 GEN 4/13/2025 4:03:30 PM,ON,cluster,0.0090377436409873,5.58,651.56,0.8395,-2.960674931814894,0.2497812226528316,0,1.0,1.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON
Millenium_ST1,ST1 GEN 4/13/2025 8:53:48 AM,ON,manual,0.0164693570231197,5.62,674.69,0.837,-2.647717162067544,0.2494061757719715,0,1.0,1.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON
Har_CT1,20241122_1450,ON,cluster,-0.0289309717804001,3.45,602.0,0.378,-1.1817579395280595,0.1550193774221777,0,1.0,0.0,0.0,1.0,0.0,2.0,1.6829999999999998,0.415350444225074,ON
Prairie_State_2,Neutral_Ground 2/12/24 1305,ON,manual,0.0545540787389819,4.73,688.92,0.663,-0.4415473973668983,0.206375,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
HARQCT3,HARQCT3_on_2025-07-04,ON,cluster,-0.0602481083828606,3.93,470.56,0.375,0.9976307014544054,0.146125,0,1.0,1.0,1.0,1.0,1.0,5.0,4.052,1.0,ON
Van_GT3,20250718_1616,OFF,cluster,-0.0779988644900729,0.65,546.86,0.975,-0.3864186137185978,0.0125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OFF
Van_GT3,20250919_1653,OFF,cluster,-0.0436276840158157,1.01,583.77,0.9775,0.6198347276755493,0.01775,0,1.0,0.0,0.0,0.0,1.0,2.0,1.664,0.4106614017769003,ON
Prairie_State_2,Neutral_Ground 2/11 1404,ON,cluster,0.0585839494483157,3.72,778.79,0.3565,-1.0787292875019892,0.200375,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
Towantic_STG,20241225_1644 STG,ON,manual,0.07294790445322,4.84,581.84,0.7985,-0.5612678955710804,0.38075,0,1.0,1.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON
SQN2,SQN NG Unit 2 20250525_0833,OFF,cluster,-0.2811151179388141,-0.27,519.33,0.722,-0.7939465556111891,0.115,0,0.0,0.0,1.0,1.0,0.0,2.0,1.549,0.3822803553800593,ON
Van_GT3,20250711_1633,OFF,cluster,-0.0632009953751997,0.94,552.87,0.9795,-0.0473022073253391,0.0273784223027878,0,1.0,0.0,0.0,0.0,1.0,2.0,1.664,0.4106614017769003,ON
Har_CT1,20241207_1844,ON,cluster,-0.0548305547743942,3.98,519.65,0.215,-0.2156195328991208,0.1202650331291411,0,1.0,1.0,1.0,1.0,1.0,5.0,4.052,1.0,ON
HARQCT1,HARQCT1_on_2025-01-11,ON,cluster,-0.0503090051521462,4.13,539.93,0.198,1.7790488503875117,0.11025,0,1.0,1.0,1.0,1.0,1.0,5.0,4.052,1.0,ON
Towantic_STG,20250121_1828 STG,ON,manual,0.0860013472666406,5.31,567.38,0.839,-1.4283309918402507,0.398625,0,1.0,1.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON
Millenium_GT1,GT1 Gen 4/13/2025 8:10:02 AM,ON,manual,-0.0672151588289873,5.65,825.62,0.6375,-2.0202110307258385,0.2621577697212151,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
Har_CT1,20250115_1947,ON,cluster,-0.0537180600748279,4.19,495.96,0.2625,1.0868015096352222,0.1426428303537942,0,1.0,1.0,1.0,1.0,1.0,5.0,4.052,1.0,ON
Van_GT2,20250617_1226,ON,manual,-0.0683888174682707,1.75,487.23,0.9225,1.7875671861911944,0.0473809226153269,0,1.0,0.0,1.0,0.0,1.0,3.0,2.475,0.6108094768015796,ON
Van_GT3,20250803_1606,OFF,cluster,-0.0649277231237822,1.49,543.27,0.9795,0.0327701742051661,0.03425,0,1.0,0.0,0.0,0.0,1.0,2.0,1.664,0.4106614017769003,ON
Van_GT3,20250923_1622,OFF,cluster,-0.0616124073628797,1.15,520.94,0.9805,-0.2567359831063701,0.0175,0,1.0,0.0,1.0,0.0,1.0,3.0,2.475,0.6108094768015796,ON
Van_GT2,20250617_1629,ON,manual,-0.0723742362918818,1.19,493.35,0.9155,1.3297989408827635,0.0493811726465808,0,1.0,0.0,1.0,0.0,1.0,3.0,2.475,0.6108094768015796,ON
Van_GT2,20250718_1648,ON,manual,-0.066867721701292,1.61,504.33,0.9335,1.1511560047371423,0.018,0,1.0,0.0,1.0,0.0,1.0,3.0,2.475,0.6108094768015796,ON
Har_CT1,20250116_1516,ON,cluster,-0.0447388728445675,4.33,510.71,0.2725,0.6836016988249196,0.117375,0,1.0,1.0,1.0,1.0,1.0,5.0,4.052,1.0,ON
Har_CT1,20241124_1450,ON,cluster,-0.0486406612561267,4.34,516.34,0.298,-2.146151754378573,0.1457682210276284,0,1.0,1.0,1.0,1.0,0.0,4.0,3.333,0.8225567620927937,ON
Towantic_STG,20240620_0516 STG,ON,manual,0.0903178206327063,6.05,566.18,0.7565,-1.146737398136175,0.4471808976122015,1,1.0,1.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON
Van_GT3,20250730_1613,OFF,cluster,-0.0596064467591547,1.9,518.88,0.977,0.1144986819546206,0.03,0,1.0,0.0,1.0,0.0,1.0,3.0,2.475,0.6108094768015796,ON
Van_GT3,20250814_1247,OFF,cluster,-0.0581493703444104,1.9,507.6,0.9625,-0.0318928079972329,0.043375,0,1.0,0.0,1.0,0.0,1.0,3.0,2.475,0.6108094768015796,ON
GAPAC_TG4,TG4_20250914_0136,ON,manual,-0.2310778510869471,4.63,593.0,0.209,-3.2228919767457613,0.345375,0,0.0,1.0,0.0,1.0,0.0,2.0,1.577,0.3891905231984205,ON
OPPD_NC1,20251025_0505,ON,cluster,-0.0560650855281927,0.75,555.1,0.144,2.739433109897479,0.0,0,1.0,0.0,0.0,1.0,1.0,3.0,2.402,0.5927936821322803,ON
Van_GT2,20250728_1654,ON,manual,-0.0638883195510018,2.41,499.03,0.9305,0.5029671146959037,0.02275,0,1.0,0.0,1.0,0.0,1.0,3.0,2.475,0.6108094768015796,ON
GAPAC_TG4,TG4_20250807_1616,ON,manual,-0.2478756312910356,4.79,531.47,0.203,-2.898022393606817,0.38,0,0.0,1.0,1.0,1.0,0.0,3.0,2.388,0.5893385982230998,ON
GAPAC_TG4,TG4_20250820_1621,ON,manual,-0.2335671738761368,4.94,598.31,0.204,-3.314037760598945,0.3505,0,0.0,1.0,0.0,1.0,0.0,2.0,1.577,0.3891905231984205,ON
Towantic_STG,20240518_0825 STG,ON,manual,0.0965061750532861,6.08,548.0,0.829,-2.2977759852290323,0.3716714589323665,0,1.0,1.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON
Millenium_GT1_step,GT1 EMI Gen 20250429_1019,ON,manual,-0.0262604913971624,5.61,757.24,0.642,-1.85851278558422,0.2434054256782097,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
Van_GT2,20250407_1628,ON,manual,-0.0749277615947992,1.98,504.95,0.9315,0.3211641357471512,0.0350043755469433,0,0.0,0.0,1.0,0.0,1.0,2.0,1.53,0.3775913129318855,ON
Van_GT2,20250925_1228,ON,manual,-0.0747005043487646,2.5,480.27,0.9065,0.3606167497089856,0.056875,0,1.0,0.0,1.0,0.0,1.0,3.0,2.475,0.6108094768015796,ON
Van_GT2,20251017_1712,ON,manual,-0.0514777699444035,2.91,497.43,0.921,1.6619733319744712,0.057875,0,1.0,0.0,1.0,0.0,1.0,3.0,2.475,0.6108094768015796,ON
GAPAC_TG4,TG4_20250107_0822,ON,manual,-0.1858483002964421,3.57,389.14,0.2615,-3.1399027731222597,0.3682960370046256,0,0.0,1.0,1.0,1.0,0.0,3.0,2.388,0.5893385982230998,ON
Van_GT2,20250728_0851,OFF,cluster,-0.1328575974760278,0.05,493.85,0.8235,0.1881905452320185,0.178375,0,0.0,0.0,1.0,0.0,1.0,2.0,1.53,0.3775913129318855,ON
Van_GT2,20250814_1253,OFF,cluster,-0.1820879900520033,0.05,429.95,0.804,0.1168681593018841,0.19825,0,0.0,0.0,1.0,0.0,1.0,2.0,1.53,0.3775913129318855,ON
Van_GT2,20251017_2013,ON,manual,-0.0247476604670948,2.6,537.29,0.927,0.2125514512866768,0.0285,0,1.0,0.0,1.0,0.0,1.0,3.0,2.475,0.6108094768015796,ON
Van_GT2,20251017_1912,ON,manual,-0.0252395811949205,2.61,524.64,0.9225,0.3547314487172962,0.0235,0,1.0,0.0,1.0,0.0,1.0,3.0,2.475,0.6108094768015796,ON
Van_GT2,20250403_1631,ON,manual,-0.0703383808348406,2.02,469.48,0.9275,0.772276055615446,0.0545068133516689,0,1.0,0.0,1.0,0.0,1.0,3.0,2.475,0.6108094768015796,ON
Van_GT3,20251005_1623,OFF,cluster,-0.1047660627606382,3.73,462.65,0.882,-0.6763042904968201,0.175375,0,0.0,1.0,1.0,0.0,0.0,2.0,1.65,0.4072063178677196,ON
GAPAC_TG4,TG4_20250813_2015,ON,manual,-0.2169358923380624,5.67,696.89,0.203,-3.5167115115868937,0.3815,0,0.0,1.0,0.0,1.0,0.0,2.0,1.577,0.3891905231984205,ON
Van_GT2,20250925_1630,ON,manual,-0.0333617171104371,2.3,571.79,0.891,0.0835517668002301,0.038,0,1.0,0.0,0.0,0.0,1.0,2.0,1.664,0.4106614017769003,ON
Van_GT2,20251017_1812,ON,manual,-0.062921079391636,2.91,496.27,0.914,0.3773166129832573,0.049875,0,1.0,0.0,1.0,0.0,1.0,3.0,2.475,0.6108094768015796,ON
Har_CT1,20250113_1114,ON,cluster,-0.031977538319912,4.95,530.67,0.192,0.9506659526064836,0.133766720840105,0,1.0,1.0,1.0,1.0,1.0,5.0,4.052,1.0,ON
GAPAC_TG4,TG4_20250718_1746,ON,manual,-0.208440952195509,5.34,585.25,0.1595,-3.32503123182792,0.3785473184148018,0,0.0,1.0,0.0,1.0,0.0,2.0,1.577,0.3891905231984205,ON
GAPAC_TG4,TG4_20251003_0028,ON,manual,-0.2252204907994875,5.33,641.56,0.2105,-3.524360469248321,0.345375,0,0.0,1.0,0.0,1.0,0.0,2.0,1.577,0.3891905231984205,ON
GAPAC_TG4,TG4_20250804_0016,ON,manual,-0.2256961048495838,5.55,616.83,0.209,-3.507341920202101,0.36775,0,0.0,1.0,0.0,1.0,0.0,2.0,1.577,0.3891905231984205,ON
GAPAC_TG4,TG4_20250723_0432,ON,manual,-0.1917224372612457,5.61,649.42,0.209,-3.4280476828143427,0.370875,0,0.0,1.0,0.0,1.0,0.0,2.0,1.577,0.3891905231984205,ON
GAPAC_TG4,TG4_20250103_1659,ON,cluster,-0.1824954358653458,4.0,399.39,0.241,-3.769102665955214,0.3761720215026878,0,0.0,1.0,1.0,1.0,0.0,3.0,2.388,0.5893385982230998,ON
Har_CT1,20241020_1113,ON,cluster,-0.0381582004864178,5.15,541.46,0.203,0.6328258904574744,0.167645955744468,0,1.0,1.0,1.0,1.0,1.0,5.0,4.052,1.0,ON
Van_GT3,20250903_1651,OFF,cluster,-0.1156735409511378,3.34,447.22,0.782,-0.8040807912807425,0.180375,0,0.0,0.0,1.0,0.0,0.0,1.0,0.811,0.2001480750246792,OFF
Van_GT3,20250701_1251,OFF,cluster,-0.1138770919209019,3.69,445.74,0.7145,-1.284001916605455,0.1993999249906238,0,0.0,1.0,1.0,1.0,0.0,3.0,2.388,0.5893385982230998,ON
Towantic_STG,20240621_1055 STG,ON,cluster,-0.0403245960901984,5.46,570.21,0.7995,-1.6662666754880793,0.234875,0,1.0,1.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON
Towantic_STG,20250109_1622 STG,ON,cluster,0.0361489551687214,5.62,605.91,0.769,-1.487115689319833,0.192625,0,1.0,1.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON
SQN2,SQN NG Unit 2 20250525_2247,OFF,cluster,-0.1086537781359431,0.99,507.75,0.746,-0.3215561068508163,0.067,0,0.0,0.0,1.0,0.0,0.0,1.0,0.811,0.2001480750246792,OFF
Van_GT3,20250920_1615,OFF,cluster,-0.0134356105324087,3.03,515.89,0.974,-0.5282603706220727,0.025625,0,1.0,0.0,1.0,0.0,0.0,2.0,1.756,0.4333662388943732,ON
Van_GT3,20250701_0850,OFF,cluster,-0.1025232869958575,4.18,460.91,0.6845,-1.520160300723197,0.1818977372171521,0,0.0,1.0,1.0,1.0,0.0,3.0,2.388,0.5893385982230998,ON
Millenium_GT1_step,GT1 EMI Gen 20250429_1526,ON,cluster,-0.0668622690612887,5.96,724.79,0.527,-1.3902860441527547,0.2461557694711839,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
Van_GT3,20250818_162850,OFF,cluster,-0.0298755027928262,3.0,484.1,0.9725,-0.0706442061175101,0.056,0,1.0,0.0,1.0,0.0,1.0,3.0,2.475,0.6108094768015796,ON
Van_GT2,20250407_1226,ON,manual,-0.0539088934706077,3.63,500.57,0.831,1.0229736873131887,0.1787723465433179,0,1.0,1.0,1.0,0.0,1.0,4.0,3.314,0.8178677196446199,ON
Van_GT3,20250620_0812,OFF,cluster,-0.0477842353283657,4.11,526.71,0.674,-1.3174558902078612,0.1675209401175147,0,1.0,1.0,1.0,1.0,0.0,4.0,3.333,0.8225567620927937,ON
OPPD_NC1,20251024_1817,ON,cluster,-0.0600791534717372,-0.72,621.22,0.144,2.100616159168247,0.0,0,1.0,0.0,0.0,1.0,1.0,3.0,2.402,0.5927936821322803,ON
GAPAC_TG3,TG3_20250813_2013,ON,manual,-0.074270087178584,4.52,552.87,0.734,-0.8002922970527774,0.2774096762095261,0,1.0,1.0,0.0,0.0,0.0,2.0,1.7839999999999998,0.4402764067127344,ON
GAPAC_TG3,TG3_20250914_0134,ON,manual,-0.0739874859457009,4.76,576.08,0.7185,-0.2351426249704927,0.2405300662582823,0,1.0,1.0,0.0,1.0,1.0,4.0,3.241,0.7998519249753209,ON
Van_GT3,20250409_0817,OFF,cluster,-0.0231743557572606,4.04,553.97,0.678,-0.9080119304825,0.1831478934866858,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
Van_GT2,20251001_1600,ON,manual,-0.1396922650772387,3.93,412.98,0.83,1.3018179864738513,0.253625,0,0.0,1.0,1.0,0.0,1.0,3.0,2.369,0.5846495557749259,ON
Van_GT3,20250615_0814,OFF,cluster,-0.0443439991983118,4.07,533.66,0.6895,-0.800912378374601,0.1865233154144268,0,1.0,1.0,1.0,1.0,0.0,4.0,3.333,0.8225567620927937,ON
Millenium_GT1,GT1 Gen 4/13/2025 4:22:04 PM,ON,cluster,-0.0683827988102398,5.69,587.27,0.63,-1.302648776685356,0.2922865358169771,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
Millenium_GT1_step,GT1 EMI Gen 20250503_2347,ON,cluster,-0.0537965604387437,4.99,640.66,0.6285,-1.575383838032011,0.1748968621077634,0,1.0,1.0,0.0,1.0,0.0,3.0,2.522,0.6224086870681145,ON
Van_GT2,20250405_1653,ON,manual,-0.0855340685810269,4.86,451.55,0.8335,1.168085422044232,0.2391548943617952,0,0.0,1.0,1.0,0.0,1.0,3.0,2.369,0.5846495557749259,ON
WBN2,20251019_1250,OFF,cluster,-0.2161395841617373,0.43,441.5,0.712,0.5510045182447169,0.232,0,0.0,0.0,1.0,1.0,1.0,3.0,2.268,0.5597235932872655,ON
GAPAC_TG3,TG3_20250722_0724,ON,cluster,-0.0652250231927549,5.36,465.86,0.734,1.292101106488992,0.2655331916489561,0,1.0,1.0,1.0,0.0,1.0,4.0,3.314,0.8178677196446199,ON
OPPD_NC1,20251024_1922,ON,cluster,-0.0536498752059691,1.35,479.49,0.144,2.6642357301083663,0.0,0,1.0,0.0,1.0,1.0,1.0,4.0,3.213,0.7929417571569595,ON
GAPAC_TG5,TG5_20250813_2113,ON,cluster,-0.1855810126648736,4.62,234.57,0.9605,-1.1911037689400985,0.228125,0,0.0,1.0,1.0,0.0,0.0,2.0,1.65,0.4072063178677196,ON
