site,spectrum id,running state,y,ssn_B1,lr B2 B4,slope_diff_B1_B2,rolloff_norm_B3,spectral spread,spectral slope norm,curvature_B2,lr B3 B4,slope_loglog_B3,flatness_B1,rolloff_norm_B2,curvature_B1,band range,entropy_B3,trans_B2_B3,slope_r2_B2,energy_concentration,trans_B3_B4,entropy_B2,rolloff_norm_B4,crest_B1,crest factor,spectral centroid,B4 B1 ratio,B3 B2 ratio,_old_total,score_weighted,score_unweighted,pred_weighted,pred_unweighted
Harq_ST1,20250220_1443,OFF,0,-0.14324960389340557,-3.77,0.5197149981784022,0.9415,1858.51,-0.0004,-0.3674899659086356,-3.98,-0.6161884729054447,0.26742823764207263,0.4975,-2.550702317726042,6.0,0.9286964235781763,0.803550020514648,0.3826329561899843,0.8221779512338588,5.028252314088617,0.8694032340904044,0.4725,4.681556818657725,8.78,1384.51,0.13,0.81,0.0,0.02494062245996054,0.039999999999840004,0,0
Van_GT4,20250804_1627,OFF,0,-0.06052879224291744,-2.93,-2.3637836526534635,0.7925,3119.14,-0.0004,-1.752706401519838,-7.32,0.09959910733615678,0.7759176020416811,0.4415,0.12151189356740087,7.32,0.951420160376291,0.14437181700820412,0.6983749854401173,0.6785496592633304,3.016017692459336,0.8735491809634515,0.593,2.3977800000820975,7.01,4360.16,1.35,0.01,0.0,0.2641295745910211,0.23999999999904,0,0
Harq_ST1,20250817_1151,ON,1,-0.08718299599689978,-0.36,-1.991539639938794,0.6355,2241.53,-0.0004,-0.6186818801386111,-2.91,-0.22540605523251975,0.3664495856139172,0.16,-0.5147987194699704,4.57,0.8916187865416529,-0.15417309214735786,0.8154413459198435,0.7251466211507906,4.949572231561543,0.7940652875631619,0.6255,5.923987120057189,10.26,1606.73,0.19,0.08,0.0,0.4121157613081691,0.35999999999856,1,1
Van_GT4,20250726_1219,OFF,0,-0.2749589619912058,-1.04,0.8110662724600144,0.801,2440.44,-0.0004,-2.351915761531473,-4.01,0.7631293933238799,0.24011270091633022,0.5015,-1.3409193027317283,5.49,0.9154596350077502,-0.010060839495009466,0.43348042811520626,0.777068939483489,2.8655255018603745,0.8973026413670867,0.564,3.238751933023433,5.66,1616.62,0.23,0.05,0.0,0.030265902317898916,0.039999999999840004,0,0
Harq_ST1,20250629_1937,ON,1,-0.10255401763910174,-0.74,-1.0515273786021497,0.544,1999.53,-0.0004,0.45755528654054156,-2.14,-1.0962163390783621,0.3108238770248696,0.1755,-0.6713445957691495,4.19,0.8459865338606847,0.17860185761322,0.7367183204935295,0.7700329255296184,5.53413695386096,0.8158563505480916,0.6025,7.301183396365286,13.3,1240.76,0.13,0.25,1.0,0.44964352394860924,0.3999999999984,1,1
Harq_ST1,20251011_19121,ON,1,-0.0770562761016099,0.17,-2.844586273216173,0.6615,2178.23,-0.0004,-1.4526549852172266,-3.07,-0.11189682253408274,0.4215663979610584,0.181,-0.7605201795905006,4.58,0.895125536995952,0.3067260405237242,0.8244487802738049,0.6933300643218135,5.306546398564142,0.7972211290144066,0.6,6.482534464271526,10.61,1790.02,0.22,0.04,0.0,0.37507085351317543,0.31999999999872003,0,0
HARQCT1,HARQCT1_off_2025-01-30,OFF,0,0.04728364075468679,0.88,-2.0273711098188514,0.8305,1836.54,-0.0004,-0.880311781456323,-2.49,-0.4316858348680014,0.6220548957503977,0.5995,1.7789467000395813,4.34,0.8879172767494278,0.3804473749067845,0.23142328394516187,0.624642615868147,3.41837075832522,0.8413339315385602,0.7685,2.225554353161257,4.28,2317.36,0.16,0.03,0.0,0.2855683797656718,0.27999999999888003,0,0
HARQCT2,HARQCT2_off_2025-01-30,OFF,0,-0.05704514422857134,0.6,-0.47852833816395013,0.8405,2193.62,-0.0005,-2.5079685174625133,-3.06,-0.760872516714553,0.7280127463899431,0.446,-0.056043287043587985,4.46,0.8713528767947211,0.48652931718027626,0.14610296114393861,0.5704878742687223,2.091663769740956,0.8007879446525243,0.8125,2.382814619187397,4.03,2237.08,0.25,0.03,0.0,0.2552728742084758,0.27999999999888003,0,0
Har_CT1,20241220_1026,OFF,0,0.046902062775086566,0.71,-1.3700630434939478,0.8035,1970.09,-0.0005,-0.9030952788313134,-2.66,-0.7906452514552212,0.713639983214455,0.6265,1.1439043511774842,4.49,0.8704762579497064,0.8934076918193301,0.08439100950188505,0.5603835974033451,3.1653463046720396,0.8416732369868619,0.9365,3.912271604501596,6.39,2233.63,0.16,0.03,0.0,0.23927444218664592,0.1999999999992,0,0
Harq_ST1,20250511_1129,ON,1,-0.09477966739713314,-0.39,-2.638433600584473,0.6575,2066.97,-0.0005,-1.2481023707219436,-3.31,0.15371657582015016,0.3835816489775739,0.159,-0.8601906002661655,5.19,0.8909188970038083,0.17203640347313032,0.8578062783032223,0.7315248247523958,5.128232436397603,0.7889831145999199,0.6185,4.845549152973168,8.62,1434.18,0.15,0.05,0.0,0.4009124053454897,0.35999999999856,1,1
Harq_ST1,20250307_1027,ON,1,-0.09252289202389768,-0.25,-1.740229960704171,0.5645,2082.24,-0.0005,-0.24236047191683308,-2.54,-1.0532722215320336,0.386473325953859,0.145,-0.9570863722699604,4.4,0.894279541168991,0.3337605121061231,0.8341445316692573,0.7307186697545004,5.283160371410505,0.7707341688175213,0.6215,7.067869605868834,12.45,1460.48,0.16,0.1,0.0,0.4501056433776269,0.3999999999984,1,1
Middletown_ST,20231118_1908,OFF,0,-0.32737835562366224,4.79,3.8354887754077827,0.2375,991.52,-0.0005,-5.341078679847705,-0.79,-1.207697511531058,0.13156692296440345,0.5215,-1.840562639879659,5.59,0.6951735187672129,2.7082686808066665,0.0009526057633686413,0.869703014476401,2.816951963935132,0.6711047040660425,0.8565,3.7724123690271423,25.09,2282.83,0.04,0.0,3.0,0.30468659536884035,0.27999999999888003,0,0
Harq_ST1,20251020_1923,ON,1,-0.10584037737350523,0.15,-1.748947033327834,0.576,2024.88,-0.0005,-0.34345653616241856,-2.42,-0.8168638020798147,0.3800673762190485,0.168,-0.3596237264758768,4.29,0.8709781853679983,0.3126946595846931,0.7785085388480031,0.7340476303184613,5.387490765765705,0.7902837626465893,0.5785,5.52163217103098,9.52,1422.7,0.15,0.08,0.0,0.33538347679149993,0.31999999999872003,0,0
Harq_ST1,20250927_1933,ON,1,-0.06309784267693835,0.27,-2.886741233803187,0.7255,2046.36,-0.0005,-0.6973416760565302,-3.35,-0.20392512004072408,0.4004382882680035,0.1755,-0.7832274220905956,5.17,0.9124806066449734,-0.021331072067356516,0.7722739422063678,0.7132270440497027,5.336525363810427,0.7840071881054044,0.623,8.958855119394206,15.25,1554.52,0.16,0.03,0.0,0.38107142309566916,0.35999999999856,0,1
Van_GT4,20250731_0815,OFF,0,-0.2803819589310031,-0.34,0.7423558396730043,0.8055,2010.55,-0.0005,-2.395714779656011,-3.91,0.44184653353323283,0.2510206185228165,0.499,-1.4575444767251695,6.12,0.9482316900789128,-0.010185956532677287,0.45272879346360606,0.7996973124153092,2.911100543473488,0.9020627922694027,0.9045,2.9829110023170426,5.47,1142.23,0.11,0.03,0.0,0.0,0.0,0,0
Van_GT4,20250616_0812,OFF,0,-0.30071645873542613,-0.12,1.0025855192013626,0.8025,1678.63,-0.0005,-2.1803775612963068,-3.91,0.20741968800743665,0.2079089993645279,0.506,-1.259014388553969,6.57,0.979631349414419,-0.003061314879310606,0.42840149280322737,0.8310447311819978,2.9830742254418534,0.89177912705104,0.9165,3.222755568470726,6.05,901.68,0.07,0.02,0.0,0.0,0.0,0,0
HARQCT3,HARQCT3_off_2025-04-30,OFF,0,-0.13765792576234648,0.39,1.0863640703106894,0.801,1929.98,-0.0005,0.6875974856950018,-2.7,-0.8422959243467565,0.45413907739594445,0.742,-0.6111638624656603,4.77,0.9051214307455302,-1.683715450431266,0.05915641681738559,0.6788355229110478,3.4446051120909216,0.8276758785863754,0.4325,3.7335559710121906,6.49,1425.86,0.13,0.05,0.0,0.2306787146974445,0.23999999999904,0,0
OPPD_NC1,20251022_0829,OFF,0,-0.491935677685206,-2.72,3.3791780821289255,0.848,482.74,-0.0005,0.02126658544471075,-2.89,-0.03292897361768452,0.14269090200807372,0.826,-1.5660943185358656,5.25,0.9993402988567207,-0.007399690271142734,0.5039023895742557,0.8646153016164242,2.823492363210366,0.9963493529163604,0.854,3.1051221664847763,5.91,226.11,0.09,0.84,0.0,0.07602444768431028,0.07999999999968001,0,0
Van_GT4,20251021_1825,OFF,0,-0.05834039939445727,-2.48,-2.165285980151719,0.846,2818.55,-0.0005,-1.7047234104290951,-4.91,1.3514353181949559,0.8072315577572393,0.4635,-0.1441275957391992,5.25,0.8806722843263558,0.11456948798268818,0.6528917521764408,0.6263516865568172,2.400119018954997,0.8898735768569812,0.557,2.2650691024175624,6.45,3135.46,0.71,0.09,0.0,0.2918167414377117,0.27999999999888003,0,0
Van_GT4,20250619_0826,OFF,0,-0.31513703151306954,0.46,1.276257393587866,0.808,1367.54,-0.0005,-2.2932034696331205,-3.35,0.10142091550822904,0.20581361971978263,0.52,-1.5501072138420289,6.61,0.954185287057231,-0.007708882697961106,0.38157108311009924,0.8507144198431557,2.894022316181661,0.8977053045038066,0.9025,3.1058083124834615,5.92,723.58,0.04,0.02,0.0,0.02124314120446558,0.039999999999840004,0,0
Van_GT4,20250815_0847,OFF,0,-0.3034525577554706,0.95,0.8379300778407743,0.823,1247.21,-0.0006,-2.4955124771058643,-3.18,-0.006526364087177315,0.22635086708479488,0.489,-1.3527106591808844,6.76,0.98981465718387,-0.05758411484165826,0.46210210561971865,0.8444153946092571,3.0799285896677002,0.9041118317901123,0.9245,3.4134801950871556,6.51,678.49,0.03,0.02,0.0,0.05828804899945926,0.07999999999968001,0,0
Van_GT4,20250903_0814,OFF,0,-0.29943968422258266,0.63,0.8280691045057207,0.8255,1404.55,-0.0006,-2.4487701117030087,-3.52,0.015679311913507504,0.23294134427133378,0.493,-1.44947496484146,6.81,0.990041377840725,-0.03667651679514672,0.46676817324937825,0.8399449522883531,2.914026611764651,0.9063085380604938,0.9275,3.193908572938388,6.07,740.92,0.04,0.02,0.0,0.05828804899945926,0.07999999999968001,0,0
Van_GT4,20250804_0825,OFF,0,-0.29365353069673084,0.97,0.5890695008967759,0.8275,1329.93,-0.0006,-2.209351792236932,-3.38,0.007795301633831187,0.23937439461292567,0.489,-1.3768407215181409,6.8,0.9853539696834244,-0.0829487642597484,0.4967179881491509,0.8285970816893258,2.9527884706018,0.8969355661939065,0.927,3.294221532220898,6.23,730.11,0.03,0.01,0.0,0.05828804899945926,0.07999999999968001,0,0
SQN2,SQN NG Unit 2 20250528_1705,OFF,0,-0.40001573348432873,-1.17,4.893058456507319,0.748,595.38,-0.0006,-0.3125450430346751,-1.8,0.3309639150878723,0.13801496523295242,0.774,-1.6289919582918695,3.46,0.8462863565433606,1.1034206802501088,0.35549862864648607,0.7799351342967397,4.099623288160521,0.8949760917935861,0.56,3.631117038236684,6.42,371.16,0.19,0.53,1.0,0.07602444768431028,0.07999999999968001,0,0
VAN1,VAN1_off_2025-09-20,OFF,0,-0.3455908305761748,-0.62,2.3396491643179056,0.821,620.39,-0.0007,-1.416465711613653,-3.47,0.237738593803266,0.07284757016519142,0.3815,-3.6170498354239697,8.22,0.8877362282298409,0.5086366850166224,0.47464481729295427,0.9541763569332915,4.486633386776812,0.8606140726871154,0.558,3.927897116957893,7.8,584.6,0.01,0.06,0.0,0.1141624908605651,0.11999999999952,0,0
VAN1,VAN1_off_2025-09-15,OFF,0,-0.3605907105675467,-0.17,2.2268540491047375,0.8105,509.01,-0.0007,-1.264106766701184,-3.36,0.11333981104393255,0.07726221296587157,0.3765,-3.5021713664867913,8.69,0.9288696301337619,0.497079695741612,0.5126211788312836,0.9546198749091567,4.45169852477776,0.840351123184007,0.566,4.023765513826158,8.01,539.84,0.0,0.04,0.0,0.13461331622837375,0.15999999999936002,0,0
Van_GT4,20250619_1628,OFF,0,-0.0369547378639107,0.37,-2.5312422012531184,0.7955,1147.44,-0.0008,-1.4638812494843887,-3.1,0.6447845508519904,0.8471095168155227,0.4545,-0.36986761825731335,6.58,0.8780527186768093,0.07974716554609118,0.6784230192687626,0.5953383422145323,2.9984240814188388,0.8579300138474052,0.583,2.1395659398067575,4.12,1092.27,0.03,0.03,0.0,0.2855683797656718,0.27999999999888003,0,0
VAN1,VAN1_off_2025-09-23,OFF,0,-0.35216466896605547,-0.6,2.4316995111619693,0.7505,544.1,-0.0008,-0.881620635952836,-4.09,-0.464319748732455,0.06586729876949969,0.379,-3.3489886515939236,9.11,0.8897377277477644,0.6621156917686113,0.4096004712608985,0.9597398123539166,3.7447579890667795,0.8397212889792509,0.5215,4.448288224272691,8.85,550.19,0.01,0.03,0.0,0.13910311332052563,0.15999999999936002,0,0
Van_GT4,20250804_1226,OFF,0,-0.07746824632255095,1.35,-2.226502081408054,0.8235,1072.13,-0.0008,-1.771531496363966,-3.25,0.10193120842755844,0.7935722840916171,0.446,-0.1763551164757504,7.19,0.9842696391531077,0.11013372028043322,0.6813352392421829,0.5974409248569916,2.9325115738467784,0.8765981502012437,0.91,2.5055258679816,4.79,957.27,0.02,0.01,0.0,0.2607132473612966,0.23999999999904,0,0
VAN1,VAN1_off_2025-09-26,OFF,0,-0.36291089573841956,0.67,2.41664744992856,0.766,355.05,-0.0008,-0.7401875511335267,-2.53,-0.3094293818712337,0.05995937536196209,0.3765,-3.270839127996137,8.91,0.8911594000609623,0.403703064865482,0.42223851912418686,0.9690555394400185,3.127569428135264,0.8412867481932272,0.713,4.44198008354381,8.86,519.9,0.0,0.04,0.0,0.13461331622837375,0.15999999999936002,0,0
Van_GT4,20250616_1613,OFF,0,-0.016860369171299277,0.8,-2.8138316147889078,0.807,969.15,-0.0008,-1.5290898327937672,-3.47,0.20742338348940348,0.8461930522610877,0.445,-0.29418712263466196,7.44,0.9399963968502852,0.09820322272132465,0.6982307824458287,0.6024929324271491,3.092916359569484,0.8626784288306072,0.7225,1.9375163848640924,3.76,1083.68,0.02,0.01,0.0,0.2855683797656718,0.27999999999888003,0,0
VAN1,VAN1_off_2025-09-17,OFF,0,-0.3693078221181416,1.48,2.446081898477538,0.7305,340.13,-0.0009,-0.7730515473774283,-2.17,-0.5526367466279652,0.07436581611436316,0.376,-3.379760343362582,9.08,0.8806141905248742,0.3511604913493336,0.3800520146362504,0.9610390698298681,3.013498293645827,0.8351136469800281,0.8895,4.005587782259135,7.99,513.0,0.0,0.03,1.0,0.13461331622837375,0.15999999999936002,0,0
Middletown_GT,20250731_1622,OFF,0,-0.009600463029779393,7.05,-0.7205502453856523,0.03,558.14,-0.0009,-1.060747087463011,0.3,-1.7538084152779132,0.22533228466062474,0.2285,-1.3541795647691344,7.05,0.5718708171193968,1.352986782874762,0.0581567719221725,0.9505283434384365,2.7615665320228953,0.4977498420388044,0.8595,4.852809701464431,23.5,2184.13,0.0,0.0,5.0,0.48740059676959463,0.43999999999824,1,1
Towantic_GT1,20250105_0031 GT1,OFF,0,-0.23987511002275033,3.65,0.5706965514186844,0.1305,399.48,-0.0009,-2.7972454123162733,0.94,-2.647033059177007,0.03627602741501747,0.3235,-2.7973550111230967,7.35,0.6997680915621008,0.6428857938033152,0.511089433400075,0.9772129165948248,2.7221471268438764,0.8122149144911036,0.9865,6.266714108952638,12.37,424.52,0.0,0.07,4.0,0.35592667779442755,0.31999999999872003,0,0
EMSA_GT1_ng,20250105_0031 ng,OFF,0,-0.23987511002275033,3.65,0.5706965514186844,0.1305,399.48,-0.0009,-2.7972454123162733,0.94,-2.647033059177007,0.03627602741501747,0.3235,-2.7973550111230967,7.35,0.6997680915621008,0.6428857938033152,0.511089433400075,0.9772129165948248,2.7221471268438764,0.8122149144911036,0.9865,6.266714108952638,12.37,424.52,0.0,0.07,4.0,0.35592667779442755,0.31999999999872003,0,0
AEP_Turk,AEP_Turk_S1,ON,1,0.01870460532758622,0.11,-0.4609555890799224,0.978,735.45,-0.0009,4.196800981939532,-2.48,0.5884477845856975,0.6427373847924621,0.8695,-2.3243390084339355,7.23,0.8858851929682927,-0.7384032177055566,0.004809468904745429,0.7205904799965833,3.654601658741348,0.8350446450127956,0.771,1.8864031888833062,3.74,893.11,0.01,0.07,0.0,0.27736235567006357,0.27999999999888003,0,0
Van_GT1,20250729_0834,OFF,0,-0.20160616558234642,4.16,-1.2578270230882782,0.73,570.82,-0.001,0.412845039290367,-2.23,-0.559159816938459,0.20677153212792015,0.1325,-1.1715164969036111,8.9,0.8958187032233633,0.7077022357020692,0.7614062563416394,0.9071326057511189,3.154278451200882,0.750681591040675,0.8785,4.149115370222529,7.97,634.08,0.0,0.0,3.0,0.43409711202354195,0.43999999999824,1,1
Van_GT1,20250728_0823,OFF,0,-0.19317921666071064,4.28,-1.3683332723225408,0.727,548.09,-0.001,0.612224513151392,-2.15,-0.5765822479868459,0.18851913033719989,0.131,-0.9758405527155659,8.97,0.8798143088664355,0.7010977275956287,0.7658683703376894,0.9157372810478465,3.15427756951724,0.7534955435589582,0.8645,4.281331950311521,8.24,637.21,0.0,0.0,3.0,0.4742957147239781,0.47999999999808,1,1
Towantic_GT2,20250112_0855 GT2,OFF,0,-0.18586685125886115,4.81,1.0540207193584452,0.1115,729.81,-0.001,-2.3640118650734667,1.5,-3.211014277251424,0.09035722331991525,0.6455,-3.020431897671555,7.15,0.7283101350167074,-0.41525268509288793,0.22597275233134861,0.9172215221076272,2.753224966953005,0.8923452711001765,0.881,5.696442262251329,10.86,655.29,0.0,0.04,5.0,0.33819027910957655,0.31999999999872003,0,0
EMSA_GT2_NG,20250112_0855 NG,OFF,0,-0.18586685125886115,4.81,1.0540207193584452,0.1115,729.81,-0.001,-2.3640118650734667,1.5,-3.211014277251424,0.09035722331991525,0.6455,-3.020431897671555,7.15,0.7283101350167074,-0.41525268509288793,0.22597275233134861,0.9172215221076272,2.753224966953005,0.8923452711001765,0.881,5.696442262251329,10.86,655.29,0.0,0.04,5.0,0.33819027910957655,0.31999999999872003,0,0
Middletown_GT,20231027_1917,OFF,0,0.05453616716161123,6.7,-2.5339529312436584,0.4665,559.9,-0.0011,-1.722134061794607,-1.59,-1.1432395310035526,0.14599862678710265,0.152,-1.6513263244699292,9.2,0.8321905847333332,-0.8606751981057713,0.30156913632456106,0.964498743454588,2.797520807589318,0.4229286415003386,0.859,5.202965291789671,15.85,1510.97,0.0,0.0,5.0,0.6205662201447297,0.5599999999977601,1,1
HARQCT2,HARQCT2_on_2025-04-12,ON,1,-0.024831772918256563,3.48,-4.3317584503705975,0.3525,715.84,-0.0011,-0.9208031312303296,-2.36,-2.196298392509439,0.5197393062188699,0.135,-2.8376271377701756,7.84,0.8620237207556983,0.22149575187289638,0.867895622755766,0.7621150080988608,3.379078839153074,0.7593204667360456,0.882,1.865070272118639,3.49,913.86,0.0,0.0,2.0,0.653389860343656,0.6399999999974401,1,1
Van_GT4,20250731_1218,ON,1,-0.28863754566737976,-1.0,1.0183584162385442,0.794,481.14,-0.0011,-2.7875269084003484,-4.29,0.955632236581781,0.1815378145445822,0.4695,-4.336212381365837,10.58,0.9032027960371554,0.00379344749818622,0.49677533746232827,0.7918985037543799,2.7639980779034143,0.8699212991665133,0.564,2.1309485594304514,4.26,597.48,0.0,0.04,0.0,0.18090725380739964,0.23999999999904,0,0
Millenium_ST1,ST1 GEN 4/13/2025 4:03:30 PM,ON,1,0.009037743640987372,5.58,-4.481066026545229,0.8395,651.56,-0.0011,-2.960674931814894,-2.85,-0.10454974515905302,0.3855957644802609,0.288,-0.04637063900244436,9.33,0.9980604328588656,-1.2078743543647108,0.7662687181317152,0.7741514487036696,2.8592525495660848,0.8414364711060178,0.8525,5.695016495806953,9.6,1511.73,0.0,0.0,3.0,0.5524187533507943,0.51999999999792,1,1
Millenium_ST1,ST1 GEN 4/13/2025 8:53:48 AM,ON,1,0.016469357023119722,5.62,-4.284244261167276,0.837,674.69,-0.0011,-2.647717162067544,-2.85,-0.12386283451695179,0.42340497533184496,0.268,0.4105089978262021,9.25,0.9970417640766319,-1.316508851515986,0.7466129433019532,0.7604317478519254,2.868904270339562,0.8412855896274541,0.8525,4.945868525370333,8.2,1544.29,0.0,0.0,3.0,0.5524187533507943,0.51999999999792,1,1
Har_CT1,20241122_1450,ON,1,-0.028930971780400105,3.45,-3.292489544726377,0.378,602.0,-0.0011,-1.1817579395280595,-1.34,-1.5858553088722067,0.4535909670213706,0.162,-3.1098883537359834,7.42,0.8206775649332373,-0.6831150462675573,0.823826584131521,0.813942168481312,3.2660254189181135,0.7900004680488163,0.9145,1.9248404174351648,3.71,808.52,0.0,0.01,2.0,0.7128275334507875,0.67999999999728,1,1
Prairie_State_2,Neutral_Ground 2/12/24 1305,ON,1,0.05455407873898196,4.73,-4.504018140024547,0.663,688.92,-0.0012,-0.4415473973668983,2.08,-0.12058717748969386,0.5065322847487627,0.1225,-1.9530164418186453,7.29,0.8791568085417619,-0.8295563255712428,0.8105545644509957,0.7088261428653684,-0.0021545410964272094,0.7877442144400502,0.685,1.8374093048783744,3.53,1007.31,0.0,0.07,5.0,0.6623662056352086,0.6399999999974401,1,1
HARQCT3,HARQCT3_on_2025-07-04,ON,1,-0.06024810838286068,3.93,-2.1797356628706734,0.375,470.56,-0.0012,0.9976307014544054,-0.19,-2.304963750317309,0.42782479919352856,0.115,-2.985299961779049,7.15,0.9012765114794111,-0.8410733321832335,0.7185429922847436,0.8485327759554017,3.435570908800081,0.7411742896977965,0.545,2.017896279686665,3.94,764.32,0.0,0.02,4.0,0.7277798589209427,0.67999999999728,1,1
Van_GT3,20250718_1616,OFF,0,-0.07799886449007294,0.65,-2.7314230650979865,0.975,546.86,-0.0012,-0.3864186137185978,-4.27,1.1994066002390138,0.4562203978198076,0.148,-1.376180565621491,10.12,0.8786602155315326,0.24281355825566808,0.9373471903657304,0.8348563622554005,4.01149893760217,0.7831244499837957,0.551,2.846367472509179,5.67,846.15,0.0,0.01,0.0,0.3869321853062486,0.35999999999856,0,1
Van_GT3,20250919_1653,OFF,0,-0.04362768401581575,1.01,-2.563924145842611,0.9775,583.77,-0.0012,0.6198347276755493,-4.09,0.48722453595179965,0.5611377947489882,0.1415,-0.6479918503392463,9.8,0.8550529487588195,0.3842927054182943,0.883529877427578,0.8002147358566841,3.7765878108885915,0.7744717661777135,0.5565,2.9913236123449436,5.95,950.46,0.0,0.01,0.0,0.4800611312204056,0.43999999999824,1,1
Prairie_State_2,Neutral_Ground 2/11 1404,ON,1,0.05858394944831575,3.72,-4.379223715683462,0.3565,778.79,-0.0012,-1.0787292875019892,1.15,-1.1517285849475525,0.5197792351054761,0.2995,-1.8967653454456699,5.93,0.8300711958703215,-1.1866892952587689,0.7759909571900265,0.6682692328053607,2.062362115217902,0.8238213329999856,0.4245,2.2499020175234716,4.25,1095.93,0.0,0.08,3.0,0.6519022845596021,0.6399999999974401,1,1
Towantic_STG,20241225_1644 STG,ON,1,0.07294790445322001,4.84,-5.970608284192332,0.7985,581.84,-0.0012,-0.5612678955710804,-2.44,-0.07459331874067386,0.83834392820478,0.0905,-0.29324357493877423,9.2,0.9363203257130377,-0.0893383498490733,0.9631159772838178,0.5731940104004632,2.7934235217188674,0.7106645289077127,0.8005,1.5687378831918457,3.58,1335.96,0.0,0.0,3.0,0.6245542427621346,0.6399999999974401,1,1
SQN2,SQN NG Unit 2 20250525_0833,OFF,0,-0.28111511793881416,-0.27,2.9737848613613433,0.722,519.33,-0.0012,-0.7939465556111891,-1.95,-0.16586285870078601,0.264670564059397,0.75,-0.4029883525395426,3.97,0.8694245880405078,1.12287203911686,0.05960844483567407,0.7552381925172416,4.40119542687834,0.9345892180115697,0.632,3.358447033246035,6.0,324.11,0.13,0.19,1.0,0.14648895270264534,0.15999999999936002,0,0
Van_GT3,20250711_1633,OFF,0,-0.06320099537519973,0.94,-2.93713145307844,0.9795,552.87,-0.0012,-0.04730220732533915,-4.19,1.0688839337890972,0.5352190752336188,0.1425,-1.2342251015820709,10.06,0.854161422409005,0.2993300963180001,0.9417813467479109,0.7965635862718701,4.035868146760707,0.766780021250382,0.549,2.976243425847712,5.92,859.47,0.0,0.01,0.0,0.3869321853062486,0.35999999999856,0,1
Har_CT1,20241207_1844,ON,1,-0.05483055477439425,3.98,-1.7182457042764652,0.215,519.65,-0.0012,-0.2156195328991208,0.48,-3.8698868781328564,0.3995366734018939,0.218,-3.2737857770929075,6.87,0.793504334258491,0.476165037865079,0.6887047294042068,0.8467761570753413,3.387459116683631,0.8365618007342072,0.8605,2.0438642593892875,3.97,778.19,0.0,0.03,4.0,0.6129834935408754,0.5599999999977601,1,1
HARQCT1,HARQCT1_on_2025-01-11,ON,1,-0.050309005152146286,4.13,-1.3473177410898445,0.198,539.93,-0.0012,1.7790488503875115,0.93,-4.212354048987941,0.4479839532531722,0.165,-2.8156117388382116,6.93,0.7996000156070546,-0.3369933955363855,0.45170655897574585,0.8272583427500676,3.1814364091827225,0.8156951263088229,0.9135,2.07603362231259,4.03,806.28,0.0,0.04,4.0,0.7029587445495901,0.6399999999974401,1,1
Towantic_STG,20250121_1828 STG,ON,1,0.08600134726664063,5.31,-6.231137126567086,0.839,567.38,-0.0012,-1.4283309918402507,-2.19,-0.03729765577739958,0.8027763699845999,0.074,-0.04175372265640664,9.15,0.9194945828092527,-0.057707763819168645,0.9111369341882377,0.6159791395053271,2.933377627101834,0.7179046516724387,0.812,1.5995567082180333,3.86,1416.25,0.0,0.0,4.0,0.6245542427621346,0.6399999999974401,1,1
Millenium_GT1,GT1 Gen 4/13/2025 8:10:02 AM,ON,1,-0.06721515882898733,5.65,-2.630588878876475,0.6375,825.62,-0.0012,-2.0202110307258385,-1.04,-0.7250851769181766,0.5150832797255813,0.2505,-0.7562855664753242,8.18,0.9002375693183735,0.40215764641868046,0.7454427964878756,0.7547445105847764,2.602657295832817,0.7758886036907117,0.8655,2.4627311235945792,8.71,994.8,0.0,0.0,5.0,0.6468314708566281,0.6399999999974401,1,1
Har_CT1,20250115_1947,ON,1,-0.053718060074827996,4.19,-1.726827096273769,0.2625,495.96,-0.0013,1.0868015096352222,-0.11,-3.448220665163097,0.4328039349611406,0.152,-2.949818582970736,7.2,0.8362679720797577,-0.03750029931276622,0.5891517124785615,0.8377635232375916,3.021926563778884,0.7969448089031669,0.7885,2.0588230033741914,4.01,782.19,0.0,0.01,4.0,0.7029587445495901,0.6399999999974401,1,1
Van_GT2,20250617_1226,ON,1,-0.06838881746827075,1.75,-3.6368505666373556,0.9225,487.23,-0.0013,1.7875671861911944,-5.5,-0.015253613094263178,0.49171632635947105,0.072,-1.3577156073793057,12.33,0.9757054858416697,-0.0501024810493228,0.8726494539576367,0.8232175327977249,2.6209317933218674,0.6995363204685798,0.532,3.1663137631421665,6.31,897.12,0.0,0.0,0.0,0.6133539326851456,0.5999999999976,1,1
Van_GT3,20250803_1606,OFF,0,-0.06492772312378227,1.49,-2.6895373551690933,0.9795,543.27,-0.0013,0.032770174205166126,-3.89,0.6968742236269241,0.5356019118911544,0.1545,-1.2550883800328427,9.94,0.8567651721256494,0.5383026124884767,0.9230128691897187,0.7895630407329695,3.720087065485978,0.8078672265637603,0.5475,2.948850744053561,5.86,912.27,0.0,0.0,0.0,0.3804842722681517,0.35999999999856,0,1
Van_GT3,20250923_1622,OFF,0,-0.061612407362879734,1.15,-2.75464745499671,0.9805,520.94,-0.0013,-0.25673598310637014,-4.16,0.6337233759452505,0.5440909253108591,0.1595,-1.2248101077325315,10.44,0.8692256709326387,0.006088559870572663,0.9378980036894415,0.7968837218781785,4.154003893473263,0.7649029456612154,0.55,3.1765684282605036,6.33,851.39,0.0,0.0,0.0,0.40632582410046597,0.3999999999984,1,1
