site,spectrum_id,org,true_label,label_source,cv_fold,total_power,mean_power,max_power,std_power,B1_power,B1_mean,B1_max,B1_std,B2_power,B2_mean,B2_max,B2_std,B3_power,B3_mean,B3_max,B3_std,B4_power,B4_mean,B4_max,B4_std,B1_frac,B2_frac,B3_frac,B4_frac,log_total,B1_log,B2_log,B3_log,B4_log,B2_B1_ratio,B3_B1_ratio,B4_B1_ratio,B4_B2_ratio,B3_B2_ratio,hi_lo_ratio,log_B2_B1,log_B4_B1,log_hi_lo,spectral_centroid,spectral_spread,spectral_skew,spectral_kurtosis,spectral_entropy,spectral_flatness,peak_freq_mhz,peak_to_mean,spectral_slope,rolloff_freq_mhz,crest_factor,amplitude_cv,band_gradient,band_range,LogReg_L1__all__pred,LogReg_L1__all__correct,LogReg_L1__all__prob_ON,LogReg_L2__all__pred,LogReg_L2__all__correct,LogReg_L2__all__prob_ON,LogReg_EN__all__pred,LogReg_EN__all__correct,LogReg_EN__all__prob_ON,LinearSVM__all__pred,LinearSVM__all__correct,LinearSVM__all__prob_ON,RBF_SVM__all__pred,RBF_SVM__all__correct,RBF_SVM__all__prob_ON,Ridge__all__pred,Ridge__all__correct,Ridge__all__decision,LogReg_L1__rfecv__pred,LogReg_L1__rfecv__correct,LogReg_L1__rfecv__prob_ON,LogReg_L2__rfecv__pred,LogReg_L2__rfecv__correct,LogReg_L2__rfecv__prob_ON,LogReg_EN__rfecv__pred,LogReg_EN__rfecv__correct,LogReg_EN__rfecv__prob_ON,LinearSVM__rfecv__pred,LinearSVM__rfecv__correct,LinearSVM__rfecv__prob_ON,RBF_SVM__rfecv__pred,RBF_SVM__rfecv__correct,RBF_SVM__rfecv__prob_ON,Ridge__rfecv__pred,Ridge__rfecv__correct,Ridge__rfecv__decision,LogReg_L1__si__pred,LogReg_L1__si__correct,LogReg_L1__si__prob_ON,LogReg_L2__si__pred,LogReg_L2__si__correct,LogReg_L2__si__prob_ON,LogReg_EN__si__pred,LogReg_EN__si__correct,LogReg_EN__si__prob_ON,LinearSVM__si__pred,LinearSVM__si__correct,LinearSVM__si__prob_ON,RBF_SVM__si__pred,RBF_SVM__si__correct,RBF_SVM__si__prob_ON,Ridge__si__pred,Ridge__si__correct,Ridge__si__decision
EMSA_GT1_ng,20250104_1230 ng,EMS,ON,cluster,2,4783924367.076885,598065.3040476165,7238369.865478516,1071788.9054865288,4494521446.574271,2247260.723287136,7238369.865478516,913425.6680789203,289327020.20969194,144663.51010484598,2624795.522713661,345610.0503848898,56738.17596140874,28.383279620514628,1005.6012184799329,86.07567663655084,19162.11696020802,9.581058480104009,450.8481373647228,24.81404064345643,0.9395051220930051,0.060479012210320336,1.186017411811161e-05,4.005522556351914e-06,22.288527044121295,22.226125035926355,19.483068167623006,10.946220185194441,9.860742718889206,0.06437326501806265,1.2623852535992374e-05,4.263438763834e-06,6.622995994746728e-05,0.00019610396540318674,1.586594839878827e-05,0.06238614238586544,4.263429675404786e-06,1.586582253596026e-05,1030.2496507789697,613.4554326934704,1.9427915659641368,3.8244974940273337,0.8543418997704855,0.001446797405647526,0.030945,12.102975739422282,-0.0022153953405677166,0.268275,3.4789331323581303,1.4951363036745338,-4.12179410567905,12.365382317037149,ON,1,0.9977,ON,1,0.9993,ON,1,0.5424,ON,1,0.6774,ON,1,0.6664,ON,1,1.0315,ON,1,0.9984,ON,1,0.9997,ON,1,0.9003,ON,1,0.9507,ON,1,0.6206,ON,1,1.1933,ON,1,0.9915,ON,1,0.9996,ON,1,0.5007,ON,1,0.681,ON,1,0.6828,ON,1,0.8359
EMSA_GT1_ng,20250105_0031 ng,EMS,OFF,cluster,2,29721549.007337768,3715.658083177618,568365.3388403393,28331.116546241155,28945284.05989329,14472.642029946646,568365.3388403393,55267.97325508023,710266.7083252451,355.13335416262254,15418.931170273805,1130.7884215641745,47461.56113073799,23.74265189131465,1810.280394461719,112.73660276328107,18536.67798849479,9.268338994247395,413.0443291133597,22.363493227471096,0.9738820830888447,0.02389736511209062,0.0015968737402959885,0.0006236780587686861,17.207382930132805,17.180917883776107,13.473397231929729,10.76769649251896,9.827560587937237,0.024538253169516105,0.001639699269578055,0.0006404040793014241,0.026098193497167802,0.06682216774960764,0.00222549362293281,0.024242026378982557,0.0006401991081139523,0.0022230208800360658,424.51600528913826,399.4844395396634,11.066542195994707,141.06246727042148,0.60877957892686,0.007240481106865241,0.07887,152.9649193001795,-0.0008319326435617527,0.084135,12.367898742295788,3.1215780008762533,-2.4511190986129567,7.353357295838871,OFF,1,0.0886,OFF,1,0.0003,ON,0,0.501,OFF,1,0.6763,ON,0,0.6665,OFF,1,-0.8398,OFF,1,0.1628,OFF,1,0.0654,OFF,1,0.4362,OFF,1,0.2558,ON,0,0.6236,OFF,1,-0.3689,OFF,1,0.0216,OFF,1,0.0003,ON,0,0.5004,OFF,1,0.5528,ON,0,0.6828,OFF,1,-1.0334
Decatur,20241028_1110,Dec,OFF,cluster,4,189444.8976294144,23.683572650258082,931.1044250785053,64.8018133252724,115554.51230202954,57.77725615101477,744.2411047019741,97.4312902955695,17464.18594154314,8.73209297077157,235.94289042153923,17.544206226773255,39884.45648965769,19.952204347002347,931.1044250785053,73.18660792105808,16541.742896183987,8.270871448091993,18.15311945189842,1.8302890529828097,0.6099637084344877,0.09218609822739049,0.21053328428870266,0.08731690904941852,12.151858762105217,11.657506319471906,9.767964803708344,10.593767037425973,9.713702788939004,0.15113374279790262,0.3451570665199547,0.14315099052821934,0.9471808735091362,2.283785606777026,0.42419750103173137,0.14074732003361665,0.13378847628787752,0.35360849791734006,1963.3556583794925,2254.472734081486,5.629687270337205,41.10803906958622,0.8402325240998372,0.2250215346708887,5.052,39.314356783262916,-0.00015755313004854024,5.7405,6.270116169722314,1.080992134962737,-0.647934510177634,1.943803530532902,OFF,1,0.0005,OFF,1,0.0,OFF,1,0.4004,OFF,1,0.3508,OFF,1,0.7259,OFF,1,-1.7745,OFF,1,0.027,OFF,1,0.0067,OFF,1,0.2828,OFF,1,0.13,OFF,1,0.7333,OFF,1,-0.9122,OFF,1,0.0055,OFF,1,0.0,OFF,1,0.2288,OFF,1,0.124,ON,0,0.7161,OFF,1,-1.1787
Decatur,20241031_1752,Dec,ON,cluster,4,13763292.120964933,1720.6265934447972,102279.58620120678,7053.578373343887,123509.8281864267,61.75491409321335,888.7486506872847,100.05971275010714,77365.59740975994,38.68279870487997,455.7650187876752,49.03525937251519,2323628.320436327,1162.395357897112,20023.68368044868,2085.77011408555,11238788.37493242,5619.39418746621,102279.58620120678,13173.217967068,0.008973857933182307,0.005621154933703166,0.16882794465263584,0.8165770424804787,16.437515687487178,11.724084108829599,11.256310408416422,14.658640883559517,16.23488168977247,0.6263922357041685,18.81330704233683,90.99509358783585,145.26855283314,30.034387353068624,67.51655487498662,0.4863642094053123,4.521735245059913,4.2270753930761,6366.905560137512,1058.133776871673,8.938279259948388,95.73686020146005,0.777485825662155,0.07703252720924568,58.735,59.44322062140804,0.0006331493007811796,63.565,7.709942971327667,1.4939270215642884,1.5035991936476243,4.97857128135605,ON,1,1.0,OFF,0,0.0,OFF,0,0.0004,OFF,0,0.054,OFF,0,0.722,OFF,0,-20.5437,ON,1,0.9997,ON,1,1.0,ON,1,0.9758,ON,1,1.0,OFF,0,0.7282,OFF,0,-0.9191,ON,1,1.0,ON,1,1.0,ON,1,1.0,ON,1,1.0,OFF,0,0.2919,ON,1,59.2466
Decatur,20241031_1852,Dec,ON,cluster,4,13560069.586896801,1695.0086983621002,87633.30847192183,6769.694656016717,125540.34828158387,62.77017414079193,853.6491946262286,106.23920010426421,126571.94860540179,63.28597430270089,529.8434985116037,89.11900130253265,1735460.3989418675,867.7301994709337,13632.356492893829,1307.8821279963954,11572496.891067948,5786.2484455339745,87633.30847192183,12603.012508377125,0.009258090268422697,0.009334166598061504,0.1279831484507171,0.8534245946827987,16.422640045986338,11.740390451670342,11.74857408975755,14.366783871997939,16.264141969651032,1.008217281032994,13.823925317105616,92.1814942317903,91.4301866921138,13.71125607253305,52.78583176735162,0.6972474036612074,4.53454914223121,3.985010082435799,6461.380787121567,1021.6998076920272,7.9535409791908735,73.8365002205728,0.7770742893119595,0.08040059258587648,58.49,51.7008016280963,0.0006234207876844131,65.385,7.190326948605898,1.490601025995115,1.50791717266023,4.52375151798069,ON,1,0.2727,OFF,0,0.0,OFF,0,0.0009,OFF,0,0.0328,OFF,0,0.7238,OFF,0,-23.8549,ON,1,0.9952,ON,1,1.0,ON,1,0.9285,ON,1,1.0,OFF,0,0.7296,OFF,0,-0.8482,ON,1,1.0,ON,1,1.0,ON,1,1.0,ON,1,1.0,OFF,0,0.2919,ON,1,58.7105
Decatur,20241102_1259,Dec,ON,cluster,4,14939918.030554025,1867.7232192216559,110540.40080610756,7337.632425404556,128325.28924949923,64.16264462474962,857.7949944649336,105.41580554752538,68879.32228930952,34.439661144654764,490.94911271944875,44.20796777806836,2170136.960540756,1085.6112859133348,13115.072525922209,1564.019839151836,12572576.45847446,6286.28822923723,110540.40080610756,13642.932488175229,0.00858942391698922,0.004610421700336146,0.14525762163504186,0.8415425327476328,16.519547318012627,11.762331434130417,11.14012581808761,14.590301299781819,16.347028607953757,0.5367556363333236,16.911218148937962,97.9742693891925,182.5304901445476,31.506363424921037,74.75846180219358,0.42967346449522903,4.594859911193719,4.327550145110372,6454.276269264507,1001.0811277461477,8.944904380226617,97.85895893155937,0.7858543554900673,0.07972400665951002,58.77,59.18457278277431,0.0006819366822609765,65.84,7.693151030787292,1.4555897360217944,1.5282323912744467,5.206902789866147,ON,1,1.0,OFF,0,0.0,OFF,0,0.0002,OFF,0,0.0988,OFF,0,0.7225,OFF,0,-21.8797,ON,1,0.9993,ON,1,1.0,ON,1,0.9673,ON,1,1.0,OFF,0,0.7286,OFF,0,-0.9092,ON,1,1.0,ON,1,1.0,ON,1,1.0,ON,1,1.0,OFF,0,0.2919,ON,1,64.8866
Decatur,20241101_0053,Dec,ON,cluster,4,13282825.000167802,1660.5606951078637,92171.2774588503,6616.448772477067,128083.49017479157,64.04174508739578,825.757809126957,103.74313987503521,142690.51709555293,71.34525854777647,658.5528637776733,113.27560475828938,1937669.3526474524,969.319335991722,15008.197771329666,1496.628114320532,11074381.640250005,5537.190820125003,92171.2774588503,12338.760216271354,0.009642789856312456,0.010742482649116458,0.14587780480605397,0.8337369226885171,16.401982480591048,11.760445404635666,11.868440355976539,14.476996960291627,16.220145128797725,1.114043011317958,15.12817420877622,86.4622101181868,77.6111956532922,13.579524358555021,48.05502243004436,0.7486022331814476,4.471206815711077,3.8929425748580253,6409.713175576229,1063.9150930296867,8.504661700889525,86.08337956284963,0.7822222581663059,0.0860036206286597,58.665,55.50611774106676,0.0006131716743273225,65.035,7.450242797439402,1.4525368510931926,1.4865665747206862,4.459699724162059,ON,1,0.4818,OFF,0,0.0,OFF,0,0.0012,OFF,0,0.0285,OFF,0,0.7234,OFF,0,-22.5717,ON,1,0.9985,ON,1,1.0,ON,1,0.9514,ON,1,1.0,OFF,0,0.7291,OFF,0,-0.8115,ON,1,1.0,ON,1,1.0,ON,1,1.0,ON,1,1.0,OFF,0,0.2919,ON,1,54.3407
Decatur,20241112_1127,Dec,ON,cluster,4,15070487.099758802,1884.0463932690088,93343.00446404517,6955.895730500224,124612.33506011567,62.306167530057834,908.3340238416567,103.23901765978812,87016.9247945048,43.5084623972524,514.9303874708712,52.14930185862248,2864859.7656191494,1433.1464560375935,14757.048294609645,2369.9365001803976,11993998.07428503,5996.999037142516,93343.00446404517,12808.617215687602,0.008268633537539078,0.0057739955064821675,0.1900973569503935,0.7958600140055851,16.52824895891419,11.732970902563322,11.373869408535763,14.868030308562306,16.299917005529085,0.6983010530364242,22.99017801258671,96.25048811100937,137.8352326569995,32.92301781925469,70.21173655307076,0.5296283707816386,4.577290001622303,4.265657644061959,6371.333528333874,1043.292391246275,8.284332621018319,82.58823844857208,0.7940803165804824,0.08148659870252856,58.77,49.54389912983022,0.0006934076801698699,65.56,7.038742723640675,1.4231466471165897,1.5223153676552545,4.926047596993323,ON,1,1.0,OFF,0,0.0,OFF,0,0.0004,OFF,0,0.0248,OFF,0,0.7209,OFF,0,-21.7628,ON,1,1.0,ON,1,1.0,ON,1,0.9917,ON,1,1.0,OFF,0,0.727,OFF,0,-0.8696,ON,1,1.0,ON,1,1.0,ON,1,1.0,ON,1,1.0,OFF,0,0.2919,ON,1,62.8073
Decatur,20241130_0741,Dec,ON,cluster,4,46626671.908403926,5829.062621378163,951994.6824655533,40316.37987631017,114180.78801317718,57.09039400658859,731.2410767201945,95.96395387395319,498161.9210589079,249.08096052945393,4550.802067432145,520.1876232383989,35389484.51012946,17703.594052090775,951994.6824655533,78608.56246321872,10624844.689202374,5312.4223446011865,82594.72199515346,10894.045437492103,0.0024488298937029086,0.010684054869657551,0.7589965798899515,0.22787053534668783,17.657683315357584,11.645547088996071,13.11868245322536,17.38192531449711,16.1787057493001,4.36292242962147,309.94254922934454,93.05282328129621,21.328094822254897,71.04012373092161,75.14473270855892,1.6795090559061538,4.543856574236365,4.332635907002121,4769.577570047631,1154.0887713392565,13.89820655962425,229.2918403960668,0.6782650131189955,0.032949572490964,4.6875,163.31865761298977,0.0006678193679364098,57.93,12.779618836748018,2.0764968511333195,1.5110528867680095,5.7363782255010385,ON,1,1.0,OFF,0,0.0,ON,1,0.961,OFF,0,0.0,OFF,0,0.7194,OFF,0,-23.8214,ON,1,1.0,ON,1,1.0,ON,1,1.0,ON,1,1.0,OFF,0,0.7219,OFF,0,-1.1005,ON,1,1.0,ON,1,1.0,ON,1,1.0,ON,1,1.0,OFF,0,0.2919,ON,1,30.2752
Decatur,20241116_1140,Dec,ON,cluster,4,16836181.672747094,2104.5227090933868,103384.93520452082,7531.538043822707,121954.80286523675,60.97740143261837,739.520184716097,94.78782419210978,98156.30565345769,49.07815282672885,474.20211010496496,55.8618946785217,3212470.650004048,1606.235325002024,21127.205358939478,2870.2552203097607,13403599.91422435,6701.799957112175,103384.93520452082,13742.693067552049,0.007243614094676009,0.005830081164563836,0.19080755437583025,0.7961187503649299,16.639040858941264,11.711413986482766,11.494326630489919,14.982551183245208,16.411033953763177,0.8048580568091125,26.341485324916402,109.90628986482619,136.5536307102817,32.72811286636027,75.4894683688428,0.5904819498057267,4.7086856092928695,4.337153062974189,6385.143548503787,1028.2322869126353,7.866571228830085,76.62972385564463,0.7956602502605026,0.08164159840896548,58.63,49.125122175114655,0.0007052264196470114,65.98,7.0089316001016035,1.424798746354006,1.5665399890934701,4.916707323273258,ON,1,1.0,OFF,0,0.0,OFF,0,0.0003,OFF,0,0.0127,OFF,0,0.7202,OFF,0,-25.7175,ON,1,1.0,ON,1,1.0,ON,1,0.9958,ON,1,1.0,OFF,0,0.7262,OFF,0,-0.8592,ON,1,1.0,ON,1,1.0,ON,1,1.0,ON,1,1.0,OFF,0,0.2919,ON,1,72.1075
Decatur,20241117_0142,Dec,ON,cluster,4,11841339.28511472,1480.16741063934,90693.96566928271,6387.61361497913,125572.0964848954,62.7860482424477,782.3237424128602,103.31604401581689,93466.71909126354,46.73335954563177,508.9812013995979,56.43634030511426,1752152.8324823994,876.0764162411997,17835.888609851012,1608.9211287995226,9870147.637056163,4935.073818528082,90693.96566928271,12009.95158153532,0.01060455185527427,0.007893255723932922,0.14796914354822696,0.8335330488725659,16.287107380769836,11.740643310111123,11.445371405303334,14.376356350552244,16.105025470775114,0.7443271372136562,13.953361308092886,78.60144023449354,105.60066441738553,18.74627513941943,53.0604607174954,0.5563688865736626,4.377032186084814,3.9901030631481946,6408.560326765835,1060.9732769792952,9.004007653530078,95.22398024120281,0.7692851534669132,0.0873796225497981,58.63,61.272775645088984,0.0005841815647943079,63.81,7.827692868577216,1.5004029740325793,1.4547940535546637,4.659654065471781,ON,1,0.9123,OFF,0,0.0,OFF,0,0.0009,OFF,0,0.0599,OFF,0,0.724,OFF,0,-18.948,ON,1,0.9949,ON,1,1.0,ON,1,0.9294,ON,1,1.0,OFF,0,0.7295,OFF,0,-0.8928,ON,1,1.0,ON,1,1.0,ON,1,1.0,ON,1,1.0,OFF,0,0.2919,ON,1,49.7463
Decatur,20241113_1831,Dec,ON,cluster,4,10326523.948200582,1290.8154935250727,79454.39304594044,5530.547639229243,123027.1357774175,61.51356788870875,992.8723013672425,103.11284101471625,86284.48108639968,43.14224054319984,450.9539271824906,55.90603154784013,1626264.1147047854,813.1320573523927,18628.84265457187,1536.6653022060323,8490948.216631979,4245.47410831599,79454.39304594044,10389.738687765708,0.01191370265488565,0.008355617196959576,0.1574841759785165,0.8222465041696383,16.150226380646554,11.720168354354007,11.365416625216923,14.301796602973061,15.954511356117068,0.7013451182168907,13.218743201774831,69.01687308989223,98.40643542876833,18.84770116491171,48.33564654880533,0.5314191842020092,4.248736257144205,3.898646873499538,6370.654943267199,1104.7592890639912,8.98205698492599,94.767011267023,0.7713753489878235,0.08704254116361225,58.735,61.55364065932709,0.0005729293745231096,63.565,7.845612828771835,1.4884031775105844,1.4114476672543539,4.589094730900145,ON,1,0.781,OFF,0,0.0,OFF,0,0.0012,OFF,0,0.0561,OFF,0,0.7245,OFF,0,-16.4071,ON,1,0.99,ON,1,1.0,ON,1,0.9106,ON,1,1.0,OFF,0,0.7298,OFF,0,-0.9,ON,1,1.0,ON,1,1.0,ON,1,1.0,ON,1,1.0,OFF,0,0.2919,ON,1,43.0223
Prairie_State_2,Neutral_Ground 2/12/24 1305,Pra,ON,manual,4,100818540.11924113,12602.317514905142,157066.79061986506,28755.469899662367,93047035.87624767,46523.517938123834,157066.79061986506,41066.81278983116,7197684.430931542,3598.842215465771,51749.37690666411,8867.14975608414,510299.5795387799,255.14978976938997,2821.590416289924,460.15095214849737,63520.23252314696,31.76011626157348,636.2804370001868,71.62699151177596,0.922915921676689,0.07139246831404843,0.005061564856376944,0.0006300451528857654,18.428832836361725,18.348615696120426,15.789270064378218,13.142755202733918,11.059129499434704,0.07735533285019812,0.005484318492611324,0.0006826679853362339,0.008825092727067111,0.07089774279985553,0.0057241898655966015,0.07450927212587137,0.0006824350735420545,0.005707868943871592,1007.3052184871068,688.9174863426225,2.684281766561339,6.470118826314508,0.8233507189872564,0.02416455645316032,0.08508,12.463325926687386,-0.0011393835156603958,0.27948,3.5303435989525553,1.5667947383804461,-2.429828732228574,7.289486196685722,ON,1,0.9655,ON,1,0.9999,ON,1,0.5099,ON,1,0.7299,OFF,0,0.7256,ON,1,0.5948,ON,1,0.9885,ON,1,1.0,ON,1,0.7139,ON,1,1.0,OFF,0,0.732,ON,1,0.6318,ON,1,0.7772,ON,1,0.8705,ON,1,0.6462,ON,1,0.6738,ON,1,0.8009,ON,1,0.4221
Prairie_State_2,Neutral_Ground 2/11 1404,Pra,ON,cluster,4,113915400.48487443,14239.425060609303,257259.0035068998,30735.037259257577,101642038.9455113,50821.01947275565,257259.0035068998,42785.19529579893,11150000.93979522,5575.00046989761,62581.15731038991,11992.451450934184,853021.5392944274,426.5107696472137,7957.814114356006,948.946754566747,270339.0602734706,135.1695301367353,5783.655183683208,515.5623773102282,0.8922589791448543,0.09787966238397859,0.007488202083858633,0.0023731563873083685,18.550966638634083,18.436967786516988,16.22695022984305,13.65654124968208,12.507435927992113,0.10969871379471688,0.008392408772434311,0.0026597170135320924,0.0242456535863226,0.07650416747947085,0.009959573394631271,0.10408854946695235,0.0026561862254484946,0.009910303710143445,1095.9300477063384,778.7945665466516,2.5455528688669333,6.057152504191411,0.8341343613959095,0.027928339238537832,0.074685,18.066670698563296,-0.0011796231770181353,0.28866,4.250490642094527,1.4664630775921956,-1.9765106195082918,5.929531858524875,ON,1,0.9907,ON,1,1.0,ON,1,0.5208,ON,1,0.7913,OFF,0,0.7255,ON,1,0.7362,ON,1,0.9986,ON,1,1.0,ON,1,0.8366,ON,1,1.0,OFF,0,0.7312,ON,1,0.75,ON,1,0.8357,ON,1,0.8954,ON,1,0.6364,ON,1,0.6653,ON,1,0.8006,ON,1,0.3931
Middletown_GT,20231027_1106,Mid,ON,cluster,2,3573579566.605365,446753.289986919,6129681.3842020035,785475.5183209392,3166456372.4526253,1583228.1862263125,6129681.3842020035,787637.152795484,404892335.01233,202446.167506165,2491360.5097460896,312815.6488656559,2202351.9459481244,1101.7268363922583,23794.45589198172,3134.2552931225428,28507.19446164209,14.253597230821045,264.0537596472168,27.487757494900052,0.8860741207619238,0.11330161465998857,0.0006162873681416852,7.977209946026698e-06,21.996833610391636,21.87587893629628,19.8191317527233,14.605036867684065,10.257946849899257,0.12786922900147668,0.000695525750838708,9.002869804127893e-06,7.040685139365235e-05,0.005439352033871058,0.0006246545277829487,0.12033021461898445,9.002829278538769e-06,0.0006244595123506981,1072.8971800905113,737.3466460593004,2.2583188531302123,6.091259202070884,0.8674060154260594,0.007890099802015335,0.08562,13.720506421746732,-0.002080892314152401,0.28407,3.70412019536929,1.2944555001265803,-3.8726440287990083,11.617932086397024,ON,1,1.0,ON,1,1.0,ON,1,0.5815,ON,1,0.6793,ON,1,0.6663,ON,1,1.1206,ON,1,1.0,ON,1,1.0,ON,1,0.9989,ON,1,1.0,ON,1,0.6113,ON,1,1.3168,ON,1,0.9962,ON,1,0.9999,ON,1,0.5004,ON,1,0.6909,ON,1,0.6828,ON,1,1.0007
Middletown_GT,20231027_1917,Mid,OFF,cluster,2,35109799.410829045,4389.273585551825,1102579.469205439,34652.895449714764,25008438.70773667,12504.219353868335,338499.81933170557,37059.96028961462,10086453.243124643,5043.226621562321,1102579.469205439,57658.60864579304,2530.1741682613215,1.265719944102712,58.81850746623627,3.75687981546514,12377.285799474092,6.1886428997370455,9.52344581982834,0.3710156974388957,0.712292269605597,0.2872831349760899,7.206461474345337e-05,0.0003525308035698011,17.373990863446856,17.03472391417183,16.126703917598984,7.836438572188343,9.423699071342341,0.40332198906938843,0.00010117281601743814,0.0004949243710941671,0.0012271197318948312,0.00025084874804587483,0.000424775776161611,0.33884227519497073,0.0004948019364232183,0.00042468558447153037,1510.9664866977769,559.8989659668158,19.013471947078788,461.5979536664996,0.6474277937394366,0.0055753080592293456,0.6996,251.19862039012006,-0.0009823937274446386,0.70095,15.84924668207822,2.705259331625301,-2.5370082809431636,9.198285341983489,ON,0,0.8142,ON,0,0.9967,OFF,1,0.4928,ON,0,0.6767,ON,0,0.6665,ON,0,0.4092,ON,0,0.5768,OFF,1,0.2186,OFF,1,0.4478,OFF,1,0.4286,ON,0,0.6237,ON,0,0.2354,ON,0,0.9988,ON,0,1.0,OFF,1,0.4963,ON,0,0.6953,ON,0,0.6828,ON,0,0.6324
Middletown_GT,20231104_1934,Mid,ON,cluster,2,791845584.3303491,98993.07217531555,2123693.190599814,257575.80605760368,714880384.5919313,357440.1922959657,2123693.190599814,379676.838374874,76925270.66452251,38462.635332261256,1396364.5758829117,176477.33688322754,27394.207372570716,13.703955664117416,2013.4195047343528,81.95647034670276,12534.86652251126,6.26743326125563,8.209472386444986,0.3432634267469279,0.9028027670274805,0.09714680764378697,3.459539071085122e-05,1.5829938021453755e-05,20.489876962752728,20.38762579378485,18.158345010716648,10.2181233636672,9.43634913644497,0.10760579297253059,3.8319987459451504e-05,1.753421522352499e-05,0.00016294861771987373,0.00035611453994148127,5.0427871574306335e-05,0.10220074250371039,1.753406150097017e-05,5.042660013193449e-05,1039.7272305025106,656.6538243603512,4.522115305150026,24.90050559630252,0.8127535556187531,0.0020835484537740736,0.07698,21.452947604644258,-0.0018037271667831396,0.28245,4.631732678450976,1.7451688442861153,-3.650425552446626,10.951276657339879,ON,1,0.9797,ON,1,1.0,ON,1,0.512,ON,1,0.677,ON,1,0.6665,ON,1,0.9574,ON,1,0.9587,ON,1,0.9747,ON,1,0.6036,ON,1,0.8494,ON,1,0.6231,ON,1,0.8912,ON,1,0.9814,ON,1,0.9992,ON,1,0.5003,ON,1,0.6734,ON,1,0.6828,ON,1,0.6838
Middletown_GT,20240330_1959,Mid,ON,cluster,2,845993378.8824097,105762.39265938364,2139200.4739847183,269282.98327587795,769526848.4921309,384763.42424606543,2139200.4739847183,392653.65194478014,76448837.48603317,38224.418743016584,1376213.1006011963,176276.19318058694,5087.079413015404,2.5448121125639838,153.79064392167857,9.364804860798499,12605.824832752187,6.302912416376094,10.332418281542232,0.3458246537209849,0.9096133228710441,0.09036576336687774,6.013143294023925e-06,1.4900618784280527e-05,20.556022092341784,20.461286402762017,18.152132297104675,8.534655712802127,9.44199359969135,0.09934525044296078,6.61065877426292e-06,1.6381267083082258e-05,0.00016489230245070823,6.654227298021009e-05,2.091419947289626e-05,0.09471477571644908,1.63811329115919e-05,2.091398077407573e-05,1038.5530707210828,648.4121322741299,4.366664779536903,23.534282056104395,0.813900694424219,0.0014644420651026984,0.077925,20.22647578401696,-0.0017874378326487193,0.28056,4.497385438674847,1.7775948890010327,-3.673097601023555,11.92663068995989,ON,1,0.9779,ON,1,1.0,ON,1,0.5103,ON,1,0.677,ON,1,0.6665,ON,1,0.8942,ON,1,0.9541,ON,1,0.9602,ON,1,0.5969,ON,1,0.8296,ON,1,0.6231,ON,1,0.8824,ON,1,0.9796,ON,1,0.9993,ON,1,0.5003,ON,1,0.6715,ON,1,0.6828,ON,1,0.6717
Middletown_GT,20250731_1622,Mid,OFF,cluster,2,17719567.55801345,2215.222847607632,1223598.3930473924,32590.21717321482,3343213.0794564486,1671.6065397282243,39365.93616614118,4284.147323930847,14347090.7482786,7173.545374139299,1223598.3930473924,64768.60708171621,16790.693950745663,8.399546748747206,904.3018124583796,62.00863361587401,12473.03632765903,6.2365181638295155,8.486842018429343,0.3112712904161648,0.1886735140973868,0.8096749935519905,0.000947579216917869,0.0007039131337050185,16.690180155102894,15.02244320147825,16.479057814005266,9.728639635437856,9.431404669352071,4.2914078185548705,0.005022322404131816,0.003730852934352366,0.0008693773913122218,0.0011703204674271043,0.0016542242893829247,1.6660843387356032,0.0037239105644929654,0.0016528575674186526,2184.133384743914,558.1432209012013,24.95420309287266,705.1819188979713,0.5290840383288459,0.010382628621692551,0.90615,552.3590524397052,-0.0008015581856369964,0.91425,23.5023201500912,2.9899828228695435,-1.8636795107087263,7.047653144653195,OFF,1,0.0133,OFF,1,0.0,OFF,1,0.4893,OFF,1,0.6761,ON,0,0.6665,OFF,1,-1.6808,ON,0,0.5692,OFF,1,0.1263,OFF,1,0.4351,OFF,1,0.3483,ON,0,0.6237,ON,0,0.2085,OFF,1,0.0,OFF,1,0.0,OFF,1,0.4961,OFF,1,0.3278,ON,0,0.6827,OFF,1,-2.8895
