site,spectrum_id,org,running_state,label_source,B2_mean,B2_power,B2_log,B2_std,B2_max,mean_power,std_power,total_power,log_total,max_power,B1_mean,B1_power,B1_log,B1_std,spectral_slope,B1_max,B4_B2_ratio,B3_power,B3_log,B3_mean,B3_std,B3_max,B4_frac,B4_B1_ratio,log_B4_B1,band_gradient,spectral_spread,peak_to_mean,crest_factor,log_hi_lo,hi_lo_ratio,spectral_kurtosis,spectral_skew,B3_B2_ratio,spectral_flatness,band_range,spectral_centroid,B4_mean,B4_power,B4_log,spectral_entropy,B4_std,B2_B1_ratio,log_B2_B1,spectral_slope_norm,lr_B2_B4,clr_B2,clr_B4,ilr_3,alr_B4,lr_B1_B4,band_gradient_proper,lr_B3_B4,lr_B2_B3,band_range_proper,ilr_2,clr_B1
HARQST3,HARQST3_off_2025-06-21,HAR,OFF,cluster,15.333759987616165,30667.51997523233,10.330991999511976,75.14431000278074,1004.8411825929,111.30837225566276,296.50643365710977,890466.9780453021,13.699502421542894,2881.8569733849,171.16853629101476,342337.0725820295,12.743554044105949,276.9197200324051,-1.4463072788173033e-05,2218.1707384516,16.433930295780318,13474.499854187734,9.508628490019642,6.737249927093867,9.798634186786815,93.59595025,0.5659815558126315,1.4721978015151038,0.9051075531884073,0.12891848346353876,2992.9482678243376,25.890747613872303,5.088295157850491,0.8701552874995845,1.387281539723173,25.592032851696175,4.66839660541096,0.43937363910191046,0.12277851556848059,3.6216810044769225,3996.2916612156014,251.99394281692628,503987.88563385257,13.130309494496565,0.8291919604647258,475.0948684969563,0.08958281889786948,0.08579488802325216,-1.39437832725371e-05,-2.799348118068588,-1.0973836837716746,1.7019644342969134,-1.9652592485849845,0.5691937882133953,-0.3867563873112392,0.12891879577041307,-3.621753231807828,0.8224051137392401,3.621753231807828,1.6564274131745074,1.3152080469856742
HARQST3,HARQST3_on_2025-06-17,HAR,ON,cluster,25.122060850858123,50244.12170171625,10.824668740645839,71.59152015581346,893.1329492089,492.2027621633889,2598.39057671956,3937622.097307111,15.186087824435509,92321.78402500002,1136.6338214296434,2273267.6428592866,14.636729284526394,4645.87458615314,-5.544099022627575e-05,92321.78402500002,30.43320778580262,85020.53695218942,11.35065987928631,42.51026847609471,91.61840711596716,838.72214449,0.38832822399072864,0.6726395814396833,0.5144029663030564,-0.13218180630334567,3284.696062752411,187.56860205171833,13.69556870122835,0.5274972796877561,0.6946856725084748,343.18750165943527,15.035077686820436,1.692148933466044,0.08239258485528496,3.8120605438805555,3029.408556439128,764.5448978969592,1529089.7957939184,14.240183865616357,0.7464546128385169,2121.088177972687,0.022102158476376213,0.021861446156138876,-5.6643368483004844e-05,-3.4155343736146087,-1.9384034149252045,1.4771309586894041,-1.7056439132553138,0.9459043588424212,0.39654563299833967,-0.13218187766611322,-2.889535094141344,-0.5259992794732646,3.8120800066129483,1.1267985325508398,1.8736765916877438
VAN1,VAN1_off_2025-09-15,VAN,OFF,cluster,18.290349719034598,36580.6994380692,10.507303378986794,48.00884260122263,759.6583316100001,1131.9010896969735,5574.610038467046,9055208.717575788,16.018850809448438,72645.61231225,4486.875926941728,8973751.853883456,16.009814524898516,10454.352617972707,-0.000655964278607076,72645.61231225,1.1854126036286525,1512.942089637991,7.322472183356991,0.7564710448189955,1.0070812947192587,7.702367798595999,0.004788760095662729,0.004832228801362902,0.004820591059531152,-1.777474839626733,509.0106561525237,64.18017702561968,8.011253149491896,0.004968160752717276,0.004980522526631305,78.9787451720871,8.299420781374119,0.04135902573864203,0.008667559303343007,8.687342341541525,539.8387924092768,21.681611082312106,43363.22216462421,10.677390006018317,0.7031007920631585,35.40228913495834,0.0040764108517480965,0.0040681247996342635,-0.0007162102323638613,-0.17009090272697058,-0.6217911672437317,-0.45170026451676115,0.5215785386235539,5.341483753747465,5.3324474681951095,-1.7774824893983698,-3.355555507401089,3.1854646046741184,8.688002975596198,4.847322841523456,4.880747203678348
VAN1,VAN1_off_2025-09-17,VAN,OFF,cluster,23.533893579323433,47067.78715864687,10.75936536730407,59.16825227502431,891.3132627168999,1359.0112211246071,7136.1884429187585,10872089.768996857,16.201709583655827,86746.33044529002,5406.529846426174,10813059.692852348,16.19626528486414,13485.315282553727,-0.0007671734629878007,86746.33044529002,0.2281007613157546,1226.0909012972356,7.11240152615364,0.6130454506486178,1.7703039448854716,38.12180760979601,0.000987500868064848,0.0009928917798964155,0.0009923991888858685,-2.3049319456063393,340.1285289641987,63.83047402176667,7.98939760065958,0.001100880785142663,0.0011014869768220595,83.81030393499604,8.684439574585888,0.02604946982399065,0.006145416981102531,9.0838637587105,513.0032686470786,5.368099042281675,10736.19808456335,9.281469448045122,0.6914263224815536,2.7686229093666173,0.004352864822318079,0.004343418508667815,-0.0008473754012850693,1.4779678120358035,-0.07779884888909017,-1.5557666609248937,1.7964446009624646,6.920333182136366,6.914888882842552,-2.3049629609475173,-2.169790051178783,3.6477578632145864,9.084678934021335,5.197995555910749,5.359122221917659
VAN1,VAN1_off_2025-09-20,VAN,OFF,cluster,23.047140503333743,46094.28100666749,10.738465859464627,51.701776395299774,754.7019929856,1257.4793760921962,6281.143512849461,10059835.00873757,16.124061421184667,76568.70081025001,4962.849103116103,9925698.206232205,16.110637831046766,11810.637056354803,-0.000637450901344403,76568.70081025001,1.852251251449706,2664.3318175694976,7.888083838256233,1.3321659087847488,2.367449966915698,38.237947811856,0.00848703677614697,0.008601731375180253,0.008564947271328845,-1.5852600538379684,620.3934535808387,60.890621560881996,7.803244297120488,0.008790407913230054,0.008829157005759715,76.71411295547243,8.240872753282314,0.057801787105135734,0.009783767008772572,8.222553992790534,584.5990801420569,42.68909484056326,85378.18968112652,11.354857669532862,0.7008386523963628,100.09975683943964,0.004643933358534002,0.00463318356804082,-0.0006930474810199879,-0.616401791973674,-0.7844649430627904,-0.1680631510891164,0.1940626110443167,4.76921536477116,4.755791773289889,-1.5852639244299631,-3.4671373769597498,2.850735584986076,8.222929150249639,4.520804697329946,4.587728622200773
VAN1,VAN1_off_2025-09-23,VAN,OFF,cluster,21.620467028628916,43240.93405725783,10.674565999181578,55.68358466602282,846.7459812100001,1515.5880001438852,8596.15870876363,12124704.001151081,16.310755664689875,118733.92916841,6000.521568253844,12001043.136507688,16.300504215342645,16392.346205063477,-0.0007094637174825045,118733.92916841,1.8290798209779526,1328.810659937085,7.192791850131957,0.6644053299685424,1.6469623267943132,27.855088395263998,0.006523138207636989,0.006590353773964241,0.006568732335827075,-1.6740452294052475,544.1024618641111,78.3418245308949,8.851091714048476,0.006654827843180729,0.006677020411920252,93.76420733038579,9.233295184984414,0.03073038751075079,0.006288043540094794,9.107712365210688,550.1875354501866,39.545559963098846,79091.11992619769,11.278368527126903,0.679625085786416,208.32143568342119,0.003603097961185845,0.003596622353896996,-0.0007824681455017958,-0.6038130103483308,-0.6868177441080423,-0.08300473375971151,0.09584561076036634,5.032399698651259,5.022148248454181,-1.6740494161513941,-4.086316303067005,3.4825032927186745,9.108464551521188,5.140241097696394,4.93914351469447
VAN1,VAN1_off_2025-09-26,VAN,OFF,cluster,21.3614367501447,42722.8735002894,10.662513141346889,53.691507944091484,889.4435381316001,1615.602900560721,9681.195774053807,12924823.204485768,16.374660377065943,126856.00039224999,6429.2127984730805,12858425.596946161,16.36950992068405,18547.310823626103,-0.0007338766869787795,126856.00039224999,0.5134141252562496,1740.2073122202935,7.462334009198553,0.8701036561101467,1.6952537324167412,19.074261373281004,0.0016970852428747477,0.0017058485552310218,0.0017043952480975146,-2.1245490314278226,355.05091435776995,78.51929477733341,8.861111373690525,0.0018334056095892172,0.0018350873252524539,97.04788709260309,9.45413688598931,0.04073245008128428,0.005617740436261168,8.907175911485496,519.8993686032273,10.967263363548954,21934.526727097906,9.99586282640058,0.6671434454369527,43.79947882636754,0.0033225586739353717,0.003317051171825328,-0.0008039310740717785,0.6666724977403522,-0.4599043513320584,-1.1265768490724106,1.3008588941495143,6.378843062480263,6.373692605698848,-2.124564201899616,-2.534057707149559,3.2007302048899113,8.907750312848407,4.943266471481659,5.247115756626437
VAN1,VAN1_on_2025-09-16,VAN,ON,cluster,4423.268570989657,8846537.141979314,15.995536770059196,19318.73462905236,139442.04829636,491999.5319951755,1405644.9946333314,3935996255.9614043,22.09342986516071,9094784.251535999,1963363.9735921544,3926727947.184309,22.09107233287851,2239735.379012522,-0.001626252950522951,9094784.251535999,0.04634752752780107,11756.511402626033,9.372247583635959,5.878255701313016,10.199866575407802,50.051167849224996,0.0001041706081637258,0.00010441648345097391,0.00010441103242941348,-3.055706856280142,403.6611098815296,18.485351428393592,4.29945943443921,0.00010716327133064485,0.0001071690135191214,13.510905096203313,3.6404251134199757,0.0013289393594287577,0.0005354461338004619,12.718824749242552,469.14916014991263,205.00756185682363,410015.12371364725,12.923951764038085,0.784360592651765,282.67594576397823,0.0022529029922540955,0.002250369011469438,-0.0016456630345897578,3.071587331913987,0.8998564463311158,-2.171730885582871,2.5076988227973898,9.169480539800011,9.167123007517214,-3.0557076691724046,-3.5517867970997195,6.6233741290137065,12.718909804616933,7.8964543495713535,6.9953921219343425
VAN1,VAN1_on_2025-09-19,VAN,ON,cluster,4210.119410260771,8420238.820521541,15.946148868060112,18331.395136372736,126873.45324899998,478460.52327265573,1382431.975254382,3827684186.181246,22.065525806397396,9445818.294025002,1909501.572414356,3819003144.828712,22.063255268920457,2216668.7790304334,-0.0016760612353700593,9445818.294025002,0.029725924177058504,10503.151280651151,9.259525818073433,5.2515756403255756,8.973813309718507,45.115455974415994,6.539185798954146e-05,6.554050134012232e-05,6.553835365530408e-05,-3.2109460901335862,403.94744600496864,19.742105846927316,4.44320895827797,6.813817565176523e-05,6.814049710998215e-05,14.376183515686733,3.7388822012874248,0.0012473697604694957,0.0004635153963803596,12.803729450847024,462.37455703820143,125.14969036578879,250299.38073157758,12.430416998519698,0.7832820420099436,205.52247306105906,0.002204826364681928,0.0022023993018793933,-0.0016975257517121572,3.5157357459866,1.0213368407101164,-2.4943989052764834,2.8802837588553714,9.635112802824098,9.632842265346566,-3.2109474217821887,-3.1709823902272305,6.68671813621383,12.803824655573797,7.956980774960067,7.138443360070083
VAN1,VAN1_on_2025-09-22,VAN,ON,cluster,13823.660018085477,27647320.036170952,17.13503939285422,59434.09565230928,512510.08958361,659466.4211885912,1531206.5506554898,5275731369.508729,22.38638315513541,10759961.336644,2624003.8796152975,5248007759.230595,22.38111436728958,2056413.8631321075,-0.0018480727907317735,10759961.336644,0.0026835702300105155,2096.716974362658,7.648604877264391,1.0483584871813292,1.4934697647774868,16.84609936,1.4063173386243342e-05,1.4137464804267309e-05,1.4137364871253628e-05,-3.7222229093571855,458.6862963357603,16.316162568597125,4.0393269945119705,1.4460704730076487e-05,1.446080928657112e-05,6.902930863574021,2.68013497665658,7.583798254657054e-05,0.00026136606763196813,14.73250949002519,672.2239203960373,37.09676249432214,74193.52498864429,11.214445639218026,0.8136556309757492,48.81013481697746,0.005268155327617941,0.005254327142098056,-0.0018694623660969524,5.920607195640615,2.5403608717600186,-3.3802463238805966,3.90317225003941,11.171950993902124,11.166682206055297,-3.722227402018433,-3.5663041061735337,9.48691130181415,14.732986312228832,9.887731796142843,7.7864358821747
